source_section,entity_id,entity_name,entity_name_en,entity_type,category,attribute_path,value
comorbidity_patterns,PATTERN_004,PCOS-代谢综合征复合体,,comorbidity_pattern,pattern,management_strategy.pharmacological,二甲双胍改善胰岛素敏感性; 他汀类药物管理血脂; ACEI/ARB类降压药; GLP-1激动剂减重和改善代谢
comorbidity_patterns,PATTERN_004,PCOS-代谢综合征复合体,,comorbidity_pattern,pattern,management_strategy.reproductive_management,来曲唑促排卵(生育需求); 复合口服避孕药(无生育需求); 螺内酯抗雄激素治疗
comorbidity_patterns,PATTERN_004,PCOS-代谢综合征复合体,,comorbidity_pattern,pattern,prevalence,PCOS患者中47-67%
comorbidity_patterns,PATTERN_004,PCOS-代谢综合征复合体,,comorbidity_pattern,pattern,shared_mechanisms,胰岛素抵抗; 慢性低级别炎症; 雄激素过多; 内脏脂肪堆积
comorbidity_patterns,PATTERN_005,男性代谢-性腺功能障碍综合征,,comorbidity_pattern,pattern,bidirectional_relationship,True
comorbidity_patterns,PATTERN_005,男性代谢-性腺功能障碍综合征,,comorbidity_pattern,pattern,clinical_assessment,晨间睾酮水平测定; 性功能评估量表; 代谢指标全面评估; 身体成分分析
comorbidity_patterns,PATTERN_005,男性代谢-性腺功能障碍综合征,,comorbidity_pattern,pattern,components,GON_002; DIS_001; HTN_001; DLP_001; OBESITY
comorbidity_patterns,PATTERN_005,男性代谢-性腺功能障碍综合征,,comorbidity_pattern,pattern,description,男性性腺功能减退与代谢异常的相互关联
comorbidity_patterns,PATTERN_005,男性代谢-性腺功能障碍综合征,,comorbidity_pattern,pattern,pathophysiology,肥胖导致芳香化酶活性增加; 雌激素升高抑制LH分泌; 睾酮降低促进内脏脂肪堆积; 胰岛素抵抗进一步抑制性腺轴
comorbidity_patterns,PATTERN_005,男性代谢-性腺功能障碍综合征,,comorbidity_pattern,pattern,prevalence,肥胖男性中30-40%
comorbidity_patterns,PATTERN_005,男性代谢-性腺功能障碍综合征,,comorbidity_pattern,pattern,treatment_approach.metabolic_management,标准糖尿病、高血压、血脂异常治疗
comorbidity_patterns,PATTERN_005,男性代谢-性腺功能障碍综合征,,comorbidity_pattern,pattern,treatment_approach.testosterone_replacement.benefits,改善性功能; 增加肌量; 改善胰岛素敏感性
comorbidity_patterns,PATTERN_005,男性代谢-性腺功能障碍综合征,,comorbidity_pattern,pattern,treatment_approach.testosterone_replacement.indications,减重后仍有症状性低睾酮
comorbidity_patterns,PATTERN_005,男性代谢-性腺功能障碍综合征,,comorbidity_pattern,pattern,treatment_approach.testosterone_replacement.monitoring,前列腺安全性; 红细胞压积; 心血管风险
comorbidity_patterns,PATTERN_005,男性代谢-性腺功能障碍综合征,,comorbidity_pattern,pattern,treatment_approach.weight_management,减重是首要措施，可显著提高睾酮水平
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,classification.diabetic_macular_edema.definition,黄斑中心1mm内视网膜增厚
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,classification.diabetic_macular_edema.prevalence,糖尿病患者中6.8%
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,classification.diabetic_macular_edema.vision_threat,导致中心视力下降的主要原因
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,classification.non_proliferative_diabetic_retinopathy.mild.features,微动脉瘤≥1个
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,classification.non_proliferative_diabetic_retinopathy.mild.vision_impact,通常无症状
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,classification.non_proliferative_diabetic_retinopathy.moderate.features,微动脉瘤; 点片状出血; 硬性渗出; 棉絮斑<20个
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,classification.non_proliferative_diabetic_retinopathy.moderate.vision_impact,可能轻度视力影响
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,classification.non_proliferative_diabetic_retinopathy.severe.features,广泛视网膜出血（4个象限）; 静脉串珠样改变（2个象限）; 明显视网膜内微血管异常（1个象限）
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,classification.non_proliferative_diabetic_retinopathy.severe.progression_risk,1年内15%进展为PDR
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,classification.proliferative_diabetic_retinopathy.complications,玻璃体出血; 牵拉性视网膜脱离; 新生血管性青光眼
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,classification.proliferative_diabetic_retinopathy.features,视盘新生血管; 视网膜其他部位新生血管; 纤维血管增殖
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,description,糖尿病引起的视网膜微血管病变，是糖尿病患者失明的主要原因
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,epidemiology.blindness_risk,糖尿病患者失明风险比正常人高25倍
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,epidemiology.incidence,每年新发病率2-6%
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,epidemiology.prevalence,1型糖尿病患者中90%，2型糖尿病患者中60%
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,icd10,E10.3
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,pathophysiology.hyperglycemia_damage.biochemical_pathways,多元醇途径激活; 蛋白质糖化; 蛋白激酶C激活; 己糖胺途径; 氧化应激
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,pathophysiology.hyperglycemia_damage.mechanism,高血糖导致视网膜毛细血管内皮损伤
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,pathophysiology.vascular_changes.early_changes,毛细血管基底膜增厚; 周细胞缺失; 血管通透性增加
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,pathophysiology.vascular_changes.progressive_changes,毛细血管闭塞; 视网膜缺血; 新生血管形成
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,risk_factors.modifiable,血糖控制不佳; 高血压; 血脂异常; 吸烟; 妊娠
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,risk_factors.non_modifiable,糖尿病病程; 遗传因素; 种族（非洲裔、西班牙裔风险高）
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,screening_guidelines.pregnancy,妊娠前和每个三个月筛查
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,screening_guidelines.screening_methods,散瞳眼底检查; 眼底照相; 光学相干断层扫描（OCT）; 荧光素眼底血管造影（必要时）
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,screening_guidelines.type1_diabetes,诊断5年后开始每年筛查
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,screening_guidelines.type2_diabetes,诊断时即开始每年筛查
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,treatment.macular_edema_treatment.anti_vegf_injections,一线治疗
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,treatment.macular_edema_treatment.corticosteroids,难治性病例
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,treatment.macular_edema_treatment.focal_laser,局灶性激光光凝
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,treatment.non_proliferative_treatment.mild_moderate,严密随访，优化全身治疗
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,treatment.non_proliferative_treatment.severe,考虑激光光凝治疗
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,treatment.preventive_measures.blood_pressure_control,<140/90 mmHg
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,treatment.preventive_measures.glycemic_control,HbA1c <7%
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,treatment.preventive_measures.lipid_management,LDL-C <2.6 mmol/L
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,treatment.proliferative_treatment.anti_vegf_therapy,雷珠单抗; 阿柏西普; 贝伐珠单抗
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,treatment.proliferative_treatment.pan_retinal_photocoagulation,全视网膜激光光凝
diabetes_complications,DM_COMP_001,糖尿病性视网膜病变,Diabetic Retinopathy,complication,糖尿病微血管并发症,treatment.proliferative_treatment.vitrectomy,严重玻璃体出血或牵拉性视网膜脱离
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,clinical_manifestations.advanced_stage,尿毒症症状; 贫血; 骨代谢异常; 心血管并发症
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,clinical_manifestations.early_stage,微量白蛋白尿; 肾小球高滤过; 通常无症状
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,clinical_manifestations.progressive_stage,大量蛋白尿; 水肿; 高血压; 肾功能进行性下降
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,description,糖尿病引起的肾脏微血管病变，是终末期肾病的主要原因
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,epidemiology.mortality_risk,糖尿病肾病患者心血管死亡风险增加10倍
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,epidemiology.prevalence,糖尿病患者中20-40%
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,epidemiology.progression_to_esrd,糖尿病是透析的首要原因（44%）
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,icd10,E10.2
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,pathophysiology.glomerular_changes.basement_membrane_thickening,肾小球基底膜增厚
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,pathophysiology.glomerular_changes.mesangial_expansion,系膜基质增生
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,pathophysiology.glomerular_changes.nodular_sclerosis,结节性肾小球硬化（Kimmelstiel-Wilson病变）
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,pathophysiology.hemodynamic_changes.hyperfiltration,早期肾小球高滤过
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,pathophysiology.hemodynamic_changes.increased_permeability,肾小球通透性增加
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,pathophysiology.hemodynamic_changes.proteinuria,蛋白尿形成
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,pathophysiology.tubular_interstitial_changes.inflammation,慢性炎症反应
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,pathophysiology.tubular_interstitial_changes.interstitial_fibrosis,间质纤维化
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,pathophysiology.tubular_interstitial_changes.tubular_atrophy,肾小管萎缩
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,screening_monitoring.early_detection,微量白蛋白尿是早期标志
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,screening_monitoring.frequency,至少每年一次
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,screening_monitoring.parameters,血清肌酐和估算GFR; 尿白蛋白/肌酐比值; 尿常规; 血压
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,staging.stage1.albuminuria,30-300 mg/g肌酐
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,staging.stage1.description,肾功能正常伴微量白蛋白尿
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,staging.stage1.gfr,≥90 mL/min/1.73m²
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,staging.stage2.albuminuria,30-300 mg/g肌酐
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,staging.stage2.description,轻度肾功能下降伴微量白蛋白尿
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,staging.stage2.gfr,60-89 mL/min/1.73m²
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,staging.stage3a.description,轻中度肾功能下降
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,staging.stage3a.gfr,45-59 mL/min/1.73m²
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,staging.stage3b.description,中重度肾功能下降
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,staging.stage3b.gfr,30-44 mL/min/1.73m²
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,staging.stage4.description,重度肾功能下降
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,staging.stage4.gfr,15-29 mL/min/1.73m²
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,staging.stage5.description,肾衰竭
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,staging.stage5.gfr,<15 mL/min/1.73m²
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,treatment.advanced_stage_management.anemia,促红细胞生成素、铁剂
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,treatment.advanced_stage_management.mineral_bone_disorders,磷结合剂、维生素D类似物
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,treatment.advanced_stage_management.renal_replacement_therapy.options,血液透析; 腹膜透析; 肾移植
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,treatment.advanced_stage_management.renal_replacement_therapy.timing,GFR <15 mL/min/1.73m²或症状性尿毒症
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,treatment.pharmacological_treatment.ace_inhibitors_arbs.first_line,ACEI或ARB
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,treatment.pharmacological_treatment.ace_inhibitors_arbs.renoprotective_effect,延缓肾功能下降
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,treatment.pharmacological_treatment.ace_inhibitors_arbs.target_bp,<130/80 mmHg
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,treatment.pharmacological_treatment.mineralocorticoid_antagonists.indications,ACE/ARB基础上仍有蛋白尿
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,treatment.pharmacological_treatment.mineralocorticoid_antagonists.monitoring,注意高钾血症
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,treatment.pharmacological_treatment.sglt2_inhibitors.cardio_renal_benefits,心肾获益明确
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,treatment.pharmacological_treatment.sglt2_inhibitors.indications,eGFR ≥30 mL/min/1.73m²
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,treatment.prevention_strategies.blood_pressure_control,<130/80 mmHg
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,treatment.prevention_strategies.glycemic_control,HbA1c <7%
diabetes_complications,DM_COMP_002,糖尿病肾病,Diabetic Nephropathy,complication,糖尿病微血管并发症,treatment.prevention_strategies.lifestyle_modifications,蛋白质摄入限制（0.8-1.0 g/kg/天）; 钠盐限制（<2.3g/天）; 戒烟; 体重管理
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,classification.autonomic_neuropathy.cardiovascular.orthostatic_hypotension,体位性低血压
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,classification.autonomic_neuropathy.cardiovascular.resting_tachycardia,静息心动过速
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,classification.autonomic_neuropathy.cardiovascular.sudden_death,心源性猝死风险增加
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,classification.autonomic_neuropathy.gastrointestinal.constipation,便秘
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,classification.autonomic_neuropathy.gastrointestinal.diarrhea,腹泻
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,classification.autonomic_neuropathy.gastrointestinal.gastroparesis,胃轻瘫
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,classification.autonomic_neuropathy.genitourinary.erectile_dysfunction,勃起功能障碍
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,classification.autonomic_neuropathy.genitourinary.neurogenic_bladder,神经源性膀胱
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,classification.autonomic_neuropathy.genitourinary.retrograde_ejaculation,逆行射精
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,classification.autonomic_neuropathy.sudomotor.anhidrosis,无汗症
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,classification.autonomic_neuropathy.sudomotor.gustatory_sweating,味觉性出汗
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,classification.distal_symmetric_polyneuropathy.distribution,袜套样分布
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,classification.distal_symmetric_polyneuropathy.prevalence,最常见类型（90%）
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,classification.distal_symmetric_polyneuropathy.progression,由远端向近端进展
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,classification.distal_symmetric_polyneuropathy.symptoms,麻木; 疼痛; 烧灼感; 刺痛
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,classification.focal_neuropathies.carpal_tunnel_syndrome,腕管综合征
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,classification.focal_neuropathies.cranial_neuropathies,颅神经病变
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,classification.focal_neuropathies.peroneal_neuropathy,腓神经病变
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,classification.focal_neuropathies.ulnar_neuropathy,尺神经病变
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,classification.proximal_neuropathy.also_known_as,糖尿病性肌萎缩
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,classification.proximal_neuropathy.characteristics,大腿前侧疼痛和无力
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,classification.proximal_neuropathy.recovery,通常可自行恢复
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,clinical_assessment.objective_tests,10g单纤维检查; 音叉振动觉检查; 神经传导检查; 定量感觉检查
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,clinical_assessment.physical_examination,振动觉检查; 位置觉检查; 针刺觉检查; 温度觉检查; 深反射检查
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,clinical_assessment.symptoms,疼痛（烧灼痛、刺痛、电击痛）; 麻木和感觉异常; 运动无力; 平衡障碍
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,complications.diabetic_foot.charcot_foot,神经性关节病
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,complications.diabetic_foot.infection_risk,感染风险增加
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,complications.diabetic_foot.neuropathic_foot,感觉缺失导致溃疡
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,complications.fall_risk,平衡障碍增加跌倒风险
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,complications.quality_of_life,疼痛影响生活质量
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,description,糖尿病引起的周围神经系统病变，包括感觉、运动和自主神经功能异常
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,epidemiology.prevalence,糖尿病患者中50%
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,epidemiology.progression,与糖尿病病程和血糖控制相关
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,epidemiology.type2_diabetes,诊断时即有10-18%
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,icd10,E10.4
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,pathophysiology.inflammatory_mechanisms,炎症介质激活; 免疫介导损伤; 神经胶质细胞激活
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,pathophysiology.metabolic_mechanisms,葡萄糖毒性; 多元醇途径激活; 高级糖化终末产物（AGEs）; 氧化应激; 蛋白激酶C激活
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,pathophysiology.vascular_mechanisms,神经内膜血管病变; 血神经屏障破坏; 神经缺血
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,treatment.disease_modifying_treatments.aldose_reductase_inhibitors,研究中
diabetes_complications,DM_COMP_003,糖尿病神经病变,Diabetic Neuropathy,complication,糖尿病微血管并发症,treatment.disease_modifying_treatments.alpha_lipoic_acid,抗氧化治疗
