表名,字段名,数据类型,必填,中文说明,交互设计,验证规则,选项值,关联关系,备注
other_diseases,current_medication,BOOLEAN,否,目前是否用药,是否选择,是否,是否,,
other_diseases,surgical_history,TEXT,否,手术史,文本域,,,,"记录相关手术历史"
other_diseases,medication_details,JSON,否,用药详情,动态用药组件,药物验证,,,关联药物数据库
personal_history,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"个人史表，记录吸烟饮酒等个人习惯"
personal_history,smoking_status,BOOLEAN,是,是否吸烟,是否选择,必选,是否,,
personal_history,smoking_start_year,YEAR,否,开始吸烟年份,年份选择器,年份范围验证,,,"吸烟时必填"
personal_history,quit_smoking,BOOLEAN,否,是否戒烟,是否选择,是否,是否,,
personal_history,quit_smoking_year,YEAR,否,戒烟年份,年份选择器,年份范围验证,,,"戒烟时必填"
personal_history,cigarettes_per_day,INT,否,每日吸烟支数,数字输入,数值范围验证,,,"吸烟时记录"
personal_history,drinking_status,BOOLEAN,是,是否饮酒,是否选择,必选,是否,,
personal_history,drinking_start_year,YEAR,否,开始饮酒年份,年份选择器,年份范围验证,,,"饮酒时必填"
personal_history,quit_drinking,BOOLEAN,否,是否戒酒,是否选择,是否,是否,,
personal_history,quit_drinking_year,YEAR,否,戒酒年份,年份选择器,年份范围验证,,,"戒酒时必填"
personal_history,alcohol_ml_per_day,INT,否,每日饮酒毫升,数字输入,数值范围验证,,,"饮酒时记录"
family_history,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"家族史表，记录家族疾病史，支持多条记录"
family_history,family_member_id,VARCHAR_32,是,家属记录ID,UUID生成,系统生成,,,
family_history,relationship,TINYINT,是,与患者关系,下拉选择,7种关系,1祖父母;2外祖父母;3父母;4父亲兄弟姐妹;5母亲兄弟姐妹;6自己的兄弟姐妹;7子女,,
family_history,disease_type,VARCHAR_50,是,疾病类型,疾病选择组件,疾病验证,糖尿病;高血压;冠心病,,
family_history,diabetes_type,TINYINT,否,糖尿病类型,下拉选择,糖尿病类型验证,1不清楚;2_1型糖尿病;3_2型糖尿病;4妊娠期糖尿病;5单基因糖尿病;6胰腺外分泌疾病;7内分泌疾病引起;8医源性糖尿病,,"疾病为糖尿病时填写"
family_history,onset_year,YEAR,否,发病年份,年份选择器,年份范围验证,,,
family_history,complications,TEXT,否,并发症情况,文本域,,,,"描述并发症详情"
family_history,participate_project,BOOLEAN,否,是否参与本项目,是否选择,是否,是否,,
family_history,contact_info,TEXT,否,联系方式,文本域,,,,"参与项目时填写联系信息"
physical_examination,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"体格检查表，记录身高体重等体格检查数据"
physical_examination,height_cm,DECIMAL_5_2,是,身高,数字输入,"100到250cm范围","cm;m","","默认单位:cm。换算: 1 m = 100 cm"
physical_examination,weight_kg,DECIMAL_5_2,是,体重,数字输入,"20到200kg范围","kg;g","","默认单位:kg。换算: 1 kg = 1000 g"
physical_examination,bmi,DECIMAL_4_2,是,BMI指数,自动计算显示,自动计算,,,根据身高体重自动计算
physical_examination,waist_circumference_cm,DECIMAL_5_2,否,腰围,数字输入,可选测量,"cm;m;inch","","默认单位:cm。换算: 1 m = 100 cm; 1 inch = 2.54 cm"
physical_examination,hip_circumference_cm,DECIMAL_5_2,否,臀围,数字输入,可选测量,"cm;m;inch","","默认单位:cm。换算: 1 m = 100 cm; 1 inch = 2.54 cm"
physical_examination,waist_hip_ratio,DECIMAL_4_3,否,腰臀比,自动计算显示,自动计算,,,根据腰围臀围自动计算
physical_examination,examination_date,DATE,是,检查日期,日期选择器,默认当前日期,,,
glucose_tests,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"血糖检测表，记录各种血糖检测结果"
glucose_tests,test_date,DATE,是,检测日期,日期选择器,必填,,,
glucose_tests,fasting_glucose,DECIMAL_4_2,否,空腹血糖,数字输入,数值范围验证,"mmol/L;mg/dL","","默认单位:mmol/L。换算: 1 mmol/L = 18 mg/dL"
glucose_tests,random_glucose,DECIMAL_4_2,否,随机血糖,数字输入,数值范围验证,"mmol/L;mg/dL","","默认单位:mmol/L。换算: 1 mmol/L = 18 mg/dL"
glucose_tests,hba1c_percent,DECIMAL_4_2,否,糖化血红蛋白,数字输入,数值范围验证,"%;mmol/mol","","默认单位:%。换算: NGSP(%) = (IFCC(mmol/mol) / 10.929) + 2.15"
glucose_tests,glycated_albumin_percent,DECIMAL_4_2,否,糖化白蛋白,数字输入,数值范围验证,"%","","默认单位:%"
glucose_tests,autoantibody_results,JSON,否,自身抗体结果,多选框组合,多选验证,谷氨酸脱羧酶抗体(GADA);胰岛素抗体(IAA);蛋白质酪氨酸磷酸酶抗体(IA-2A);锌转运蛋白8抗体(ZnT8A);胰岛细胞抗体(ICA),,
ogtt_insulin_test,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"OGTT胰岛素释放实验表，记录糖耐量试验结果"
ogtt_insulin_test,test_date,DATE,是,检查日期,日期选择器,必填,,,
ogtt_insulin_test,glucose_0h,DECIMAL_4_2,否,0小时血糖,数字输入,数值范围验证,"mmol/L;mg/dL","","默认单位:mmol/L。换算: 1 mmol/L = 18 mg/dL"
ogtt_insulin_test,glucose_0_5h,DECIMAL_4_2,否,0.5小时血糖,数字输入,数值范围验证,"mmol/L;mg/dL","","默认单位:mmol/L。换算: 1 mmol/L = 18 mg/dL"
ogtt_insulin_test,glucose_1h,DECIMAL_4_2,否,1小时血糖,数字输入,数值范围验证,"mmol/L;mg/dL","","默认单位:mmol/L。换算: 1 mmol/L = 18 mg/dL"
ogtt_insulin_test,glucose_2h,DECIMAL_4_2,否,2小时血糖,数字输入,数值范围验证,"mmol/L;mg/dL","","默认单位:mmol/L。换算: 1 mmol/L = 18 mg/dL"
ogtt_insulin_test,glucose_3h,DECIMAL_4_2,否,3小时血糖,数字输入,数值范围验证,"mmol/L;mg/dL","","默认单位:mmol/L。换算: 1 mmol/L = 18 mg/dL"
ogtt_insulin_test,insulin_unit,VARCHAR_20,否,胰岛素单位,下拉选择,单位选择,"mIU/L;pmol/L;μIU/L","","默认单位:mIU/L。换算关系: 1 mIU/L = 6.945 pmol/L; 1 mIU/L = 1 μIU/L"
ogtt_insulin_test,insulin_0h,DECIMAL_6_2,否,0小时胰岛素,数字输入,数值范围验证,,,
ogtt_insulin_test,insulin_0_5h,DECIMAL_6_2,否,0.5小时胰岛素,数字输入,数值范围验证,,,
ogtt_insulin_test,insulin_1h,DECIMAL_6_2,否,1小时胰岛素,数字输入,数值范围验证,,,
ogtt_insulin_test,insulin_2h,DECIMAL_6_2,否,2小时胰岛素,数字输入,数值范围验证,,,
ogtt_insulin_test,insulin_3h,DECIMAL_6_2,否,3小时胰岛素,数字输入,数值范围验证,,,
ogtt_insulin_test,c_peptide_unit,VARCHAR_20,否,C肽单位,下拉选择,单位选择,"μg/L;nmol/L;pmol/L;ng/mL;ng/dL;ng/100mL;ng%;ng/L","","默认单位:μg/L。换算: 1 nmol/L = 3.02 μg/L; 1 ng/mL = 1 μg/L; 1 pmol/L = 0.00331 μg/L"
ogtt_insulin_test,c_peptide_0h,DECIMAL_6_2,否,0小时C肽,数字输入,数值范围验证,,,
ogtt_insulin_test,c_peptide_0_5h,DECIMAL_6_2,否,0.5小时C肽,数字输入,数值范围验证,,,
ogtt_insulin_test,c_peptide_1h,DECIMAL_6_2,否,1小时C肽,数字输入,数值范围验证,,,
ogtt_insulin_test,c_peptide_2h,DECIMAL_6_2,否,2小时C肽,数字输入,数值范围验证,,,
ogtt_insulin_test,c_peptide_3h,DECIMAL_6_2,否,3小时C肽,数字输入,数值范围验证,,,
ogtt_insulin_test,glucagon_unit,VARCHAR_20,否,胰高血糖素单位,下拉选择,单位选择,"pmol/L;ng/L;pg/mL;ng/dL;ng/100mL;ng%","","默认单位:pmol/L。换算: 1 pg/mL = 0.287 pmol/L; 1 ng/L = 0.287 pmol/L; 1 ng/dL = 2.87 pmol/L"
ogtt_insulin_test,glucagon_0h,DECIMAL_6_2,否,0小时胰高血糖素,数字输入,数值范围验证,,,
ogtt_insulin_test,glucagon_0_5h,DECIMAL_6_2,否,0.5小时胰高血糖素,数字输入,数值范围验证,,,
ogtt_insulin_test,glucagon_1h,DECIMAL_6_2,否,1小时胰高血糖素,数字输入,数值范围验证,,,
ogtt_insulin_test,glucagon_2h,DECIMAL_6_2,否,2小时胰高血糖素,数字输入,数值范围验证,,,
ogtt_insulin_test,glucagon_3h,DECIMAL_6_2,否,3小时胰高血糖素,数字输入,数值范围验证,,,
liver_function_tests,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"肝功能检查表，记录肝功能相关指标"
liver_function_tests,test_date,DATE,是,检查日期,日期选择器,必填,,,
liver_function_tests,total_protein,DECIMAL_5_2,否,总蛋白,数字输入单位,数值范围验证,"g/L;g/dL;g/100mL;g%;mg/mL","","默认单位:g/L。换算: 1 g/dL = 10 g/L"
liver_function_tests,ast,DECIMAL_6_2,否,谷草转氨酶,数字输入单位,数值范围验证,"U/L;IU/L;µmol/(min•L);µmol/(h•L);µmol/(h•mL);nkat/L;µkat/L;nmol/(s•L)","","默认单位:U/L。通常 U/L = IU/L"
liver_function_tests,alt,DECIMAL_6_2,否,谷丙转氨酶,数字输入单位,数值范围验证,"U/L;IU/L;µmol/(min•L);µmol/(h•L);µmol/(h•mL);nkat/L;µkat/L;nmol/(s•L)","","默认单位:U/L。通常 U/L = IU/L"
liver_function_tests,ast_alt_ratio,DECIMAL_4_2,否,谷草/谷丙,自动计算,自动计算,,,根据AST和ALT自动计算比值
liver_function_tests,albumin,DECIMAL_4_2,否,白蛋白,数字输入单位,数值范围验证,"g/L;g/dL;g/100mL;g%;mg/mL","","默认单位:g/L。换算: 1 g/dL = 10 g/L"
liver_function_tests,total_bilirubin,DECIMAL_5_2,否,总胆红素,数字输入单位,数值范围验证,"µmol/L;mmol/L;mg/dL;mg/100mL;mg%;mg/L;µg/mL","","默认单位:µmol/L。换算: 1 mg/dL = 17.1 µmol/L"
liver_function_tests,indirect_bilirubin,DECIMAL_5_2,否,间接胆红素,数字输入单位,数值范围验证,"µmol/L;mmol/L;mg/dL;mg/100mL;mg%;mg/L;µg/mL","","默认单位:µmol/L。换算: 1 mg/dL = 17.1 µmol/L"
liver_function_tests,direct_bilirubin,DECIMAL_5_2,否,直接胆红素,数字输入单位,数值范围验证,"µmol/L;mmol/L;mg/dL;mg/100mL;mg%;mg/L;µg/mL","","默认单位:µmol/L。换算: 1 mg/dL = 17.1 µmol/L"
liver_function_tests,alkaline_phosphatase,DECIMAL_6_2,否,碱性磷酸酶,数字输入单位,数值范围验证,"U/L;IU/L;µmol/(min•L);µmol/(h•L);µmol/(h•mL);nkat/L;µkat/L;nmol/(s•L)","","默认单位:U/L。通常 U/L = IU/L"
kidney_function_tests,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"肾功能检查表，记录肾功能相关指标"
kidney_function_tests,test_date,DATE,是,检查日期,日期选择器,必填,,,
kidney_function_tests,urea,DECIMAL_5_2,否,尿素,数字输入单位,数值范围验证,"mmol/L;µmol/L;mg/dL;mg/100mL;mg%;mg/L;µg/mL","","默认单位:mmol/L。换算: 1 mg/dL = 0.167 mmol/L"
kidney_function_tests,creatinine,DECIMAL_6_2,否,肌酐,数字输入单位,数值范围验证,"µmol/L;mmol/L;mg/dL;mg/100mL;mg%;mg/L;µg/mL","","默认单位:µmol/L。换算: 1 mg/dL = 88.4 µmol/L"
kidney_function_tests,uric_acid,DECIMAL_6_2,否,尿酸,数字输入单位,数值范围验证,"µmol/L;mmol/L;mg/dL;mg/100mL;mg%;mg/L;µg/mL","","默认单位:µmol/L。换算: 1 mg/dL = 59.48 µmol/L"
kidney_function_tests,egfr,DECIMAL_6_2,否,eGFR,数字输入单位,数值范围验证,"mL/min/1.73m2","","单位mL/min/1.73m2"
lipid_tests,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"血脂检查表，记录血脂相关指标"
lipid_tests,test_date,DATE,是,检查日期,日期选择器,必填,,,
lipid_tests,triglycerides,DECIMAL_5_2,否,甘油三脂,数字输入单位,数值范围验证,"mmol/L;µmol/L;mg/dL;mg/100mL;mg%;mg/L;µg/mL","","默认单位:mmol/L。换算: 1 mg/dL = 0.0113 mmol/L"
lipid_tests,total_cholesterol,DECIMAL_5_2,否,总胆固醇,数字输入单位,数值范围验证,"mmol/L;µmol/L;mg/dL;mg/100mL;mg%;mg/L;µg/mL","","默认单位:mmol/L。换算: 1 mg/dL = 0.0259 mmol/L"
lipid_tests,hdl_cholesterol,DECIMAL_5_2,否,高密度脂蛋白,数字输入单位,数值范围验证,"mmol/L;µmol/L;mg/dL;mg/100mL;mg%;mg/L;µg/mL","","默认单位:mmol/L。换算: 1 mg/dL = 0.0259 mmol/L"
lipid_tests,ldl_cholesterol,DECIMAL_5_2,否,低密度脂蛋白,数字输入单位,数值范围验证,"mmol/L;µmol/L;mg/dL;mg/100mL;mg%;mg/L;µg/mL","","默认单位:mmol/L。换算: 1 mg/dL = 0.0259 mmol/L"
lipid_tests,vldl_cholesterol,DECIMAL_5_2,否,极低密度脂蛋白,数字输入单位,数值范围验证,"mmol/L;µmol/L;mg/dL;mg/100mL;mg%;mg/L;µg/mL","","默认单位:mmol/L。换算: 1 mg/dL = 0.0113 mmol/L"
lipid_tests,apolipoprotein_a1,DECIMAL_5_2,否,载脂蛋白A1,数字输入单位,数值范围验证,"mg/dl;µmol/L;mmol/L;mg/100mL;mg%;g/L;mg/mL","","默认单位:mg/dL。换算: 1 g/L = 100 mg/dL"
lipid_tests,apolipoprotein_b,DECIMAL_5_2,否,载脂蛋白B,数字输入单位,数值范围验证,"mg/dl;µmol/L;mmol/L;mg/100mL;mg%;g/L;mg/mL","","默认单位:mg/dL。换算: 1 g/L = 100 mg/dL"
lipid_tests,lipoprotein_a,DECIMAL_5_2,否,脂蛋白(a),数字输入单位,数值范围验证,"mg/dl;g/L;mg/L;mg/100mL;mg%;mg/mL","","默认单位:mg/dL。换算: 1 g/L = 100 mg/dL"
lipid_tests,free_fatty_acid,DECIMAL_5_2,否,游离脂肪酸FFA,数字输入单位,数值范围验证,,,单位mmol/L
urine_tests,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"尿液检查表，记录尿液相关指标"
urine_tests,test_date,DATE,是,检查日期,日期选择器,必填,,,
urine_tests,urine_protein,VARCHAR_20,否,尿蛋白,下拉选择数字输入,格式验证,阴性;弱阳性;一个加号;两个加号;三个加号,,
urine_tests,ketone_bodies,VARCHAR_20,否,酮体,下拉选择数字输入,格式验证,阴性;弱阳性;一个加号;两个加号;三个加号,,
urine_tests,albumin_creatinine_ratio,DECIMAL_8_2,否,尿白蛋白/肌酐比,数字输入单位,数值范围验证,"mg/g;mg/mmol","","默认单位:mg/g。换算: 1 mg/g = 0.113 mg/mmol"
urine_tests,microalbumin,DECIMAL_6_2,否,尿微量白蛋白,数字输入单位,数值范围验证,"mg/L;μg/mL","","默认单位:mg/L。 1 mg/L = 1 μg/mL"
blood_routine_tests,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"血常规检查表，记录血常规相关指标"
blood_routine_tests,test_date,DATE,是,检查日期,日期选择器,必填,,,
blood_routine_tests,wbc_count,DECIMAL_6_2,否,白细胞计数,数字输入单位,数值范围验证,"10^9/L;G/L;K/uL","","默认单位:10^9/L。1 G/L = 1 10^9/L; 1 K/uL = 1 10^9/L"
blood_routine_tests,rbc_count,DECIMAL_6_2,否,红细胞计数,数字输入单位,数值范围验证,"10^12/L;T/L;M/uL","","默认单位:10^12/L。1 T/L = 1 10^12/L; 1 M/uL = 1 10^12/L"
blood_routine_tests,platelet_count,DECIMAL_6_2,否,血小板计数,数字输入单位,数值范围验证,"10^9/L;G/L;K/uL","","默认单位:10^9/L。1 G/L = 1 10^9/L; 1 K/uL = 1 10^9/L"
blood_routine_tests,hemoglobin,DECIMAL_6_2,否,血红蛋白,数字输入单位,数值范围验证,"g/L;g/dL","","默认单位:g/L。换算: 1 g/dL = 10 g/L"
blood_routine_tests,neutrophil_count,DECIMAL_6_2,否,中性粒细胞个数,数字输入单位,数值范围验证,"10^9/L;G/L;K/uL","","默认单位:10^9/L。1 G/L = 1 10^9/L; 1 K/uL = 1 10^9/L"
blood_routine_tests,lymphocyte_count,DECIMAL_6_2,否,淋巴细胞个数,数字输入单位,数值范围验证,"10^9/L;G/L;K/uL","","默认单位:10^9/L。1 G/L = 1 10^9/L; 1 K/uL = 1 10^9/L"
blood_routine_tests,monocyte_count,DECIMAL_6_2,否,单核细胞个数,数字输入单位,数值范围验证,"10^9/L;G/L;K/uL","","默认单位:10^9/L。1 G/L = 1 10^9/L; 1 K/uL = 1 10^9/L"
thyroid_function_tests,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"甲状腺功能检查表，记录甲状腺功能相关指标"
thyroid_function_tests,test_date,DATE,是,检查日期,日期选择器,必填,,,
thyroid_function_tests,free_t3,DECIMAL_6_2,否,血清游离三碘甲状原氨酸(FT3),数字输入单位,数值范围验证,"pmol/L;ng/dL","","默认单位:pmol/L。换算: 1 ng/dL = 15.36 pmol/L"
thyroid_function_tests,free_t4,DECIMAL_6_2,否,血清游离甲状腺素(FT4),数字输入单位,数值范围验证,"pmol/L;ng/dL","","默认单位:pmol/L。换算: 1 ng/dL = 12.87 pmol/L"
thyroid_function_tests,tsh,DECIMAL_6_2,否,血清促甲状腺素(TSH),数字输入单位,数值范围验证,"mIU/L;uIU/mL","","默认单位:mIU/L。通常 mIU/L = uIU/mL"
vitamin_d_tests,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"维生素D检查表，记录维生素D相关指标"
vitamin_d_tests,test_date,DATE,是,检查日期,日期选择器,必填,,,
vitamin_d_tests,vitamin_d_25_oh,DECIMAL_6_2,否,25羟基-维生素D,数字输入单位,数值范围验证,"nmol/L;ng/dL","","默认单位:nmol/L。换算: 1 ng/dL = 2.496 nmol/L"
auxiliary_examinations,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"辅助检查表，记录各种辅助检查和问卷结果"
auxiliary_examinations,examination_type,VARCHAR_50,是,检查类型,检查项目选择,必选,ABI;体成分分析;眼底镜;颈动脉超声;神经肌电图;焦虑抑郁量表;饮食问卷;体力活动问卷;睡眠质量指数量表;认知问卷MMSE;CGM结果;低血糖感知量表;低血糖恐惧量表;用药依从性量表,,
auxiliary_examinations,is_performed,BOOLEAN,是,是否进行检查,是否选择,必选,是否,,
auxiliary_examinations,examination_data,JSON,否,检查数据,动态表单组件,JSON格式验证,,,"存储检查的具体数据，如ABI数值等"
auxiliary_examinations,questionnaire_results,JSON,否,问卷结果,问卷组件,JSON格式验证,,,"存储问卷的评分结果"
auxiliary_examinations,image_attachments,JSON,否,图片附件,文件上传组件,文件格式验证,,,"存储检查报告图片、影像资料等"
auxiliary_examinations,examination_date,DATE,否,检查日期,日期选择器,日期格式验证,,,
auxiliary_examinations,notes,TEXT,否,备注,文本域,,,,"记录其他相关信息"

gdm_diagnosis,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"GDM诊断表，记录75g OGTT结果"
gdm_diagnosis,test_date,DATE,是,检查日期,日期选择器,必填,,,
gdm_diagnosis,gestational_week,TINYINT,是,诊断时孕周,数字输入,数值范围8-42,,,
gdm_diagnosis,glucose_fasting,DECIMAL_4_2,是,空腹血糖,数字输入,数值范围2.0-15.0mmol/L,"mmol/L;mg/dL","","默认单位:mmol/L。GDM诊断标准:≥5.1mmol/L。换算: 1 mmol/L = 18 mg/dL"
gdm_diagnosis,glucose_1h,DECIMAL_4_2,是,1小时血糖,数字输入,数值范围4.0-25.0mmol/L,"mmol/L;mg/dL","","默认单位:mmol/L。GDM诊断标准:≥10.0mmol/L。换算: 1 mmol/L = 18 mg/dL"
gdm_diagnosis,glucose_2h,DECIMAL_4_2,是,2小时血糖,数字输入,数值范围3.0-20.0mmol/L,"mmol/L;mg/dL","","默认单位:mmol/L。GDM诊断标准:≥8.5mmol/L。换算: 1 mmol/L = 18 mg/dL"
gdm_diagnosis,diagnosis_result,TINYINT,是,诊断结果,单选按钮,必选,"1:GDM;2:非GDM","","根据指南自动判断或医生确认"

pregnancy_monitoring,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"孕期监测表，记录孕期关键指标"
pregnancy_monitoring,record_date,DATE,是,记录日期,日期选择器,必填,,,
pregnancy_monitoring,gestational_week,TINYINT,是,记录时孕周,数字输入,数值范围8-42,,,
pregnancy_monitoring,fasting_blood_glucose,DECIMAL_4_2,否,空腹血糖,数字输入,数值范围2.0-15.0mmol/L,"mmol/L;mg/dL","","默认单位:mmol/L。目标值:3.3-5.3mmol/L。换算: 1 mmol/L = 18 mg/dL"
pregnancy_monitoring,postprandial_2h_blood_glucose,DECIMAL_4_2,否,餐后2小时血糖,数字输入,数值范围3.0-20.0mmol/L,"mmol/L;mg/dL","","默认单位:mmol/L。目标值:<6.7mmol/L。换算: 1 mmol/L = 18 mg/dL"
pregnancy_monitoring,blood_pressure_systolic,INT,否,收缩压,数字输入,数值范围70-200mmHg,"mmHg","","默认单位:mmHg。妊娠期正常值:90-140mmHg"
pregnancy_monitoring,blood_pressure_diastolic,INT,否,舒张压,数字输入,数值范围40-120mmHg,"mmHg","","默认单位:mmHg。妊娠期正常值:60-90mmHg"
pregnancy_monitoring,fetal_movement_count,INT,否,胎动计数,数字输入,数值范围验证,"/12h","","默认单位:/12h"
pregnancy_monitoring,urine_ketone,VARCHAR_20,否,尿酮体,下拉选择,格式验证,"阴性;+;++;+++;++++","",""

fetal_ultrasound,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"胎儿超声检查表，记录胎儿生长发育情况"
fetal_ultrasound,examination_date,DATE,是,检查日期,日期选择器,必填,,,
fetal_ultrasound,gestational_week,TINYINT,是,检查时孕周,数字输入,数值范围8-42,,,
fetal_ultrasound,biparietal_diameter,DECIMAL_4_1,否,双顶径(BPD),数字输入,数值范围验证,"mm;cm","","默认单位:mm"
fetal_ultrasound,femur_length,DECIMAL_4_1,否,股骨长(FL),数字输入,数值范围验证,"mm;cm","","默认单位:mm"
