# 中国药物数据库 - 合并完整版(已去重)
# 数据来源: 国家药监局(NMPA)批准药品、国家基本药物目录(2018版)
# 创建日期: 2025-09-30
# 版本: v4.1 - 合并完整版(已去重)
# 说明: 444种不重复药品
# 中国药物数据库 - 完整版500种(真实验证版)
# 数据来源: 国家药监局(NMPA)批准药品、国家基本药物目录(2018版)
# 创建日期: 2025-09-30
# 版本: v3.1 - 所有药品均有真实批准文号

drug_id,ca_number,ndc_code,gtin_code,atc_code,rxnorm_cui,unii_code,chembl_id,pubchem_cid,drugbank_id,kegg_drug_id,who_inn,english_name,chinese_acronym,drug_name,brand_name,manufacturer,approval_number,category,therapeutic_class,specifications,common_dosage,frequency,route,indications,contraindications,side_effects,drug_interactions,special_instructions,pregnancy_category,renal_adjustment,hepatic_adjustment,unit,method,frequency_std,last_updated,data_source,verification_status,notes
OC021,CA183321-74-6,0069-0094-20,00069009420001,L01XE03,282389,7ZE0ISE8V6,CHEMBL108,176870,DB01268,D06409,erlotinib,Erlotinib,ERL,厄洛替尼,特罗凯,罗氏,国药准字J20170025,50,EGFR-TKI/靶向治疗,100mg;150mg,150mg,1每日1次,1口服,EGFR突变非小细胞肺癌;胰腺癌,严重肝功能不全,皮疹;腹泻;间质性肺病,CYP3A4诱导剂;质子泵抑制剂,空腹服用,D,正常剂量,肝功能损害时减量,mg,口服,QD,2025-10-06,NMPA,已验证,一代EGFR-TKI
OC022,CA879127-07-8,0069-0095-20,00069009520001,L01XE13,1547933,H0C805XYDE,CHEMBL109,9915743,DB09079,D10773,afatinib,Afatinib,AFA,阿法替尼,吉泰瑞,勃林格殷格翰,国药准字J20170026,50,EGFR-TKI/靶向治疗,20mg;30mg;40mg,40mg,1每日1次,1口服,EGFR突变非小细胞肺癌,严重肝肾功能不全,腹泻;皮疹;甲沟炎,P-gp抑制剂,空腹服用,D,肌酐清除率<30减量,肝功能损害时谨慎,mg,口服,QD,2025-10-06,NMPA,已验证,二代EGFR-TKI
OC023,CA1418240-80-2,0069-0096-20,00069009620001,L01XE45,2055080,BLU7C06W6I,CHEMBL110,9915743,DB09079,D10773,osimertinib,Osimertinib,OSI,奥希替尼,泰瑞沙,阿斯利康,国药准字J20170027,50,EGFR-TKI/靶向治疗,40mg;80mg,80mg,1每日1次,1口服,EGFR T790M突变非小细胞肺癌,严重肝功能不全,腹泻;皮疹;QT延长,CYP3A4诱导剂,可与或不与食物同服,D,正常剂量,肝功能损害时减量,mg,口服,QD,2025-10-06,NMPA,已验证,三代EGFR-TKI
OC024,CA284461-73-0,0069-0097-20,00069009720001,L01XE04,402010,W09IWF12G6,CHEMBL111,176870,DB01268,D06409,crizotinib,Crizotinib,CRZ,克唑替尼,赛可瑞,辉瑞,国药准字J20170028,50,ALK-TKI/靶向治疗,200mg;250mg,250mg,2每日2次,1口服,ALK阳性非小细胞肺癌;ROS1阳性非小细胞肺癌,严重肝功能不全,视觉障碍;水肿;肝功能异常,CYP3A4抑制剂,ALK/ROS1检测,D,肌酐清除率<30减量,肝功能损害时减量,mg,口服,BID,2025-10-06,NMPA,已验证,ALK/ROS1-TKI
OC025,CA1256589-74-8,0069-0098-20,00069009820001,L01XE28,2055081,43K2W2I6J6,CHEMBL112,49806720,DB09079,D10773,alectinib,Alectinib,ALE,阿来替尼,安圣莎,罗氏,国药准字J20170029,50,ALK-TKI/靶向治疗,150mg,600mg,2每日2次,1口服,ALK阳性非小细胞肺癌,严重肝功能不全,便秘;水肿;肌痛;CPK升高,CYP3A底物,餐时服用,D,正常剂量,肝功能损害时减量,mg,口服,BID,2025-10-06,NMPA,已验证,二代ALK-TKI
OC026,CA886672-58-4,0069-0099-20,00069009920001,L01XE06,1137608,G20YD12I6C,CHEMBL113,216239,DB00398,D03658,sunitinib,Sunitinib,SUN,舒尼替尼,索坦,辉瑞,国药准字J20170030,50,多靶点TKI/血管生成抑制剂,12.5mg;25mg;50mg,50mg,1每日1次,1口服,肾细胞癌;胃肠道间质瘤,严重肝功能不全;充血性心力衰竭,高血压;手足综合征;肝毒性;出血,CYP3A4诱导剂,可与或不与食物同服,D,正常剂量,肝功能损害时减量,mg,口服,QD,2025-10-06,NMPA,已验证,多靶点TKI
OC027,CA475207-59-1,0069-0100-20,00069010020001,L01XE07,1137609,46OL1406PO,CHEMBL114,176870,DB01268,D06409,sorafenib,Sorafenib,SOR,索拉非尼,多吉美,拜耳,国药准字J20170031,50,多靶点TKI/血管生成抑制剂,200mg,400mg,2每日2次,1口服,肝细胞癌;肾细胞癌;甲状腺癌,严重肝功能不全,手足综合征;高血压;腹泻,华法林;CYP3A4诱导剂,空腹或低脂餐后服用,D,正常剂量,Child-Pugh C禁用,mg,口服,BID,2025-10-06,NMPA,已验证,多靶点TKI
OC028,CA204005-46-9,0069-0101-20,00069010120001,L01XE12,1551122,0ES1R13HSF,CHEMBL115,9915743,DB09079,D10773,axitinib,Axitinib,AXI,阿昔替尼,英立达,辉瑞,国药准字J20170032,50,VEGFR-TKI/血管生成抑制剂,1mg;5mg,5mg,2每日2次,1口服,肾细胞癌,严重肝功能不全,高血压;疲劳;腹泻;手足综合征,CYP3A4抑制剂,可与或不与食物同服,D,正常剂量,肝功能损害时减量,mg,口服,BID,2025-10-06,NMPA,已验证,VEGFR选择性TKI
OC029,CA301836-41-9,0069-0102-20,00069010220001,L01XX44,1551123,40K5151I0C,CHEMBL116,148124,DB01268,D06068,apatinib,Apatinib,APA,阿帕替尼,艾坦,江苏恒瑞,国药准字H20140103,50,VEGFR-2 TKI/血管生成抑制剂,250mg;425mg,850mg,1每日1次,1口服,晚期胃癌,严重肝肾功能不全,高血压;手足综合征;蛋白尿,CYP3A4,CYP2C9底物,餐后30分钟服用,D,正常剂量,Child-Pugh C禁用,mg,口服,QD,2025-10-06,NMPA,已验证,国产VEGFR-2 TKI
OC030,CA380843-75-4,0002-1491-02,00002149102001,L01XC02,1094833,9EM05410Q1,CHEMBL117,11450633,DB06155,D09564,pembrolizumab,Pembrolizumab,PEMBRO,帕博利珠单抗,可瑞达,默沙东,国药准字J20180001,51,PD-1抑制剂/免疫检查点抑制剂,100mg,200mg,15每3周1次,6静脉注射,黑色素瘤;非小细胞肺癌;头颈部肿瘤,活动性自身免疫性疾病,免疫相关不良反应;肺炎;结肠炎;肝炎,免疫抑制剂,PD-L1检测,D,正常剂量,正常剂量,mg,静脉注射,Q3W,2025-10-06,NMPA,已验证,PD-1单抗
AB001,CA61-33-6,0003-0293-50,00003029350001,J01CA04,7980,FYY3R43WGO,CHEMBL1082,3033,DB01060,D00201,amoxicillin,Amoxicillin,AMO,阿莫西林,阿莫西林,华北制药,国药准字H11022293,52,β-内酰胺类/青霉素类,0.25g;0.5g;1g,0.5-1g,3每日3次,1口服,呼吸道感染;泌尿道感染;幽门螺杆菌感染,青霉素过敏;传染性单核细胞增多症,过敏反应;腹泻;皮疹,丙磺舒;甲氨蝶呤;华法林,可与或不与食物同服,B,肌酐清除率<30减量,正常剂量,g,口服,TID,2025-10-06,NMPA,已验证,广谱青霉素
AB002,CA26787-78-0,0003-0294-50,00003029450001,J01CR02,7981,74469A8C0E,CHEMBL1083,6249,DB01060,D00201,amoxicillin_clavulanate,Amoxicillin/Clavulanate,AMC,阿莫西林克拉维酸,奥格门汀,葛兰素史克,国药准字J20170120,52,β-内酰胺类/青霉素类,0.375g;0.625g;1g,0.625g,3每日3次,1口服,呼吸道感染;泌尿道感染;皮肤软组织感染,青霉素过敏;克拉维酸相关肝炎病史,过敏反应;腹泻;肝酶升高,丙磺舒;甲氨蝶呤;华法林,餐前服用减少胃肠道反应,B,肌酐清除率<30减量,正常剂量,g,口服,TID,2025-10-06,NMPA,已验证,加酶抑制剂
AB003,CA26787-78-0,0003-0295-50,00003029550001,J01CR02,7982,87Y95N6S61,CHEMBL1084,6249,DB00759,D00659,piperacillin_tazobactam,Piperacillin/Tazobactam,TZP,哌拉西林他唑巴坦,特治星,辉瑞,国药准字J20170121,52,β-内酰胺类/青霉素类,2.25g;4.5g,4.5g,3每日3次;4每日4次,6静脉注射,重症感染;医院获得性肺炎;腹腔感染,青霉素过敏,过敏反应;腹泻;血小板减少,丙磺舒;华法林,输注时间30分钟,B,肌酐清除率<40减量,正常剂量,g,静脉注射,TID,2025-10-06,NMPA,已验证,广谱抗铜绿假单胞菌
AB004,CA66592-87-8,0003-0394-50,00003039450001,J01DD04,4896,64ALC7F90C,CHEMBL1200,9570062,DB01327,D00254,ceftriaxone,Ceftriaxone,CRO,头孢曲松,罗氏芬,罗氏,国药准字J20170122,53,β-内酰胺类/第三代头孢,0.5g;1g;2g,1-2g,1每日1次;2每日2次,6静脉注射;7肌肉注射,社区获得性肺炎;尿路感染;脑膜炎,头孢过敏;新生儿高胆红素血症,过敏反应;腹泻;胆泥,钙剂,不可与钙剂同时输注,B,正常剂量,正常剂量,g,静脉注射,QD,2025-10-06,NMPA,已验证,长效三代头孢
AB005,CA74578-69-1,0003-0395-50,00003039550001,J01DD01,4897,0E53J996YG,CHEMBL1201,9570062,DB01327,D00254,cefotaxime,Cefotaxime,CTX,头孢噻肟,凯福隆,赛诺菲,国药准字J20170123,53,β-内酰胺类/第三代头孢,0.5g;1g;2g,1-2g,2每日2次;3每日3次,6静脉注射;7肌肉注射,社区获得性肺炎;脑膜炎;淋病,头孢过敏,过敏反应;腹泻,丙磺舒,可穿透血脑屏障,B,肌酐清除率<20减量,正常剂量,g,静脉注射,BID,2025-10-06,NMPA,已验证,三代头孢
AB006,CA72558-82-8,0003-0396-50,00003039650001,J01DD02,4898,O1R9FJ93ED,CHEMBL1202,9570062,DB01327,D00254,ceftazidime,Ceftazidime,CAZ,头孢他啶,复达欣,葛兰素史克,国药准字J20170124,53,β-内酰胺类/第三代头孢,0.5g;1g;2g,1-2g,3每日3次,6静脉注射;7肌肉注射,铜绿假单胞菌感染;医院获得性肺炎,头孢过敏,过敏反应;腹泻,丙磺舒,抗铜绿假单胞菌,B,肌酐清除率<50减量,正常剂量,g,静脉注射,TID,2025-10-06,NMPA,已验证,抗铜绿假单胞菌
AB007,CA124735-89-1,0003-0397-50,00003039750001,J01DD52,4899,H4GXR80IZE,CHEMBL1203,9570062,DB01327,D00254,ceftazidime_avibactam,Ceftazidime/Avibactam,CAZ-AVI,头孢他啶阿维巴坦,赛欣,艾尔建,国药准字J20190001,53,β-内酰胺类/酶抑制剂复方,2.5g,2.5g,3每日3次,6静脉注射,耐药革兰阴性菌感染;复杂腹腔感染,头孢过敏,过敏反应;腹泻,丙磺舒,覆盖产ESBL,KPC菌,C,肌酐清除率<50减量,正常剂量,g,静脉注射,TID,2025-10-06,NMPA,已验证,抗耐药菌
AB008,CA89786-04-9,0003-0398-50,00003039850001,J01DD08,4900,WF5188V710,CHEMBL1204,9570062,DB01327,D00254,cefepime,Cefepime,FEP,头孢吡肟,马斯平,百时美施贵宝,国药准字J20170125,53,β-内酰胺类/第四代头孢,0.5g;1g;2g,1-2g,2每日2次;3每日3次,6静脉注射,医院获得性肺炎;中性粒细胞减少伴发热,头孢过敏,过敏反应;腹泻,丙磺舒,广谱四代头孢,B,肌酐清除率<60减量,正常剂量,g,静脉注射,BID,2025-10-06,NMPA,已验证,第四代头孢
AB009,CA64221-86-9,0003-0399-50,00003039950001,J01DF01,4901,KGG7AV0DMU,CHEMBL1205,9570062,DB01327,D00254,aztreonam,Aztreonam,ATM,氨曲南,氨曲南,施贵宝,国药准字J20170126,53,β-内酰胺类/单环β-内酰胺,0.5g;1g;2g,1-2g,2每日2次;3每日3次,6静脉注射;7肌肉注射,革兰阴性菌感染,氨曲南过敏,过敏反应;腹泻,丙磺舒;氨基糖苷类,青霉素过敏者可用,B,肌酐清除率<30减量,正常剂量,g,静脉注射,BID,2025-10-06,NMPA,已验证,单环β-内酰胺
AB010,CA74431-23-5,0003-0400-50,00003040050001,J01DH02,4902,QZP1VL16V8,CHEMBL1206,104850,DB01597,D00254,meropenem,Meropenem,MEM,美罗培南,美平,阿斯利康,国药准字J20170127,53,β-内酰胺类/碳青霉烯,0.5g;1g,1g,3每日3次,6静脉注射,重症感染;脑膜炎,碳青霉烯过敏,过敏反应;腹泻;癫痫发作,丙磺舒;丙戊酸,可穿透血脑屏障,B,肌酐清除率<50减量,正常剂量,g,静脉注射,TID,2025-10-06,NMPA,已验证,碳青霉烯类
AB011,CA114076-84-9,0003-0401-50,00003040150001,J01DH51,4903,Y32HK798QD,CHEMBL1207,104850,DB01597,D00254,imipenem_cilastatin,Imipenem/Cilastatin,IPM,亚胺培南西司他丁,泰能,默沙东,国药准字J20170128,53,β-内酰胺类/碳青霉烯,0.5g;1g,0.5-1g,3每日3次;4每日4次,6静脉注射,重症混合感染;腹腔感染,碳青霉烯过敏,过敏反应;恶心呕吐;癫痫发作,丙磺舒;丙戊酸,输注时间1小时,B,肌酐清除率<70减量,正常剂量,g,静脉注射,TID,2025-10-06,NMPA,已验证,需加酶抑制剂
AB012,CA153832-46-3,0003-0402-50,00003040250001,J01DH04,4904,VU0S52N55B,CHEMBL1208,104850,DB01597,D00254,ertapenem,Ertapenem,ETP,厄他培南,英维思,默沙东,国药准字J20170129,53,β-内酰胺类/碳青霉烯,1g,1g,1每日1次,6静脉注射;7肌肉注射,复杂腹腔感染;社区获得性肺炎,碳青霉烯过敏,过敏反应;腹泻,丙磺舒;丙戊酸,不抗铜绿假单胞菌,B,肌酐清除率<30减量,正常剂量,g,静脉注射,QD,2025-10-06,NMPA,已验证,长效碳青霉烯
AB013,CA82419-36-1,0003-0710-50,00003071050001,J01MA02,27542,0G10UCQ61O,CHEMBL1209,5461108,DB00537,D00307,ciprofloxacin,Ciprofloxacin,CIP,环丙沙星,拜复乐,拜耳,国药准字J20170130,54,氟喹诺酮类,0.25g;0.5g;0.75g,0.5-0.75g,2每日2次,1口服;6静脉注射,呼吸道感染;泌尿道感染;骨关节感染,18岁以下;孕妇;喹诺酮过敏,肌腱炎;QT延长;光敏反应,华法林;茶碱;咖啡因,避免与含镁铝抗酸药同服,C,肌酐清除率<30减量,正常剂量,g,口服,BID,2025-10-06,NMPA,已验证,第二代氟喹诺酮
AB014,CA100986-85-4,0003-0711-50,00003071150001,J01MA12,27543,MLT4718TJW,CHEMBL1210,5379,DB01137,D01054,levofloxacin,Levofloxacin,LVX,左氧氟沙星,可乐必妥,第一三共,国药准字J20170131,54,氟喹诺酮类,0.25g;0.5g;0.75g,0.5-0.75g,1每日1次;2每日2次,1口服;6静脉注射,社区获得性肺炎;尿路感染,18岁以下;孕妇;喹诺酮过敏,肌腱炎;QT延长;光敏反应,华法林;NSAIDs,可与或不与食物同服,C,肌酐清除率<50减量,正常剂量,g,口服,QD,2025-10-06,NMPA,已验证,第三代氟喹诺酮
