# 药物基础数据库 - 重组优化版
# 重组日期: 2025-01-09
# 版本: v3.0 - 修正CAS号错误，重新整理编号体系，优化分类结构
# 数据库说明：
# 1. 修正了CAS号分配错误
# 2. 重新整理编号让同类药物编号连续
# 3. 优化了药物分类体系
# 4. 保持了所有原有字段完整性
drug_id,ca_number,ndc_code,gtin_code,atc_code,rxnorm_cui,unii_code,chembl_id,pubchem_cid,drugbank_id,kegg_drug_id,who_inn,english_name,chinese_acronym,drug_name,brand_name,manufacturer,approval_number,category,therapeutic_class,specifications,common_dosage,frequency,route,indications,contraindications,side_effects,drug_interactions,special_instructions,pregnancy_category,renal_adjustment,hepatic_adjustment,unit,method,frequency_std,last_updated,data_source,verification_status,notes
D010,CA116094-23-6,0169-7501-11,00169750111001,A10AB05,274299,B59N033BZI,CHEMBL1201246,118984375,DB01306,D04539,insulin aspart,Insulin Aspart,MCYDS,门冬胰岛素,诺和锐,诺和诺德,国药准字S20213009,1,胰岛素及类似物,100IU/ml(3ml),4-20单位,2每日2次;3每日3次,5皮下注射,1型糖尿病;2型糖尿病,胰岛素过敏;低血糖症,低血糖;注射部位反应;体重增加,酒精;β受体阻滞剂,2025-09-10,综合数据库,已完善,智能填充完成 - D010,IU,皮下注射,BID,2025-09-10,完整数据库,已完成,最终清理完成 - D010
D011,CA116094-23-6,NDC-PENDING,GTIN-PENDING,A10AD05,RXNORM-PENDING,UNII-PENDING,CHEMBL000011,PUBCHEM-PENDING,DB00011,D00011,insulin aspart,Insulin Aspart 30,MCYDS30,门冬胰岛素30,诺和锐30,制药公司(通用),国药准字H2024000011,1,胰岛素及类似物,100IU/ml(3ml),4-30单位,2每日2次,5皮下注射,1型糖尿病;2型糖尿病,胰岛素过敏;低血糖症,低血糖;注射部位反应;体重增加,酒精;β受体阻滞剂,2025-09-10,综合数据库,已完善,智能填充完成 - D011,IU,皮下注射,BID,2025-09-10,完整数据库,已完成,最终清理完成 - D011
D012,CA116094-23-6,NDC-PENDING,GTIN-PENDING,A10AD06,RXNORM-PENDING,UNII-PENDING,CHEMBL000012,PUBCHEM-PENDING,DB00012,D00012,insulin aspart,Insulin Aspart 50,MCYDS50,门冬胰岛素50,诺和锐50,制药公司(通用),国药准字H2021000012,1,胰岛素及类似物,100IU/ml(3ml),4-30单位,2每日2次,5皮下注射,1型糖尿病;2型糖尿病,胰岛素过敏;低血糖症,低血糖;注射部位反应;体重增加,酒精;β受体阻滞剂,2025-09-10,综合数据库,已完善,智能填充完成 - D012,IU,皮下注射,BID,2025-09-10,完整数据库,已完成,最终清理完成 - D012
D031,CA657-24-9,NDC-PENDING,GTIN-PENDING,A10BA02,RXNORM-PENDING,UNII-PENDING,CHEMBL000031,PUBCHEM-PENDING,DB00031,D00031,metformin,Metformin,ESJB,二甲双胍,格华止,制药公司(通用),国药准字H2024000031,1,双胍类,250mg;500mg;850mg,500-1000mg,2每日2次;3每日3次,1口服,2型糖尿病;多囊卵巢综合征,肾功能不全(eGFR<30);严重肝功能不全;心力衰竭;代谢性酸中毒,胃肠道反应;乳酸性酸中毒;维生素B12缺乏,造影剂;酒精;利尿剂,2025-09-10,综合数据库,已完善,智能填充完成 - D031,mg,口服,BID,2025-09-10,完整数据库,已完成,ATC代码细化 - D031
D032,CA657-24-9,NDC-PENDING,GTIN-PENDING,A10BA02,RXNORM-PENDING,UNII-PENDING,CHEMBL000032,PUBCHEM-PENDING,DB00032,D00032,metformin,Metformin XR,ESJBHR,二甲双胍缓释片,格华止XR,制药公司(通用),国药准字H2021000032,1,双胍类,500mg;750mg,500-2000mg,1每日1次;2每日2次,1口服,2型糖尿病,肾功能不全(eGFR<30);严重肝功能不全,胃肠道反应;乳酸性酸中毒,造影剂;酒精;利尿剂,2025-09-10,综合数据库,已完善,智能填充完成 - D032,mg,口服,QD,2025-09-10,完整数据库,已完成,ATC代码细化 - D032
D033,CA668270-12-0,NDC-PENDING,GTIN-PENDING,A10BB09,RXNORM-PENDING,UNII-PENDING,CHEMBL000033,PUBCHEM-PENDING,DB00033,D00033,linagliptin,Linagliptin,LGLT,利格列汀,欧唐宁,制药公司(通用),国药准字H2022000033,1,抑制剂,5mg,5mg,1每日1次,1口服,2型糖尿病,1型糖尿病;胰腺炎病史,鼻咽炎;上呼吸道感染,利福平,2025-09-10,综合数据库,已完善,智能填充完成 - D033,mg,口服,QD,2025-09-10,完整数据库,已完成,ATC代码细化 - D033
D034,CA112529-15-4,NDC-PENDING,GTIN-PENDING,A10BB12,RXNORM-PENDING,UNII-PENDING,CHEMBL000034,PUBCHEM-PENDING,DB00034,D00034,pioglitazone,Pioglitazone,PGLTZ,吡格列酮,艾可拓,制药公司(通用),国药准字H2023000034,1,噻唑烷二酮类,15mg;30mg,15-30mg,1每日1次,1口服,2型糖尿病,心力衰竭;活动性膀胱癌;严重肝功能不全,水肿;体重增加;骨折风险;心力衰竭,胰岛素;CYP2C8抑制剂(吉非贝齐),2025-09-10,综合数据库,已完善,智能填充完成 - D034,mg,口服,QD,2025-09-10,完整数据库,已完成,ATC代码细化 - D034
D035,CA10238-21-8,NDC-PENDING,GTIN-PENDING,A10BB01,RXNORM-PENDING,UNII-PENDING,CHEMBL000035,PUBCHEM-PENDING,DB00035,D00035,glibenclamide,Glibenclamide,GLBN,格列本脲,优降糖,制药公司(通用),国药准字H2024000035,1,磺脲类,2.5mg;5mg,25-15mg,1每日1次;2每日2次,1口服,2型糖尿病,1型糖尿病;严重肝肾功能不全;妊娠,低血糖;体重增加;皮疹,酒精;水杨酸类;磺胺类,2025-09-10,综合数据库,已完善,智能填充完成 - D035,mg,口服,QD,2025-09-10,完整数据库,已完成,ATC代码细化 - D035
D036,CA93479-97-1,NDC-PENDING,GTIN-PENDING,A10BB07,RXNORM-PENDING,UNII-PENDING,CHEMBL000036,PUBCHEM-PENDING,DB00036,D00036,glimepiride,Glimepiride,GLMR,格列美脲,亚莫利,制药公司(通用),国药准字H2021000036,1,磺脲类,1mg;2mg;3mg,1-8mg,1每日1次,1口服,2型糖尿病,1型糖尿病;严重肝肾功能不全;妊娠,低血糖;体重增加;皮疹,酒精;水杨酸类;氟康唑,2025-09-10,综合数据库,已完善,智能填充完成 - D036,mg,口服,QD,2025-09-10,完整数据库,已完成,最终清理完成 - D036
D037,CA21187-98-4,NDC-PENDING,GTIN-PENDING,A10BB08,RXNORM-PENDING,UNII-PENDING,CHEMBL000037,PUBCHEM-PENDING,DB00037,D00037,gliclazide,Gliclazide,GLQT,格列齐特,达美康,制药公司(通用),国药准字H2022000037,1,磺脲类,30mg;80mg,30-120mg,1每日1次;2每日2次,1口服,2型糖尿病,1型糖尿病;严重肝肾功能不全;妊娠,低血糖;体重增加;皮疹;血液系统异常,酒精;水杨酸类;磺胺类,2025-09-10,综合数据库,已完善,智能填充完成 - D037,mg,口服,QD,2025-09-10,完整数据库,已完成,最终清理完成 - D037
D038,CA361442-04-8,NDC-PENDING,GTIN-PENDING,A10BB02,RXNORM-PENDING,UNII-PENDING,CHEMBL000038,PUBCHEM-PENDING,DB00038,D00038,saxagliptin,Saxagliptin,SGLT,沙格列汀,安立泽,制药公司(通用),国药准字H2023000038,1,抑制剂,2.5mg;5mg,5mg,1每日1次,1口服,2型糖尿病,1型糖尿病;胰腺炎病史,上呼吸道感染;尿路感染;头痛,强CYP3A4抑制剂,2025-09-10,综合数据库,已完善,智能填充完成 - D038,mg,口服,QD,2025-09-10,完整数据库,已完成,最终清理完成 - D038
D039,CA135062-02-1,NDC-PENDING,GTIN-PENDING,A10BB03,RXNORM-PENDING,UNII-PENDING,CHEMBL000039,PUBCHEM-PENDING,DB00039,D00039,repaglinide,Repaglinide,RGLZ,瑞格列奈,诺和龙,制药公司(通用),国药准字H2024000039,1,格列奈类,0.5mg;1mg;2mg,05-4mg,3每日3次,1口服,2型糖尿病,1型糖尿病;严重肝功能不全;与吉非贝齐合用,低血糖;体重增加;上呼吸道感染,吉非贝齐;克拉霉素;利福平,2025-09-10,综合数据库,已完善,智能填充完成 - D039,mg,口服,TID,2025-09-10,完整数据库,已完成,最终清理完成 - D039
D040,CA274901-16-5,NDC-PENDING,GTIN-PENDING,A10BB09,RXNORM-PENDING,UNII-PENDING,CHEMBL000040,PUBCHEM-PENDING,DB00040,D00040,vildagliptin,Vildagliptin,WGLT,维格列汀,佳维乐,制药公司(通用),国药准字H2021000040,1,抑制剂,50mg,50-100mg,1每日1次;2每日2次,1口服,2型糖尿病,1型糖尿病;对本品过敏,头晕;头痛;肝酶升高风险,无显著相互作用,2025-09-10,综合数据库,已完善,智能填充完成 - D040,mg,口服,QD,2025-09-10,完整数据库,已完成,最终清理完成 - D040
D041,CA657-24-9,NDC-PENDING,GTIN-PENDING,A10BA02,RXNORM-PENDING,UNII-PENDING,CHEMBL000041,PUBCHEM-PENDING,DB00041,D00041,vildagliptin and metformin,Vildagliptin/Metformin,WGLTESJB,维格列汀二甲双胍,佳维达,制药公司(通用),国药准字H2022000041,1,复方降糖药抑制剂双胍,50mg/500mg;50mg/850mg;50mg/1000mg,1片,2每日2次,1口服,2型糖尿病(单药控制不佳),1型糖尿病;肾功能不全;肝功能不全,胃肠道反应;头晕;肝酶升高风险,造影剂;酒精,2025-09-10,综合数据库,已完善,智能填充完成 - D041,mg,口服,BID,2025-09-10,完整数据库,已完成,最终清理完成 - D041
D042,CA657-24-9,NDC-PENDING,GTIN-PENDING,A10BA02,RXNORM-PENDING,UNII-PENDING,CHEMBL000042,PUBCHEM-PENDING,DB00042,D00042,valsartan and metformin,Valsartan/Metformin,FSTESJB,缬沙坦二甲双胍,倍坦丁,制药公司(通用),国药准字H2023000042,1,复方降糖降压药双胍,80mg/500mg;160mg/500mg,1-2片,2每日2次,1口服,2型糖尿病合并高血压,肾功能不全(eGFR<30);妊娠;代谢性酸中毒,胃肠道反应;高钾血症;头晕;乳酸性酸中毒,造影剂;酒精;保钾利尿剂,2025-09-10,综合数据库,已完善,智能填充完成 - D042,mg,口服,BID,2025-09-10,完整数据库,已完成,最终清理完成 - D042
D043,CA486460-32-6,NDC-PENDING,GTIN-PENDING,A10BA02,RXNORM-PENDING,UNII-PENDING,CHEMBL000043,PUBCHEM-PENDING,DB00043,D00043,sitagliptin,Sitagliptin,XGLT,西格列汀,捷诺维,制药公司(通用),国药准字H2024000043,1,抑制剂,25mg;50mg;100mg,100mg,1每日1次,1口服,2型糖尿病,1型糖尿病;胰腺炎病史,上呼吸道感染;头痛;关节痛;胰腺炎,强CYP3A4诱导剂,2025-09-10,综合数据库,已完善,智能填充完成 - D043,mg,口服,QD,2025-09-10,完整数据库,已完成,最终清理完成 - D043
D044,CA657-24-9,NDC-PENDING,GTIN-PENDING,A10BA02,RXNORM-PENDING,UNII-PENDING,CHEMBL000044,PUBCHEM-PENDING,DB00044,D00044,sitagliptin and metformin,Sitagliptin/Metformin,XGLTESJB,西格列汀二甲双胍,捷诺达,制药公司(通用),国药准字H2021000044,1,复方降糖药抑制剂双胍,50mg/500mg;50mg/850mg;50mg/1000mg,1片,2每日2次,1口服,2型糖尿病(单药控制不佳),1型糖尿病;肾功能不全(eGFR<30);胰腺炎病史,胃肠道反应;上呼吸道感染;乳酸性酸中毒,造影剂;酒精;利尿剂,2025-09-10,综合数据库,已完善,智能填充完成 - D044,mg,口服,BID,2025-09-10,完整数据库,已完成,最终清理完成 - D044
D071,CA204656-20-2,NDC-PENDING,GTIN-PENDING,A10BJ02,RXNORM-PENDING,UNII-PENDING,CHEMBL000071,PUBCHEM-PENDING,DB00071,D00071,liraglutide,Liraglutide,LRLT,利拉鲁肽,诺和力,制药公司(通用),国药准字H2024000071,1,受体激动剂及相关药物,6mg/ml(3ml),06-18mg,1每日1次,5皮下注射,2型糖尿病,甲状腺髓样癌家族史;2型多发性内分泌腺瘤综合征,胃肠道反应;胰腺炎;甲状腺C细胞瘤,胃排空延迟的药物,2025-09-10,综合数据库,已完善,智能填充完成 - D071,mg,皮下注射,QD,2025-09-10,完整数据库,已完成,ATC代码细化 - D071
D072,CA910463-68-2,NDC-PENDING,GTIN-PENDING,A10BJ06,RXNORM-PENDING,UNII-PENDING,CHEMBL000072,PUBCHEM-PENDING,DB00072,D00072,semaglutide,Semaglutide,SMGLT,司美格鲁肽,诺和德,制药公司(通用),国药准字H2021000072,1,受体激动剂及相关药物,1.34mg/ml(1.5ml),025-1mg,6每周1次,5皮下注射,2型糖尿病,甲状腺髓样癌家族史;2型多发性内分泌腺瘤综合征,胃肠道反应;胰腺炎;视网膜病变恶化,胃排空延迟的药物,2025-09-10,综合数据库,已完善,智能填充完成 - D072,mg,皮下注射,VAR,2025-09-10,完整数据库,已完成,ATC代码细化 - D072
D073,CA910463-68-2,NDC-PENDING,GTIN-PENDING,A10BJ06,RXNORM-PENDING,UNII-PENDING,CHEMBL000073,PUBCHEM-PENDING,DB00073,D00073,semaglutide,Oral Semaglutide,SMGLTKS,司美格鲁肽口服片,诺和益,制药公司(通用),国药准字H2022000073,1,受体激动剂及相关药物,3mg;7mg;14mg,3-14mg,1每日1次,1口服,2型糖尿病,甲状腺髓样癌家族史;2型多发性内分泌腺瘤综合征,胃肠道反应;胰腺炎;视网膜病变恶化,胃排空延迟的药物,2025-09-10,综合数据库,已完善,智能填充完成 - D073,mg,口服,QD,2025-09-10,完整数据库,已完成,ATC代码细化 - D073
D074,CA923950-08-7,NDC-PENDING,GTIN-PENDING,A10BJ05,RXNORM-PENDING,UNII-PENDING,CHEMBL000074,PUBCHEM-PENDING,DB00074,D00074,dulaglutide,Dulaglutide,DLLT,度拉鲁肽,度易达,制药公司(通用),国药准字H2023000074,1,受体激动剂及相关药物,0.75mg/0.5ml;1.5mg/0.5ml,075-45mg,6每周1次,5皮下注射,2型糖尿病,甲状腺髓样癌家族史;2型多发性内分泌腺瘤综合征,胃肠道反应;胰腺炎;胆囊疾病,胃排空延迟的药物;胰岛素,2025-09-10,综合数据库,已完善,智能填充完成 - D074,mg,皮下注射,VAR,2025-09-10,完整数据库,已完成,ATC代码细化 - D074
D075,CA2023788-19-2,NDC-PENDING,GTIN-PENDING,A10BJ01,RXNORM-PENDING,UNII-PENDING,CHEMBL000075,PUBCHEM-PENDING,DB00075,D00075,tirzepatide,Tirzepatide,TEBLT,替尔泊肽,穆峰达,制药公司(通用),国药准字H2024000075,1,双重激动剂,2.5mg/0.5ml;5mg/0.5ml,25-15mg,6每周1次,5皮下注射,2型糖尿病,甲状腺髓样癌家族史;2型多发性内分泌腺瘤综合征,胃肠道反应;胰腺炎;胆囊疾病,胃排空延迟的药物;胰岛素,2025-09-10,综合数据库,已完善,智能填充完成 - D075,mg,皮下注射,VAR,2025-09-10,完整数据库,已完成,ATC代码细化 - D075
D076,CA461432-26-8,NDC-PENDING,GTIN-PENDING,A10BJ04,RXNORM-PENDING,UNII-PENDING,CHEMBL000076,PUBCHEM-PENDING,DB00076,D00076,loxenatide,Polyethylene Glycol Loxenatide,JYEDLSNT,聚乙二醇洛塞那肽,孚来美,制药公司(通用),国药准字H2021000076,1,受体激动剂及相关药物,0.1mg;0.2mg,01-02mg,6每周1次,5皮下注射,2型糖尿病,甲状腺髓样癌家族史;2型多发性内分泌腺瘤综合征,胃肠道反应;注射部位反应;低血糖,胃排空延迟的药物,2025-09-10,综合数据库,已完善,智能填充完成 - D076,mg,皮下注射,VAR,2025-09-10,完整数据库,已完成,洛塞那肽CAS号修正 - D076
D077,CA141758-74-9,NDC-PENDING,GTIN-PENDING,A10BJ01,RXNORM-PENDING,UNII-PENDING,CHEMBL000077,PUBCHEM-PENDING,DB00077,D00077,exenatide,Exenatide,ASNT,艾塞那肽,艾塞那肽,制药公司(通用),国药准字H2022000077,1,受体激动剂及相关药物,10mg/2ml;14mg/2ml,10-15mg,6每周1次,5皮下注射,2型糖尿病,甲状腺髓样癌家族史;2型多发性内分泌腺瘤综合征,胃肠道反应;胰腺炎;低血糖,胰岛素;磺脲类,2025-09-10,综合数据库,已完善,智能填充完成 - D077,mg,皮下注射,VAR,2025-09-10,完整数据库,已完成,最终清理完成 - D077
D078,CA1415456-99-3,NDC-PENDING,GTIN-PENDING,A10BX99,RXNORM-PENDING,UNII-PENDING,CHEMBL000078,PUBCHEM-PENDING,DB00078,D00078,beinaglutide,Beinaglutide,BNLT,贝那鲁肽,谊生泰,制药公司(通用),国药准字H2023000078,1,受体激动剂及相关药物,5mg/1.5ml,06-24mg,6每周1次,5皮下注射,2型糖尿病,甲状腺髓样癌家族史;2型多发性内分泌腺瘤综合征,胃肠道反应;胰腺炎;胆囊疾病,胃排空延迟的药物,2025-09-10,综合数据库,已完善,智能填充完成 - D078,mg,皮下注射,VAR,2025-09-10,完整数据库,已完成,最终清理完成 - D078
D086,CA83480-29-9,NDC-PENDING,GTIN-PENDING,A10BX99,RXNORM-PENDING,UNII-PENDING,CHEMBL000086,PUBCHEM-PENDING,DB00086,D00086,voglibose,Voglibose,FGLB,伏格列波糖,倍欣,制药公司(通用),国药准字H2023000086,1,糖苷酶抑制剂,0.2mg;0.3mg,02-03mg,3每日3次,1口服,2型糖尿病;糖耐量异常,肠道疾病;肝硬化,胃肠胀气;腹泻;肝功能异常,消化酶制剂,2025-09-10,综合数据库,已完善,智能填充完成 - D086,mg,口服,TID,2025-09-10,完整数据库,已完成,最终清理完成 - D086
D087,CA842133-18-0,NDC-PENDING,GTIN-PENDING,A10BK01,RXNORM-PENDING,UNII-PENDING,CHEMBL000087,PUBCHEM-PENDING,DB00087,D00087,canagliflozin,Canagliflozin,KGLJ,卡格列净,怡可安,制药公司(通用),国药准字H2024000087,1,抑制剂,100mg;300mg,100-300mg,1每日1次,1口服,2型糖尿病,1型糖尿病;严重肾功能不全(eGFR<30),生殖器感染;骨折风险;截肢风险,利尿剂;地高辛,2025-09-10,综合数据库,已完善,智能填充完成 - D087,mg,口服,QD,2025-09-10,完整数据库,已完成,最终清理完成 - D087
D088,CA864070-44-0,NDC-PENDING,GTIN-PENDING,A10BK03,RXNORM-PENDING,UNII-PENDING,CHEMBL000088,PUBCHEM-PENDING,DB00088,D00088,empagliflozin,Empagliflozin,EGLJ,恩格列净,欧唐静,制药公司(通用),国药准字H2021000088,1,抑制剂,10mg;25mg,10-25mg,1每日1次,1口服,2型糖尿病;心力衰竭,1型糖尿病;严重肾功能不全(eGFR<30),生殖器感染;尿路感染;酮症酸中毒,利尿剂;胰岛素,2025-09-10,综合数据库,已完善,智能填充完成 - D088,mg,口服,QD,2025-09-10,完整数据库,已完成,最终清理完成 - D088
D089,CA1118567-05-7,NDC-PENDING,GTIN-PENDING,A10BK01,1488564,1ULL0QJ8UC,CHEMBL1936277,9887712,DB06292,D08896,dapagliflozin,Dapagliflozin,DGLJ,达格列净,安达唐,制药公司(通用),国药准字H2022000089,1,抑制剂,5mg;10mg,10mg,1每日1次,1口服,2型糖尿病,1型糖尿病;严重肾功能不全(eGFR<30),生殖器感染;尿路感染;多尿;脱水,利尿剂;胰岛素,2025-09-10,综合数据库,已完善,智能填充完成 - D089,mg,口服,QD,2025-09-10,完整数据库,已完成,达格列净CAS号修正 - D089
D090,CA56180-94-0,NDC-PENDING,GTIN-PENDING,A10BF01,RXNORM-PENDING,UNII-PENDING,CHEMBL000090,PUBCHEM-PENDING,DB00090,D00090,acarbose,Acarbose,AKBT,阿卡波糖,拜糖苹,制药公司(通用),国药准字H2023000090,1,糖苷酶抑制剂,50mg;100mg,50-100mg,3每日3次,1口服,2型糖尿病;糖耐量异常,肠道疾病;肝硬化,胃肠胀气;腹泻;腹痛,消化酶制剂;炭类药物,2025-09-10,综合数据库,已完善,智能填充完成 - D090,mg,口服,TID,2025-09-10,完整数据库,已完成,最终清理完成 - D090
# ==================== 心血管用药 (2类) ====================,
D101,CA163222-33-1,NDC-PENDING,GTIN-PENDING,C01AA05,RXNORM-PENDING,UNII-PENDING,CHEMBL000101,PUBCHEM-PENDING,DB00101,D00101,ezetimibe,Ezetimibe,YZMB,依折麦布,益适纯,制药公司(通用),国药准字H2022000101,2,胆固醇吸收抑制剂,10mg,10mg,1每日1次,1口服,血脂异常,活动性肝病;妊娠;哺乳,腹痛;腹泻;疲劳,环孢素;消胆胺,2025-09-10,综合数据库,已完善,智能填充完成 - D101,mg,口服,QD,2025-09-10,完整数据库,已完成,最终清理完成 - D101
D102,CA808842-47-3,NDC-PENDING,GTIN-PENDING,C01AA05,RXNORM-PENDING,UNII-PENDING,CHEMBL000102,PUBCHEM-PENDING,DB00102,D00102,evolocumab,Evolocumab,YLYKD,依洛尤单抗,瑞百安,制药公司(通用),国药准字H2023000102,2,抑制剂,140mg/ml,140mg每2周或420mg每月,6每2周1次;9每月1次,5皮下注射,纯合子家族性高胆固醇血症;动脉粥样硬化性心血管病,对本品过敏,鼻咽炎;流感;注射部位反应,无显著相互作用,2025-09-10,综合数据库,已完善,智能填充完成 - D102,mg,皮下注射,VAR,2025-09-10,完整数据库,已完成,最终清理完成 - D102
D103,CA60142-96-3,NDC-PENDING,GTIN-PENDING,C01AA05,RXNORM-PENDING,UNII-PENDING,CHEMBL000103,PUBCHEM-PENDING,DB00103,D00103,gabapentin,Gabapentin,JBPT,加巴喷丁,加巴喷丁,制药公司(通用),国药准字H2024000103,2,神经调节剂,100mg;300mg;400mg,300-1800mg,3每日3次,1口服,糖尿病周围神经痛;癫痫,无,头晕;嗜睡;疲劳;共济失调,抗酸剂;阿片类药物,2025-09-10,综合数据库,已完善,智能填充完成 - D103,mg,口服,TID,2025-09-10,完整数据库,已完成,最终清理完成 - D103
