# 药物基础数据库 - 内分泌代谢疾病扩充版
# 基于comprehensive_endocrine_knowledge_graph.json疾病范围扩充
# 扩充日期: 2025-01-15
# 版本: v4.0 - 新增甲状腺、肾上腺、垂体、高血压、血脂异常、肥胖症、骨代谢、性腺疾病药物
# 数据库说明：
# 1. 基于内分泌知识图谱的疾病覆盖范围进行药物扩充
# 2. 新增8大疾病领域的常用药物
# 3. 保持原有数据库结构和字段完整性
# 4. 按疾病分类重新编号，便于管理
drug_id,ca_number,ndc_code,gtin_code,atc_code,rxnorm_cui,unii_code,chembl_id,pubchem_cid,drugbank_id,kegg_drug_id,who_inn,english_name,chinese_acronym,drug_name,brand_name,manufacturer,approval_number,category,therapeutic_class,specifications,common_dosage,frequency,route,indications,contraindications,side_effects,drug_interactions,special_instructions,pregnancy_category,renal_adjustment,hepatic_adjustment,unit,method,frequency_std,last_updated,data_source,verification_status,notes
A001,CA50-23-7,0009-0049-03,00009004903001,H02AB02,5492,WI4X0X7BPJ,CHEMBL623,5743,DB00741,D00407,hydrocortisone,Hydrocortisone,HC,氢化可的松,可的松,辉瑞,国药准字H31020675,3,糖皮质激素,5mg;10mg;20mg,20-300mg,2每日2次;3每日3次,1口服,肾上腺皮质功能不全;阿狄森病;先天性肾上腺增生,真菌感染;病毒感染;活疫苗接种期,感染易感性增加;骨质疏松;胃溃疡;高血糖;高血压,NSAIDs;利尿剂;降糖药,餐后服用减少胃刺激,C,正常剂量,肝功能损害时谨慎,mg,口服,BID,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
A002,CA127-31-1,0009-0015-03,00009001503001,H02AB04,5503,1N78SM79DT,CHEMBL384467,5280343,DB01234,D00407,fludrocortisone,Fludrocortisone,FC,氟氢可的松,氟氢可的松醋酸酯,默沙东,国药准字H20067286,3,盐皮质激素,0.1mg,0.05-0.3mg,1每日1次,1口服,阿狄森病;先天性肾上腺增生;盐丢失综合征,高血压;心力衰竭;低钾血症,水钠潴留;高血压;低钾血症;心律失常,利尿剂;洋地黄;胰岛素,定期监测血压和电解质,C,正常剂量,正常剂量,mg,口服,QD,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
A003,CA67-73-2,NDC-PENDING,GTIN-PENDING,C02CA04,6468,Y5GMK36KGY,CHEMBL1201338,30323,DB01115,D00431,aminoglutethimide,Aminoglutethimide,AGT,氨鲁米特,氨鲁米特,拜耳,国药准字H19990284,3,肾上腺皮质抑制剂,250mg,250-1000mg,2每日2次;4每日4次,1口服,库欣综合征;肾上腺皮质癌,严重肝肾功能不全,皮疹;嗜睡;共济失调;甲状腺功能减退,华法林;地高辛;糖皮质激素,需同时补充糖皮质激素,D,肾功能不全时减量,肝功能损害时谨慎,mg,口服,BID,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充

# ==================== 4类：垂体疾病用药 ====================
P001,CA9034-39-3,0078-0209-61,00078020961001,H01AC01,6826,43BDA02YHU,CHEMBL2107361,16129767,DB00052,D00099,somatropin,Somatropin,rhGH,重组人生长激素,安苏萌,辉瑞,国药准字S10950028,4,生长激素,4IU;10IU;16IU,0.15-0.3mg/kg/周,6每周6次;7每日1次,5皮下注射,生长激素缺乏症;透纳综合征;小于胎龄儿,活动性肿瘤;严重疾病;闭合性颅脑损伤,注射部位反应;头痛;关节痛;水肿,胰岛素;糖皮质激素;甲状腺激素,睡前注射效果最佳,B,正常剂量,正常剂量,mg,皮下注射,QD,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
P002,CA16679-58-6,0078-0431-15,00078043115001,H01BB02,13021,P41PY8714U,CHEMBL2107362,657181,DB00107,D00136,octreotide,Octreotide,OCT,奥曲肽,善宁,诺华,国药准字H20140052,4,生长抑素类似物,0.05mg;0.1mg;0.5mg,0.05-0.2mg,2每日2次;3每日3次,5皮下注射,肢端肥大症;胃肠道神经内分泌肿瘤,胆囊结石;严重肝功能不全,腹痛;腹泻;恶心;胆囊结石;血糖异常,胰岛素;环孢素;生长激素,注射前达室温,B,正常剂量,肝功能损害时减量,mg,皮下注射,BID,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
P003,CA1395-21-7,NDC-PENDING,GTIN-PENDING,H01BB01,8127,O43M11B66M,CHEMBL1201364,5311,DB00015,D00089,desmopressin,Desmopressin,DDAVP,去氨加压素,弥凝,辉瑞,国药准字H20054073,4,抗利尿激素类似物,0.1mg;0.2mg,0.1-1.2mg,1每日1次;3每日3次,1口服;鼻喷,中枢性尿崩症;夜间遗尿;血友病A;vonWillebrand病,心衰;低钠血症;多饮症,头痛;恶心;水中毒;低钠血症,三环抗抑郁药;氯丙嗪;卡马西平,晚上服用减少夜尿,B,肾功能不全时谨慎,正常剂量,mg,口服,QD,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充

# ==================== 5类：高血压用药 ====================
H001,CA58-93-5,0009-0041-01,00009004101001,C09AA02,18867,E7199S1YWR,CHEMBL1200969,54670067,DB00584,D00360,enalapril,Enalapril,ENA,依那普利,悦宁定,默沙东,国药准字H10940164,5,ACE抑制剂,2.5mg;5mg;10mg;20mg,2.5-40mg,1每日1次;2每日2次,1口服,高血压;心力衰竭;糖尿病肾病,血管神经性水肿;妊娠;高钾血症;双侧肾动脉狭窄,干咳;血管神经性水肿;高钾血症;头晕,利尿剂;钾补充剂;锂剂,首剂现象注意低血压,D,肾功能不全时减量,正常剂量,mg,口服,QD,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
H002,CA138402-11-6,0025-1920-31,00025192031001,C09CA01,83515,4R5Y9MG6QG,CHEMBL1200846,60846,DB00678,D00357,losartan,Losartan,LOS,氯沙坦钾,科素亚,默沙东,国药准字J20130009,5,ARB类,25mg;50mg;100mg,25-100mg,1每日1次;2每日2次,1口服,高血压;2型糖尿病肾病;心力衰竭,妊娠;高钾血症;双侧肾动脉狭窄,头晕;高钾血症;肾功能损害,利尿剂;钾补充剂;锂剂,可与或不与食物同服,D,肾功能不全时谨慎,正常剂量,mg,口服,QD,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
H003,CA88150-42-9,0069-5410-66,00069541066001,C08CA01,17767,L6P4N7WN2D,CHEMBL1200892,2157,DB00381,D00437,amlodipine,Amlodipine,AML,氨氯地平,络活喜,辉瑞,国药准字J20130155,5,钙通道阻滞剂,2.5mg;5mg;10mg,2.5-10mg,1每日1次,1口服,高血压;心绞痛,严重主动脉瓣狭窄;不稳定性心绞痛,踝部水肿;头晕;潮红;心悸,CYP3A4抑制剂;西柚汁,可与或不与食物同服,C,正常剂量,肝功能损害时减量,mg,口服,QD,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充

# ==================== 6类：血脂异常用药 ====================
L001,CA79902-63-9,0006-0735-31,00006073531001,C10AA01,36567,5065-11-6,CHEMBL1201201,60823,DB01076,D00359,atorvastatin,Atorvastatin,ATO,阿托伐他汀钙,立普妥,辉瑞,国药准字J20130078,6,他汀类,10mg;20mg;40mg;80mg,10-80mg,1每日1次,1口服,高胆固醇血症;混合型血脂异常;冠心病预防,活动性肝病;妊娠;哺乳,肌病;肝酶升高;消化不良,CYP3A4抑制剂;环孢素;贝特类,晚餐时服用,X,正常剂量,肝功能损害时禁用,mg,口服,QD,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
L002,CA81093-37-0,0025-1920-90,00025192090001,C10AA04,41127,4R5Y9MG6QG,CHEMBL1201203,446157,DB00175,D00365,rosuvastatin,Rosuvastatin,ROS,瑞舒伐他汀钙,可定,阿斯利康,国药准字J20130088,6,他汀类,5mg;10mg;20mg;40mg,5-40mg,1每日1次,1口服,高胆固醇血症;混合型血脂异常;心血管事件预防,活动性肝病;妊娠;哺乳,肌病;肝酶升高;蛋白尿,环孢素;华法林,可与或不与食物同服,X,肾功能不全时减量,肝功能损害时禁用,mg,口服,QD,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
L003,CA25812-30-0,0074-3327-02,00074332702001,C10AB02,18631,Y45LTY54P0,CHEMBL1201206,3342,DB00199,D00343,gemfibrozil,Gemfibrozil,GEM,吉非罗齐,诺衡,辉瑞,国药准字H20067632,6,贝特类,300mg;600mg,600-1200mg,2每日2次,1口服,高甘油三酯血症;混合型血脂异常,胆囊疾病;严重肝肾功能不全,胃肠道反应;肌病;胆石症,华法林;他汀类;瑞格列奈,餐前30分钟服用,C,肾功能不全时减量,肝功能损害时禁用,mg,口服,BID,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充

# ==================== 7类：肥胖症用药 ====================
O001,CA106266-06-2,0004-0271-01,00004027101001,A08AA10,37925,46OL1UC10R,CHEMBL1201441,3033,DB01283,D05271,orlistat,Orlistat,ORL,奥利司他,赛尼可,罗氏,国药准字H20070109,7,脂肪酶抑制剂,60mg;120mg,60-120mg,3每日3次,1口服,肥胖症;BMI≥30或≥27伴危险因素,妊娠;慢性吸收不良综合征;胆汁淤积,胃肠道反应;脂溶性维生素缺乏;肝损伤,环孢素;华法林;左甲状腺素,餐时或餐后1小时内,X,正常剂量,肝功能损害时谨慎,mg,口服,TID,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
O002,CA155797-86-5,0597-0012-01,00597001201001,A08AA01,40114,2LH76GT8J5,CHEMBL1200906,104850,DB01105,D05271,liraglutide,Liraglutide,LIR,利拉鲁肽,维胖达,诺和诺德,国药准字J20191028,7,GLP-1受体激动剂,6mg/ml(3ml),0.6-3.0mg,1每日1次,5皮下注射,肥胖症;BMI≥30或≥27伴并发症,甲状腺髓样癌个人或家族史;2型多发性内分泌肿瘤综合征,恶心;腹泻;便秘;头痛;胰腺炎,胰岛素;磺脲类;华法林,注射部位轮换,C,轻中度肾损无需调整,正常剂量,mg,皮下注射,QD,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充

# ==================== 8类：骨代谢疾病用药 ====================
B001,CA129318-43-0,0006-0925-31,00006092531001,M05BA04,2284,X1J18R4W8P,CHEMBL1201461,2088,DB00630,D00939,alendronate,Alendronate,ALN,阿仑膦酸钠,福善美,默沙东,国药准字J20130011,8,双膦酸盐,5mg;10mg;35mg;70mg,5-10mg每日或35-70mg每周,1每日1次;6每周1次,1口服,骨质疏松症;骨巨细胞瘤;恶性肿瘤骨转移,食管异常;低钙血症;妊娠,食管炎;肌肉骨骼疼痛;颌骨坏死,钙剂;抗酸剂;铁剂,晨起空腹服用后直立30分钟,C,肌酐清除率<35ml/min禁用,正常剂量,mg,口服,QD,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
B002,CA108715-47-5,0078-0471-15,00078047115001,M05BA08,69985,4EQZ6YO2HI,CHEMBL1201462,219024,DB00884,D01968,risedronate,Risedronate,RIS,利塞膦酸钠,雅维,宝洁,国药准字J20130028,8,双膦酸盐,5mg;35mg;75mg;150mg,5mg每日或35mg每周,1每日1次;6每周1次,1口服,骨质疏松症;佩吉特病,食管异常;低钙血症;严重肾功能不全,食管炎;流感样症状;关节痛,钙剂;抗酸剂,晨起空腹服用后直立30分钟,C,肌酐清除率<30ml/min禁用,正常剂量,mg,口服,QD,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
B003,CA134523-00-5,0078-0495-61,00078049561001,M05BX03,274064,6ELD2V16K1,CHEMBL1201463,5281054,DB06779,D06078,denosumab,Denosumab,DEN,地舒单抗,普罗力,安进,国药准字J20190027,8,RANKL抑制剂,60mg/ml(1ml),60mg,11每半年1次,5皮下注射,骨质疏松症;骨巨细胞瘤;恶性肿瘤骨转移,低钙血症;妊娠,低钙血症;感染风险增加;颌骨坏死,免疫抑制剂,注射前纠正低钙血症,X,正常剂量,正常剂量,mg,皮下注射,Q6M,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充

# ==================== 9类：性腺疾病用药 ====================
S001,CA58-22-0,0009-0057-02,00009005702001,G03BA03,6041,3XMK78S47O,CHEMBL1201525,5881,DB00624,D00075,testosterone,Testosterone,TEST,十一酸睾酮,安特尔,拜耳,国药准字H20054652,9,雄激素,40mg,40-80mg,2每日2次,1口服,男性性腺功能减退症;迟发性性腺功能减退,前列腺癌;乳腺癌;严重心肝肾疾病,痤疮;水钠潴留;肝功能异常;血脂异常,华法林;胰岛素;糖皮质激素,餐时服用,X,正常剂量,肝功能损害时禁用,mg,口服,BID,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
S002,CA50-28-2,0009-0021-28,00009002128001,G03CA03,5870,4TI98Z838E,CHEMBL1201533,5757,DB00783,D00105,estradiol,Estradiol,E2,雌二醇,克龄蒙,拜耳,国药准字J20130007,9,雌激素,1mg;2mg,1-2mg,1每日1次,1口服,绝经期综合征;萎缩性阴道炎;骨质疏松预防,雌激素依赖性肿瘤;不明原因阴道出血;血栓栓塞病史,乳房胀痛;恶心;头痛;水肿;血栓风险,华法林;苯妥英;利福平,最低有效剂量最短疗程,X,正常剂量,肝功能损害时禁用,mg,口服,QD,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
S003,CA57-83-0,0009-0347-01,00009034701001,G03DA04,8754,0C5NSQ79QW,CHEMBL1201538,5994,DB00396,D00066,progesterone,Progesterone,PROG,黄体酮,达芙通,雅培,国药准字J20130032,9,孕激素,10mg,10-20mg,1每日1次;2每日2次,1口服,黄体功能不足;功能性子宫出血;闭经,妊娠;不明原因阴道出血;严重肝病,头晕;嗜睡;乳房胀痛;恶心,CYP3A4诱导剂,餐时服用,B,正常剂量,肝功能损害时禁用,mg,口服,QD,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
