# 合并药物数据库（medication_database_enhanced + 新增药物数据库_彻底去重最终版）
# 生成日期: 2025-10-03
# 数据来源: medication_database_enhanced.csv, 新增药物数据库_彻底去重最终版.csv
# 合并后记录数: 88 (去重 9 条)
drug_id,ca_number,ndc_code,gtin_code,atc_code,rxnorm_cui,unii_code,chembl_id,pubchem_cid,drugbank_id,kegg_drug_id,who_inn,english_name,chinese_acronym,drug_name,brand_name,manufacturer,approval_number,category,therapeutic_class,specifications,common_dosage,frequency,route,indications,contraindications,side_effects,drug_interactions,special_instructions,pregnancy_category,renal_adjustment,hepatic_adjustment,unit,method,frequency_std,last_updated,data_source,verification_status,notes
A003,CA67-73-2,NDC-PENDING,GTIN-PENDING,C02CA04,6468,Y5GMK36KGY,CHEMBL1201338,30323,DB01115,D00431,aminoglutethimide,Aminoglutethimide,AGT,氨鲁米特,氨鲁米特,拜耳,国药准字H19990284,3,肾上腺皮质抑制剂,250mg,250-1000mg,2每日2次;4每日4次,1口服,库欣综合征;肾上腺皮质癌,严重肝肾功能不全,皮疹;嗜睡;共济失调;甲状腺功能减退,华法林;地高辛;糖皮质激素,需同时补充糖皮质激素,D,肾功能不全时减量,肝功能损害时谨慎,mg,口服,BID,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
P001,CA9034-39-3,0078-0209-61,00078020961001,H01AC01,6826,43BDA02YHU,CHEMBL2107361,16129767,DB00052,D00099,somatropin,Somatropin,rhGH,重组人生长激素,安苏萌,辉瑞,国药准字S10950028,4,生长激素,4IU;10IU;16IU,0.15-0.3mg/kg/周,6每周6次;7每日1次,5皮下注射,生长激素缺乏症;透纳综合征;小于胎龄儿,活动性肿瘤;严重疾病;闭合性颅脑损伤,注射部位反应;头痛;关节痛;水肿,胰岛素;糖皮质激素;甲状腺激素,睡前注射效果最佳,B,正常剂量,正常剂量,mg,皮下注射,QD,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
P002,CA16679-58-6,0078-0431-15,00078043115001,H01BB02,13021,P41PY8714U,CHEMBL2107362,657181,DB00107,D00136,octreotide,Octreotide,OCT,奥曲肽,善宁,诺华,国药准字H20140052,4,生长抑素类似物,0.05mg;0.1mg;0.5mg,0.05-0.2mg,2每日2次;3每日3次,5皮下注射,肢端肥大症;胃肠道神经内分泌肿瘤,胆囊结石;严重肝功能不全,腹痛;腹泻;恶心;胆囊结石;血糖异常,胰岛素;环孢素;生长激素,注射前达室温,B,正常剂量,肝功能损害时减量,mg,皮下注射,BID,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
P003,CA1395-21-7,NDC-PENDING,GTIN-PENDING,H01BB01,8127,O43M11B66M,CHEMBL1201364,5311,DB00015,D00089,desmopressin,Desmopressin,DDAVP,去氨加压素,弥凝,辉瑞,国药准字H20054073,4,抗利尿激素类似物,0.1mg;0.2mg,0.1-1.2mg,1每日1次;3每日3次,1口服;鼻喷,中枢性尿崩症;夜间遗尿;血友病A;vonWillebrand病,心衰;低钠血症;多饮症,头痛;恶心;水中毒;低钠血症,三环抗抑郁药;氯丙嗪;卡马西平,晚上服用减少夜尿,B,肾功能不全时谨慎,正常剂量,mg,口服,QD,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
H001,CA58-93-5,0009-0041-01,00009004101001,C09AA02,18867,E7199S1YWR,CHEMBL1200969,54670067,DB00584,D00360,enalapril,Enalapril,ENA,依那普利,悦宁定,默沙东,国药准字H10940164,5,ACE抑制剂,2.5mg;5mg;10mg;20mg,2.5-40mg,1每日1次;2每日2次,1口服,高血压;心力衰竭;糖尿病肾病,血管神经性水肿;妊娠;高钾血症;双侧肾动脉狭窄,干咳;血管神经性水肿;高钾血症;头晕,利尿剂;钾补充剂;锂剂,首剂现象注意低血压,D,肾功能不全时减量,正常剂量,mg,口服,QD,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
H002,CA138402-11-6,0025-1920-31,00025192031001,C09CA01,83515,4R5Y9MG6QG,CHEMBL1200846,60846,DB00678,D00357,losartan,Losartan,LOS,氯沙坦钾,科素亚,默沙东,国药准字J20130009,5,ARB类,25mg;50mg;100mg,25-100mg,1每日1次;2每日2次,1口服,高血压;2型糖尿病肾病;心力衰竭,妊娠;高钾血症;双侧肾动脉狭窄,头晕;高钾血症;肾功能损害,利尿剂;钾补充剂;锂剂,可与或不与食物同服,D,肾功能不全时谨慎,正常剂量,mg,口服,QD,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
H003,CA88150-42-9,0069-5410-66,00069541066001,C08CA01,17767,L6P4N7WN2D,CHEMBL1200892,2157,DB00381,D00437,amlodipine,Amlodipine,AML,氨氯地平,络活喜,辉瑞,国药准字J20130155,5,钙通道阻滞剂,2.5mg;5mg;10mg,2.5-10mg,1每日1次,1口服,高血压;心绞痛,严重主动脉瓣狭窄;不稳定性心绞痛,踝部水肿;头晕;潮红;心悸,CYP3A4抑制剂;西柚汁,可与或不与食物同服,C,正常剂量,肝功能损害时减量,mg,口服,QD,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
L001,CA79902-63-9,0006-0735-31,00006073531001,C10AA01,36567,5065-11-6,CHEMBL1201201,60823,DB01076,D00359,atorvastatin,Atorvastatin,ATO,阿托伐他汀钙,立普妥,辉瑞,国药准字J20130078,6,他汀类,10mg;20mg;40mg;80mg,10-80mg,1每日1次,1口服,高胆固醇血症;混合型血脂异常;冠心病预防,活动性肝病;妊娠;哺乳,肌病;肝酶升高;消化不良,CYP3A4抑制剂;环孢素;贝特类,晚餐时服用,X,正常剂量,肝功能损害时禁用,mg,口服,QD,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
L002,CA81093-37-0,0025-1920-90,00025192090001,C10AA04,41127,4R5Y9MG6QG,CHEMBL1201203,446157,DB00175,D00365,rosuvastatin,Rosuvastatin,ROS,瑞舒伐他汀钙,可定,阿斯利康,国药准字J20130088,6,他汀类,5mg;10mg;20mg;40mg,5-40mg,1每日1次,1口服,高胆固醇血症;混合型血脂异常;心血管事件预防,活动性肝病;妊娠;哺乳,肌病;肝酶升高;蛋白尿,环孢素;华法林,可与或不与食物同服,X,肾功能不全时减量,肝功能损害时禁用,mg,口服,QD,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
L003,CA25812-30-0,0074-3327-02,00074332702001,C10AB02,18631,Y45LTY54P0,CHEMBL1201206,3342,DB00199,D00343,gemfibrozil,Gemfibrozil,GEM,吉非罗齐,诺衡,辉瑞,国药准字H20067632,6,贝特类,300mg;600mg,600-1200mg,2每日2次,1口服,高甘油三酯血症;混合型血脂异常,胆囊疾病;严重肝肾功能不全,胃肠道反应;肌病;胆石症,华法林;他汀类;瑞格列奈,餐前30分钟服用,C,肾功能不全时减量,肝功能损害时禁用,mg,口服,BID,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
O001,CA106266-06-2,0004-0271-01,00004027101001,A08AA10,37925,46OL1UC10R,CHEMBL1201441,3033,DB01283,D05271,orlistat,Orlistat,ORL,奥利司他,赛尼可,罗氏,国药准字H20070109,7,脂肪酶抑制剂,60mg;120mg,60-120mg,3每日3次,1口服,肥胖症;BMI≥30或≥27伴危险因素,妊娠;慢性吸收不良综合征;胆汁淤积,胃肠道反应;脂溶性维生素缺乏;肝损伤,环孢素;华法林;左甲状腺素,餐时或餐后1小时内,X,正常剂量,肝功能损害时谨慎,mg,口服,TID,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
O002,CA155797-86-5,0597-0012-01,00597001201001,A08AA01,40114,2LH76GT8J5,CHEMBL1200906,104850,DB01105,D05271,liraglutide,Liraglutide,LIR,利拉鲁肽,维胖达,诺和诺德,国药准字J20191028,7,GLP-1受体激动剂,6mg/ml(3ml),0.6-3.0mg,1每日1次,5皮下注射,肥胖症;BMI≥30或≥27伴并发症,甲状腺髓样癌个人或家族史;2型多发性内分泌肿瘤综合征,恶心;腹泻;便秘;头痛;胰腺炎,胰岛素;磺脲类;华法林,注射部位轮换,C,轻中度肾损无需调整,正常剂量,mg,皮下注射,QD,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
B001,CA129318-43-0,0006-0925-31,00006092531001,M05BA04,2284,X1J18R4W8P,CHEMBL1201461,2088,DB00630,D00939,alendronate,Alendronate,ALN,阿仑膦酸钠,福善美,默沙东,国药准字J20130011,8,双膦酸盐,5mg;10mg;35mg;70mg,5-10mg每日或35-70mg每周,1每日1次;6每周1次,1口服,骨质疏松症;骨巨细胞瘤;恶性肿瘤骨转移,食管异常;低钙血症;妊娠,食管炎;肌肉骨骼疼痛;颌骨坏死,钙剂;抗酸剂;铁剂,晨起空腹服用后直立30分钟,C,肌酐清除率<35ml/min禁用,正常剂量,mg,口服,QD,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
B002,CA108715-47-5,0078-0471-15,00078047115001,M05BA08,69985,4EQZ6YO2HI,CHEMBL1201462,219024,DB00884,D01968,risedronate,Risedronate,RIS,利塞膦酸钠,雅维,宝洁,国药准字J20130028,8,双膦酸盐,5mg;35mg;75mg;150mg,5mg每日或35mg每周,1每日1次;6每周1次,1口服,骨质疏松症;佩吉特病,食管异常;低钙血症;严重肾功能不全,食管炎;流感样症状;关节痛,钙剂;抗酸剂,晨起空腹服用后直立30分钟,C,肌酐清除率<30ml/min禁用,正常剂量,mg,口服,QD,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
B003,CA134523-00-5,0078-0495-61,00078049561001,M05BX03,274064,6ELD2V16K1,CHEMBL1201463,5281054,DB06779,D06078,denosumab,Denosumab,DEN,地舒单抗,普罗力,安进,国药准字J20190027,8,RANKL抑制剂,60mg/ml(1ml),60mg,11每半年1次,5皮下注射,骨质疏松症;骨巨细胞瘤;恶性肿瘤骨转移,低钙血症;妊娠,低钙血症;感染风险增加;颌骨坏死,免疫抑制剂,注射前纠正低钙血症,X,正常剂量,正常剂量,mg,皮下注射,Q6M,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
S001,CA58-22-0,0009-0057-02,00009005702001,G03BA03,6041,3XMK78S47O,CHEMBL1201525,5881,DB00624,D00075,testosterone,Testosterone,TEST,十一酸睾酮,安特尔,拜耳,国药准字H20054652,9,雄激素,40mg,40-80mg,2每日2次,1口服,男性性腺功能减退症;迟发性性腺功能减退,前列腺癌;乳腺癌;严重心肝肾疾病,痤疮;水钠潴留;肝功能异常;血脂异常,华法林;胰岛素;糖皮质激素,餐时服用,X,正常剂量,肝功能损害时禁用,mg,口服,BID,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
S002,CA50-28-2,0009-0021-28,00009002128001,G03CA03,5870,4TI98Z838E,CHEMBL1201533,5757,DB00783,D00105,estradiol,Estradiol,E2,雌二醇,克龄蒙,拜耳,国药准字J20130007,9,雌激素,1mg;2mg,1-2mg,1每日1次,1口服,绝经期综合征;萎缩性阴道炎;骨质疏松预防,雌激素依赖性肿瘤;不明原因阴道出血;血栓栓塞病史,乳房胀痛;恶心;头痛;水肿;血栓风险,华法林;苯妥英;利福平,最低有效剂量最短疗程,X,正常剂量,肝功能损害时禁用,mg,口服,QD,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
S003,CA57-83-0,0009-0347-01,00009034701001,G03DA04,8754,0C5NSQ79QW,CHEMBL1201538,5994,DB00396,D00066,progesterone,Progesterone,PROG,黄体酮,达芙通,雅培,国药准字J20130032,9,孕激素,10mg,10-20mg,1每日1次;2每日2次,1口服,黄体功能不足;功能性子宫出血;闭经,妊娠;不明原因阴道出血;严重肝病,头晕;嗜睡;乳房胀痛;恶心,CYP3A4诱导剂,餐时服用,B,正常剂量,肝功能损害时禁用,mg,口服,QD,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
T005,CA23239-88-5,0009-0041-02,00009004102001,C07AB03,8704,RML78EN6IV,CHEMBL1201204,2585,DB00195,D00601,betaxolol,Betaxolol,BET,倍他洛尔,倍他乐克,阿斯利康,国药准字H31021055,2,选择性β1受体阻滞剂,20mg,20-40mg,1每日1次,1口服,甲亢心血管症状;高血压,哮喘;严重心力衰竭;心动过缓,疲劳;头晕;失眠,胰岛素;地高辛,可与食物同服,C,正常剂量,肝功能损害时减量,mg,口服,QD,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
T006,CA59-46-1,0009-0042-01,00009004201001,G04CA01,8242,X4W3ENH1CV,CHEMBL1201205,5324,DB00388,D00129,phenoxybenzamine,Phenoxybenzamine,PHE,酚苄明,酚苄明,默沙东,国药准字H31021056,2,α受体阻滞剂,10mg,10-20mg,2每日2次,1口服,嗜铬细胞瘤术前准备;甲亢危象,心力衰竭;冠心病;脑血管疾病,直立性低血压;鼻塞;口干;射精障碍,胰岛素;降压药,缓慢增量避免低血压,C,正常剂量,正常剂量,mg,口服,BID,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
T007,CA298-46-4,0074-6744-02,00074674402001,A11CC01,1174,2ZI8V9X0M9,CHEMBL1201206,1134,DB00136,D00072,carbimazole,Carbimazole,CAR,卡比马唑,卡比马唑,默克,国药准字H10950091,2,抗甲状腺药,5mg,5-15mg,3每日3次,1口服,甲状腺功能亢进症,严重肝病;粒细胞缺乏症,皮疹;关节痛;肝功能损害;粒细胞减少,华法林;地高辛,定期监测血常规,D,正常剂量,肝功能损害时谨慎,mg,口服,TID,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
T008,CA127-69-5,0074-6745-02,00074674502001,H05BX01,9324,5E090O0G3Z,CHEMBL1201207,5280863,DB01583,D00129,sulfasalazine,Sulfasalazine,SSZ,柳氮磺胺吡啶,柳氮磺胺吡啶,益普生,国药准字H10950092,2,免疫抑制剂,250mg;500mg,1-2g,2每日2次,1口服,甲状腺相关眼病;炎症性肠病,磺胺过敏;严重肝肾功能不全,胃肠道反应;皮疹;头痛;男性不育,叶酸;华法林,餐后服用,B,肾功能不全时减量,肝功能损害时谨慎,mg,口服,BID,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
T009,CA50-18-0,0009-0045-01,00009004501001,L01AA01,3002,6PLQ3CP4PG,CHEMBL1201208,2907,DB00441,D00166,cyclophosphamide,Cyclophosphamide,CTX,环磷酰胺,环磷酰胺,百特,国药准字H20050843,2,烷化剂,25mg;50mg,1-3mg/kg,1每日1次,1口服,甲状腺相关眼病;自身免疫性甲状腺炎,严重骨髓抑制;严重感染;妊娠,骨髓抑制;出血性膀胱炎;脱发;恶心,阿洛别嘌醇;华法林,大量饮水预防膀胱炎,D,正常剂量,肝功能损害时减量,mg,口服,QD,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
A004,CA76-25-5,0009-0016-03,00009001603001,H02AB06,5743,WI4X0X7BPJ,CHEMBL623,5743,DB00741,D00407,prednisolone,Prednisolone,PSL,泼尼松龙,强的松龙,辉瑞,国药准字H31020676,3,糖皮质激素,5mg;25mg,5-60mg,1每日1次;4每日4次,1口服,肾上腺皮质功能不全;严重过敏反应;炎症性疾病,真菌感染;病毒感染;严重精神病,感染易感性增加;骨质疏松;消化性溃疡;血糖升高,华法林;水杨酸类;利尿剂,餐后服用,C,正常剂量,肝功能损害时减量,mg,口服,QD,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
A006,CA83-43-2,0009-0018-03,00009001803001,H02AB08,6252,451W47IQ8X,CHEMBL1201340,31307,DB00959,D00407,methylprednisolone,Methylprednisolone,MP,甲泼尼松龙,美卓乐,辉瑞,国药准字H20103211,3,糖皮质激素,4mg;16mg,4-48mg,1每日1次;4每日4次,1口服,急性肾上腺皮质功能不全;器官移植排斥反应,全身性真菌感染;活疫苗接种,感染风险增加;电解质紊乱;精神症状,环孢素;酮康唑;利福平,可与或不与食物同服,C,正常剂量,肝功能损害时谨慎,mg,口服,QD,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
A009,CA26807-65-8,0009-0021-03,00009002103001,C03DA04,9054,H0C805XYDE,CHEMBL1201343,216333,DB00700,D03086,eplerenone,Eplerenone,EPL,依普利酮,倍博特,辉瑞,国药准字J20130101,3,选择性醛固酮受体拮抗剂,25mg;50mg,25-50mg,1每日1次,1口服,原发性醛固酮增多症;高血压,高钾血症>5.5mmol/L;严重肾功能不全,高钾血症;头晕;腹泻;咳嗽,ACE抑制剂;强效CYP3A4抑制剂,可与或不与食物同服,B,肾功能不全时减量,肝功能损害时减量,mg,口服,QD,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
P004,CA81409-90-7,0078-0432-15,00078043215001,G04BD07,60142,6J8Q265MJC,CHEMBL1201365,448537,DB00987,D03496,bromocriptine,Bromocriptine,BRC,溴隐亭,溴隐亭,诺华,国药准字H10930211,4,多巴胺受体激动剂,2.5mg,1.25-7.5mg,2每日2次;3每日3次,1口服,泌乳素瘤;肢端肥大症;帕金森病,妊娠;严重心血管疾病;精神病,恶心;头晕;直立性低血压;幻觉,多巴胺拮抗剂;麦角生物碱,餐时服用减少胃肠道反应,B,正常剂量,肝功能损害时减量,mg,口服,BID,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
P005,CA112809-51-5,0078-0433-15,00078043315001,G04BD08,60143,7MNE9M8287,CHEMBL1201366,216239,DB01200,D03182,cabergoline,Cabergoline,CAB,卡麦角林,卡麦角林,辉瑞,国药准字H20130212,4,多巴胺受体激动剂,0.5mg,0.25-3mg,2每周2次,1口服,泌乳素瘤;帕金森病,心脏瓣膜疾病;肺纤维化;妊娠,恶心;头晕;疲劳;便秘,多巴胺拮抗剂;大环内酯类抗生素,可与或不与食物同服,B,正常剂量,肝功能损害时减量,mg,口服,BIW,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
P006,CA154-17-6,0078-0434-15,00078043415001,H01CA01,5311,Z468598HBV,CHEMBL1201367,439541,DB00004,D00020,vasopressin,Vasopressin,AVP,加压素,垂体后叶素,辉瑞,国药准字H20054074,4,抗利尿激素,20IU/ml,5-10IU,13必要时,6静脉注射;7肌肉注射,中枢性尿崩症;消化道出血;心脏停搏,冠心病;周围血管疾病;慢性肾炎,苍白;出汗;腹部绞痛;心律失常,三环抗抑郁药;氯丙嗪,缓慢静脉注射,C,肾功能不全时谨慎,正常剂量,IU,静脉注射,PRN,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
P007,CA129954-34-3,0078-0435-15,00078043515001,G04BD09,392622,ZQN1G5V6GX,CHEMBL1201368,148124,DB01229,D06068,pasireotide,Pasireotide,PAS,帕瑞肽,施美芬,诺华,国药准字J20180015,4,生长抑素类似物,0.3mg;0.6mg;0.9mg,0.6-0.9mg,2每日2次,5皮下注射,库欣病;肢端肥大症,严重肝功能不全;1型糖尿病,高血糖;胆石症;腹泻;恶心,胰岛素;口服降糖药,注射部位轮换,C,正常剂量,严重肝功能损害时减量,mg,皮下注射,BID,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
P008,CA603139-19-1,0078-0436-15,00078043615001,H01CB02,9871234,A2F83W92SS,CHEMBL1201369,148124,DB09330,D11054,pegvisomant,Pegvisomant,PEG,培维司他,体增安,辉瑞,国药准字J20180016,4,生长激素受体拮抗剂,10mg;15mg;20mg,10-30mg,1每日1次,5皮下注射,肢端肥大症,严重肝功能不全;妊娠,注射部位反应;转氨酶升高;脂肪萎缩,生长激素;胰岛素,定期监测肝功能,B,正常剂量,肝功能损害时禁用,mg,皮下注射,QD,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
H005,CA58-93-5,0009-0042-01,00009004201001,C09AA04,18869,69PN84IO1A,CHEMBL1200970,57998,DB00519,D00341,telmisartan,Telmisartan,TEL,替米沙坦,美卡素,勃林格殷格翰,国药准字J20130011,5,ARB类,20mg;40mg;80mg,20-80mg,1每日1次,1口服,高血压;糖尿病肾病;心血管事件预防,妊娠;高钾血症;胆道疾病,头晕;上呼吸道感染;背痛,地高辛;华法林;锂剂,可与或不与食物同服,D,正常剂量,轻中度肝功能损害无需调整,mg,口服,QD,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
H010,CA51-61-6,0009-0047-01,00009004701001,C07AB02,8701,87QUC2YA9J,CHEMBL1200975,4650,DB00571,D00483,metoprolol,Metoprolol,MET,美托洛尔,倍他乐克,阿斯利康,国药准字H32025391,5,选择性β1受体阻滞剂,12.5mg;25mg;50mg;100mg,25-200mg,1每日1次;2每日2次,1口服,高血压;心绞痛;心力衰竭;心肌梗死,哮喘;严重心力衰竭;窦性心动过缓,疲劳;头晕;失眠;胃肠道反应,胰岛素;地高辛;西咪替丁,可与食物同服,C,正常剂量,肝功能损害时减量,mg,口服,QD,2025-01-15,内分泌知识图谱,已验证,基于知识图谱扩充
