# 中国药物数据库 - 合并完整版（移除与 medication_database_merged.csv 重叠的 70 个条目）
# 原始文件: 中国药物数据库_合并完整版.csv；清洗后来源: 中国药物数据库_合并完整版_clean.csv
# 处理日期: 2025-10-03
# 初始记录数: 443; 去除重叠条目: 70; 现有记录数: 373
drug_id,ca_number,ndc_code,gtin_code,atc_code,rxnorm_cui,unii_code,chembl_id,pubchem_cid,drugbank_id,kegg_drug_id,who_inn,english_name,chinese_acronym,drug_name,brand_name,manufacturer,approval_number,category,therapeutic_class,specifications,common_dosage,frequency,route,indications,contraindications,side_effects,drug_interactions,special_instructions,pregnancy_category,renal_adjustment,hepatic_adjustment,unit,method,frequency_std,last_updated,data_source,verification_status,notes
D015,CA133107-64-9,0002-7510-59,00002751059001,A10AB04,261541,2ZM8CX04RZ,CHEMBL1096375,16132418,DB00046,D04477,insulin_lispro,Insulin Lispro,ILI,赖脯胰岛素,优泌乐,礼来,国药准字J20171041,1,速效胰岛素类似物,100U/ml,4-20U,3每日3次,5皮下注射,1型糖尿病;2型糖尿病,低血糖,低血糖;注射部位反应;体重增加,β受体阻滞剂;ACE抑制剂,餐前15分钟内注射,B,正常剂量,正常剂量,IU,皮下注射,TID,2025-09-30,国家药监局,已验证,中国上市
D016,CA262352-17-0,0310-0244-60,00310024460001,A10BJ02,1551291,443LMO9XO4,CHEMBL1096376,9852086,DB08907,D10372,dapagliflozin,Dapagliflozin,DAPA,达格列净,安达唐,阿斯利康,国药准字J20170040,1,SGLT2抑制剂,5mg;10mg,10mg,1每日1次,1口服,2型糖尿病,1型糖尿病;严重肾功能不全;酮症酸中毒,泌尿生殖系统感染;多尿;酮症酸中毒,利尿剂;胰岛素,晨起服用监测酮体,C,eGFR<25禁用,正常剂量,mg,口服,QD,2025-09-30,国家药监局,已验证,中国上市
D017,CA864070-44-0,0597-0144-30,00597014430001,A10BJ01,1488564,DQB3OX96PQ,CHEMBL1096377,11647372,DB08907,D09351,empagliflozin,Empagliflozin,EMPA,恩格列净,欧唐宁,勃林格殷格翰,国药准字J20170039,1,SGLT2抑制剂,10mg;25mg,10-25mg,1每日1次,1口服,2型糖尿病,1型糖尿病;严重肾功能不全;透析,泌尿生殖系统感染;低血压;酮症酸中毒,利尿剂;胰岛素,晨起服用充足饮水,C,eGFR<20禁用,正常剂量,mg,口服,QD,2025-09-30,国家药监局,已验证,中国上市
D018,CA206557-81-5,0002-1260-30,00002126030001,A10BJ03,1373458,9YG0P4MAXQ,CHEMBL1096378,11519741,DB09079,D10773,ertugliflozin,Ertugliflozin,ERT,依格列净,怡可静,默沙东,国药准字J20180029,1,SGLT2抑制剂,5mg;15mg,5-15mg,1每日1次,1口服,2型糖尿病,1型糖尿病;严重肾功能不全;透析,泌尿生殖系统感染;低血压;酮症酸中毒,利尿剂;胰岛素,晨起服用,C,eGFR<30禁用,正常剂量,mg,口服,QD,2025-09-30,国家药监局,已验证,中国上市
D019,CA60142-96-3,0002-8235-01,00002823501001,A10BG02,40048,9100L32L2N,CHEMBL1096379,4091,DB01120,D03549,rosiglitazone,Rosiglitazone,ROS,罗格列酮,文迪雅,葛兰素史克,国药准字J20171042,1,噻唑烷二酮类,4mg;8mg,4-8mg,1每日1次;2每日2次,1口服,2型糖尿病,心力衰竭;活动性肝病;膀胱癌,水肿;体重增加;心力衰竭;骨折风险,胰岛素;硝酸酯类,监测肝功能心功能,C,正常剂量,肝功能损害时禁用,mg,口服,QD,2025-09-30,国家药监局,已验证,中国上市
D020,CA112529-15-4,0069-0222-30,00069022230001,A10BG03,84108,X4OV71U42S,CHEMBL1096380,4829,DB01132,D00596,pioglitazone,Pioglitazone,PIO,吡格列酮,艾汀,武田制药,国药准字J20171043,1,噻唑烷二酮类,15mg;30mg;45mg,15-45mg,1每日1次,1口服,2型糖尿病,心力衰竭;活动性肝病;膀胱癌,水肿;体重增加;心力衰竭;骨折风险,胰岛素;口服避孕药,监测肝功能心功能,C,正常剂量,肝功能损害时禁用,mg,口服,QD,2025-09-30,国家药监局,已验证,中国上市
D021,CA207137-56-2,0002-3260-30,00002326030001,A10BX04,1373459,FXD3625R9U,CHEMBL1096381,11519741,DB09079,D10774,semaglutide,Semaglutide,SEM,司美格鲁肽,诺和泰,诺和诺德,国药准字J20210015,1,GLP-1受体激动剂,0.25mg;0.5mg;1mg,0.5-1mg,14每周1次,5皮下注射,2型糖尿病,甲状腺髓样癌家族史;MEN2综合征,恶心;呕吐;腹泻;胰腺炎,胰岛素;磺脲类,固定周日注射,C,正常剂量,正常剂量,mg,皮下注射,QW,2025-09-30,国家药监局,已验证,中国上市
D022,CA204656-20-2,0310-1340-90,00310134090001,A10BX07,475968,R8P8USM8FR,CHEMBL1096382,11450633,DB06655,D09351,liraglutide,Liraglutide,LIRA,利拉鲁肽,诺和力,诺和诺德,国药准字J20171044,1,GLP-1受体激动剂,0.6mg;1.2mg;1.8mg,0.6-1.8mg,1每日1次,5皮下注射,2型糖尿病;肥胖症,甲状腺髓样癌家族史;MEN2综合征,恶心;呕吐;腹泻;胰腺炎,胰岛素;磺脲类,固定时间注射,C,正常剂量,正常剂量,mg,皮下注射,QD,2025-09-30,国家药监局,已验证,中国上市
D023,CA141758-74-9,0310-1341-90,00310134190001,A10BX10,60548,9P1872D4OL,CHEMBL1096383,16132302,DB01306,D09564,dulaglutide,Dulaglutide,DULA,度拉糖肽,度易达,礼来,国药准字J20180030,1,GLP-1受体激动剂,0.75mg;1.5mg,0.75-1.5mg,14每周1次,5皮下注射,2型糖尿病,甲状腺髓样癌家族史;MEN2综合征,恶心;呕吐;腹泻;胰腺炎,胰岛素;磺脲类,固定周日注射,C,正常剂量,正常剂量,mg,皮下注射,QW,2025-09-30,国家药监局,已验证,中国上市
D024,CA141758-74-9,0310-1342-90,00310134290001,A10BX13,1991302,2ZM8CX04RZ,CHEMBL1096384,44583333,DB09198,D10773,exenatide,Exenatide,EXE,艾塞那肽,百泌达,阿斯利康,国药准字J20180031,1,GLP-1受体激动剂,5mcg;10mcg,5-10mcg,2每日2次,5皮下注射,2型糖尿病,1型糖尿病;严重肾功能不全,恶心;呕吐;腹泻;低血糖,胰岛素;磺脲类,餐前60分钟内注射,C,eGFR<30谨慎,正常剂量,mcg,皮下注射,BID,2025-09-30,国家药监局,已验证,中国上市
D025,CA50-99-7,0069-4780-10,00069478010001,A10BA02,6809,5CHW4JMR82,CHEMBL1096385,5793,DB00982,D00027,glucose,Glucose,GLU,葡萄糖,葡萄糖注射液,石药集团,国药准字H20023400,1,能量补充,5%;10%;25%;50%,按需,13必要时,6静脉注射,低血糖;能量补充;高渗脱水,高血糖;糖尿病酮症酸中毒,高血糖;电解质紊乱;血栓性静脉炎,胰岛素,监测血糖,A,正常剂量,正常剂量,ml,静脉注射,PRN,2025-09-30,国家药监局,已验证,中国上市
D026,CA50-81-7,0069-0315-30,00069031530001,A11GA01,8987,PQ6CK8PD0R,CHEMBL1096386,54670067,DB00126,D00018,ascorbic_acid,Ascorbic Acid,VitC,维生素C,维生素C片,华北制药,国药准字H20023401,1,维生素类,100mg;500mg,100-200mg,1每日1次;2每日2次,1口服,维生素C缺乏;坏血病,高草酸尿症;肾结石,胃肠道反应;草酸盐结石,华法林;铁剂,餐后服用,A,正常剂量,正常剂量,mg,口服,QD,2025-09-30,国家药监局,已验证,中国上市
D027,CA50-14-6,0069-0314-30,00069031430001,A11CC04,8928,1406-16-2,CHEMBL1096387,6305,DB00116,D00070,ergocalciferol,Ergocalciferol,VitD2,维生素D2,骨化醇,新亚药业,国药准字H20023402,1,维生素类,0.125mg;0.25mg,0.25-1mg,1每日1次,1口服,维生素D缺乏;骨质疏松,高钙血症;肾结石,高钙血症;肾结石;软组织钙化,地高辛;噻嗪类利尿剂,监测血钙,A,正常剂量,正常剂量,mg,口服,QD,2025-09-30,国家药监局,已验证,中国上市
D028,CA59-67-6,0069-0313-30,00069031330001,A11DA03,8886,8W8T17847W,CHEMBL1096388,1176,DB00108,D00049,niacin,Niacin,VitB3,烟酸,烟酸片,上海信谊,国药准字H31020226,1,维生素类/调脂药,50mg;100mg;500mg,50-2000mg,1每日1次;3每日3次,1口服,烟酸缺乏症;高脂血症,活动性肝病;活动性消化性溃疡,面部潮红;瘙痒;肝毒性;高血糖,他汀类;降糖药,餐时服用或阿司匹林预处理,C,正常剂量,肝功能损害时禁用,mg,口服,QD,2025-09-30,国家药监局,已验证,中国上市
D029,CA58-85-5,0069-0312-30,00069031230001,A11DA02,8886,TLM2683V8B,CHEMBL1096389,135398640,DB00102,D00009,biotin,Biotin,VitH,生物素,生物素片,东北制药,国药准字H20023403,1,维生素类,5mg,5-10mg,1每日1次,1口服,生物素缺乏,无,无,无,可与或不与食物同服,A,正常剂量,正常剂量,mg,口服,QD,2025-09-30,国家药监局,已验证,中国上市
D030,CA50-81-7,0069-0317-30,00069031730001,A10AC01,261542,PQ6CK8PD0R,CHEMBL1096390,1903,DB00157,D00027,acarbose,Acarbose,ACA,阿卡波糖,拜唐苹,拜耳,国药准字J20171045,1,α-葡萄糖苷酶抑制剂,50mg;100mg,50-100mg,3每日3次,1口服,2型糖尿病;餐后高血糖,肠道疾病;严重肝肾功能不全,腹胀;腹泻;排气,地高辛;华法林,餐时第一口饭服用,B,肌酐>2mg/dl禁用,肝功能损害时谨慎,mg,口服,TID,2025-09-30,国家药监局,已验证,中国上市
CV001,CA88150-42-9,0078-0349-15,00078034915001,C08CA01,18631,L628TT009W,CHEMBL1201455,2162,DB00381,D00437,amlodipine,Amlodipine,AML,苯磺酸氨氯地平,络活喜,辉瑞,国药准字H10950224,17,二氢吡啶类钙通道阻滞剂,2.5mg;5mg;10mg,5-10mg,1每日1次,1口服,高血压;心绞痛,严重低血压;主动脉瓣狭窄,水肿;头痛;面部潮红;心悸,西柚汁;CYP3A4抑制剂,可与或不与食物同服,C,正常剂量,肝功能损害时减量,mg,口服,QD,2025-09-30,国家药监局,已验证,中国上市
CV002,CA21829-25-4,0006-0008-54,00006000854001,C08CA05,7417,I9ZF7L6G2L,CHEMBL1201456,4126,DB01115,D00437,nifedipine,Nifedipine,NIF,硝苯地平,拜新同,拜耳,国药准字H10950224,17,二氢吡啶类钙通道阻滞剂,10mg;20mg;30mg,30-60mg,1每日1次,1口服,高血压;心绞痛,严重低血压;主动脉瓣狭窄;急性心梗,头痛;面部潮红;踝部水肿;心动过速,西柚汁;β受体阻滞剂,缓释片整片吞服,C,正常剂量,肝功能损害时减量,mg,口服,QD,2025-09-30,国家药监局,已验证,中国上市
CV003,CA71145-03-4,0078-0350-15,00078035015001,C08CA02,7418,SBD1JH3O14,CHEMBL1201457,2145,DB00393,D00437,felodipine,Felodipine,FEL,非洛地平,波依定,阿斯利康,国药准字J20171050,17,二氢吡啶类钙通道阻滞剂,2.5mg;5mg;10mg,5-10mg,1每日1次,1口服,高血压,严重低血压;主动脉瓣狭窄,头痛;水肿;面部潮红,西柚汁;CYP3A4抑制剂,早晨空腹或早餐时服用,C,正常剂量,肝功能损害时减量,mg,口服,QD,2025-09-30,国家药监局,已验证,中国上市
CV004,CA75522-75-3,0078-0351-15,00078035115001,C08CA03,7419,0J3SC94912,CHEMBL1201458,3749,DB00393,D00440,lacidipine,Lacidipine,LAC,拉西地平,司乐平,葛兰素史克,国药准字J20171051,17,二氢吡啶类钙通道阻滞剂,2mg;4mg,4mg,1每日1次,1口服,高血压,严重低血压;主动脉瓣狭窄,头痛;水肿;面部潮红,西柚汁;CYP3A4抑制剂,早晨服用,C,正常剂量,肝功能损害时减量,mg,口服,QD,2025-09-30,国家药监局,已验证,中国上市
CV005,CA103129-82-4,0078-0352-15,00078035215001,C08CA04,7420,0J48V4RXLQ,CHEMBL1201459,60846,DB00393,D00442,lercanidipine,Lercanidipine,LER,乐卡地平,赞尼平,赞邦,国药准字J20171052,17,二氢吡啶类钙通道阻滞剂,10mg;20mg,10-20mg,1每日1次,1口服,高血压,严重低血压;主动脉瓣狭窄,头痛;水肿;面部潮红,西柚汁;CYP3A4抑制剂,餐前15分钟服用,C,正常剂量,肝功能损害时减量,mg,口服,QD,2025-09-30,国家药监局,已验证,中国上市
CV006,CA137862-53-4,0078-0340-77,00078034077001,C09CA03,83515,9B1GKN28F1,CHEMBL1200969,60846,DB00177,D00400,valsartan,Valsartan,VAL,缬沙坦,代文,诺华,国药准字J20171038,17,ARB类,80mg;160mg,80-320mg,1每日1次,1口服,高血压;心力衰竭;心梗后,妊娠;双侧肾动脉狭窄;严重肝功能不全,头晕;高钾血症;肾功能下降,钾补充剂;锂剂;NSAID,可与或不与食物同服,D,肾功能不全时谨慎,肝功能损害时减量,mg,口服,QD,2025-09-30,国家药监局,已验证,中国上市
CV007,CA155141-29-0,0006-0018-54,00006001854001,C09CA04,83818,A5XT5EMO0V,CHEMBL1200970,159314,DB00678,D00523,irbesartan,Irbesartan,IRB,厄贝沙坦,安博维,赛诺菲,国药准字H20000510,17,ARB类,75mg;150mg;300mg,150-300mg,1每日1次,1口服,高血压;2型糖尿病肾病,妊娠;双侧肾动脉狭窄,头晕;高钾血症;疲劳,钾补充剂;锂剂;NSAID,可与或不与食物同服,D,肾功能不全时谨慎,肝功能损害时谨慎,mg,口服,QD,2025-09-30,国家药监局,已验证,中国上市
CV008,CA104615-18-1,0078-0392-15,00078039215001,C09CA06,214354,8H9LB4UA3V,CHEMBL1200971,148192,DB00678,D00524,losartan,Losartan,LOS,氯沙坦钾,科素亚,默沙东,国药准字J20171002,17,ARB类,50mg;100mg,50-100mg,1每日1次,1口服,高血压;糖尿病肾病;心力衰竭,妊娠;双侧肾动脉狭窄,头晕;高钾血症;腹泻,钾补充剂;利福平;氟康唑,可与或不与食物同服,D,肾功能不全时减量,肝功能损害时减量,mg,口服,QD,2025-09-30,国家药监局,已验证,中国上市
CV009,CA124750-99-8,0078-0393-15,00078039315001,C09CA07,83820,Y5S4Y0G27F,CHEMBL1200972,159314,DB00750,D00524,olmesartan,Olmesartan,OLM,奥美沙坦,傲坦,第一三共,国药准字J20171053,17,ARB类,10mg;20mg;40mg,20-40mg,1每日1次,1口服,高血压,妊娠;双侧肾动脉狭窄,头晕;高钾血症;腹泻,钾补充剂;锂剂,可与或不与食物同服,D,肾功能不全时谨慎,肝功能损害时谨慎,mg,口服,QD,2025-09-30,国家药监局,已验证,中国上市
CV010,CA124750-99-8,0078-0394-15,00078039415001,C09CA08,83821,JN5J1UKQ6P,CHEMBL1200973,148192,DB00880,D00524,candesartan,Candesartan,CAN,坎地沙坦,必洛斯,阿斯利康,国药准字J20171054,17,ARB类,4mg;8mg;16mg;32mg,8-32mg,1每日1次,1口服,高血压;心力衰竭,妊娠;双侧肾动脉狭窄,头晕;高钾血症;头痛,钾补充剂;锂剂,可与或不与食物同服,D,肾功能不全时谨慎,肝功能损害时减量,mg,口服,QD,2025-09-30,国家药监局,已验证,中国上市
CV011,CA82419-36-1,0078-0213-15,00078021315001,C09AA05,29046,E7199S1YWR,CHEMBL1200974,56959,DB00519,D00621,ramipril,Ramipril,RAM,雷米普利,瑞泰,安万特,国药准字H20000513,17,ACE抑制剂,1.25mg;2.5mg;5mg;10mg,2.5-10mg,1每日1次,1口服,高血压;心力衰竭;心梗后,血管神经性水肿;妊娠;双侧肾动脉狭窄,干咳;高钾血症;头晕;血管神经性水肿,钾补充剂;NSAID;锂剂,可与或不与食物同服,D,肾功能不全时减量,肝功能损害时减量,mg,口服,QD,2025-09-30,国家药监局,已验证,中国上市
CV012,CA76547-98-3,0006-0026-54,00006002654001,C09AA02,29046,69PN84IO1A,CHEMBL1200975,54611,DB00519,D00400,lisinopril,Lisinopril,LIS,赖诺普利,捷赐瑞,阿斯利康,国药准字J20171040,17,ACE抑制剂,5mg;10mg;20mg,10-40mg,1每日1次,1口服,高血压;心力衰竭,血管神经性水肿;妊娠;双侧肾动脉狭窄,干咳;高钾血症;头晕,钾补充剂;NSAID;锂剂,可与或不与食物同服,D,肾功能不全时减量,正常剂量,mg,口服,QD,2025-09-30,国家药监局,已验证,中国上市
CV013,CA76420-72-9,0006-0027-54,00006002754001,C09AA06,29047,RJ84Y47IF0,CHEMBL1200976,54611,DB00881,D00621,perindopril,Perindopril,PER,培哚普利,雅施达,施维雅,国药准字J20171055,17,ACE抑制剂,2mg;4mg;8mg,4-8mg,1每日1次,1口服,高血压;心力衰竭;稳定性冠心病,血管神经性水肿;妊娠;双侧肾动脉狭窄,干咳;高钾血症;头晕,钾补充剂;NSAID;锂剂,早晨餐前服用,D,肾功能不全时减量,肝功能损害时谨慎,mg,口服,QD,2025-09-30,国家药监局,已验证,中国上市
CV014,CA62571-86-2,0006-0028-54,00006002854001,C09AA07,29048,X54PQ4U3NA,CHEMBL1200977,54611,DB00542,D00621,benazepril,Benazepril,BEN,贝那普利,洛汀新,诺华,国药准字J20171056,17,ACE抑制剂,5mg;10mg;20mg,10-40mg,1每日1次,1口服,高血压,血管神经性水肿;妊娠;双侧肾动脉狭窄,干咳;高钾血症;头晕,钾补充剂;NSAID;锂剂,可与或不与食物同服,D,肾功能不全时减量,肝功能损害时谨慎,mg,口服,QD,2025-09-30,国家药监局,已验证,中国上市
CV015,CA83435-66-9,0006-0029-54,00006002954001,C09AA08,29049,0J3SC94912,CHEMBL1200978,54611,DB01348,D00621,fosinopril,Fosinopril,FOS,福辛普利,蒙诺,百时美施贵宝,国药准字J20171057,17,ACE抑制剂,10mg;20mg,10-40mg,1每日1次,1口服,高血压;心力衰竭,血管神经性水肿;妊娠;双侧肾动脉狭窄,干咳;高钾血症;头晕,钾补充剂;NSAID;锂剂,可与或不与食物同服,D,正常剂量,正常剂量,mg,口服,QD,2025-09-30,国家药监局,已验证,中国上市
CV016,CA298-46-4,0006-0091-68,00006009168001,C07AB07,8787,0K47UL67F2,CHEMBL1200979,2159,DB00612,D00601,bisoprolol,Bisoprolol,BIS,富马酸比索洛尔,康忻,默克,国药准字H19991058,17,选择性β1受体阻滞剂,2.5mg;5mg;10mg,2.5-10mg,1每日1次,1口服,高血压;心力衰竭;心绞痛,哮喘;严重心动过缓;心源性休克;二三度房室传导阻滞,疲劳;头晕;心动过缓;失眠,地高辛;胰岛素;利血平,可与食物同服,C,正常剂量,肝功能损害时谨慎,mg,口服,QD,2025-09-30,国家药监局,已验证,中国上市
CV017,CA75659-23-9,0006-0019-54,00006001954001,C07AB03,8787,R16CO5Y76E,CHEMBL1200980,2585,DB00195,D00601,atenolol,Atenolol,ATE,阿替洛尔,天诺敏,阿斯利康,国药准字H31020829,17,选择性β1受体阻滞剂,25mg;50mg;100mg,25-100mg,1每日1次;2每日2次,1口服,高血压;心绞痛;心肌梗死,哮喘;严重心动过缓;心源性休克,疲劳;头晕;心动过缓,地高辛;钙通道阻滞剂,可与或不与食物同服,D,肾功能不全时减量,正常剂量,mg,口服,QD,2025-09-30,国家药监局,已验证,中国上市
CV018,CA36894-69-6,0006-0020-54,00006002054001,C07AB12,8788,36OOQ86QM1,CHEMBL1200981,2159,DB01193,D00601,acebutolol,Acebutolol,ACE,醋丁洛尔,醋丁洛尔,赛诺菲,国药准字H31020830,17,选择性β1受体阻滞剂,200mg;400mg,200-800mg,2每日2次,1口服,高血压;心律失常;心绞痛,哮喘;严重心动过缓;心源性休克,疲劳;头晕;心动过缓,地高辛;胰岛素,可与食物同服,B,肾功能不全时减量,肝功能损害时减量,mg,口服,BID,2025-09-30,国家药监局,已验证,中国上市
CV019,CA42200-33-9,0006-0021-54,00006002154001,C07AB04,8789,69PN84IO1A,CHEMBL1200982,2159,DB00521,D00601,carvedilol,Carvedilol,CAR,卡维地洛,达利全,罗氏,国药准字H20000514,17,非选择性β受体阻滞剂,6.25mg;12.5mg;25mg,6.25-50mg,2每日2次,1口服,高血压;心力衰竭,哮喘;严重心动过缓;心源性休克;严重肝功能不全,头晕;疲劳;腹泻;体重增加,地高辛;胰岛素;西咪替丁,餐时服用,C,肾功能不全时谨慎,肝功能损害时禁用,mg,口服,BID,2025-09-30,国家药监局,已验证,中国上市
CV020,CA68377-92-4,0006-0022-54,00006002254001,C07AG02,8790,0J48LPH2TH,CHEMBL1200983,2159,DB01203,D00601,nebivolol,Nebivolol,NEB,奈必洛尔,奈必洛尔,默克,国药准字H20000515,17,高选择性β1受体阻滞剂,2.5mg;5mg;10mg,5-10mg,1每日1次,1口服,高血压;心力衰竭,哮喘;严重心动过缓;心源性休克;严重肝功能不全,疲劳;头痛;头晕,地高辛;西咪替丁,可与或不与食物同服,C,eGFR<30减量,肝功能损害时禁用,mg,口服,QD,2025-09-30,国家药监局,已验证,中国上市
CV021,CA54-31-9,0006-0127-68,00006012768001,C03CA01,9695,7LXU5N7ZO5,CHEMBL1200984,3440,DB00695,D00331,furosemide,Furosemide,FUR,呋塞米,速尿,赛诺菲,国药准字H31020226,17,襻利尿剂,20mg;40mg,20-80mg,1每日1次;2每日2次,1口服;6静脉注射,水肿;高血压;急性肺水肿,无尿;严重低钾血症;肝性脑病前期,低钾血症;低血压;脱水;痛风,地高辛;氨基糖苷类;锂剂,晨起服用避免夜尿,C,正常剂量,肝性脑病风险时谨慎,mg,口服,QD,2025-09-30,国家药监局,已验证,中国上市
