fieldName,fieldNameCN,dataType,description,examples
IgG2,免疫球蛋白G2,Number,IgG2亚型(g/L),3.5
IgG3,免疫球蛋白G3,Number,IgG3亚型(g/L),0.8
IgG4,免疫球蛋白G4,Number,IgG4亚型(g/L),0.6
IgA1,免疫球蛋白A1,Number,IgA1亚型(g/L),2.2
IgA2,免疫球蛋白A2,Number,IgA2亚型(g/L),0.6
kappa,κ轻链,Number,κ轻链水平(mg/L),180
lambda,λ轻链,Number,λ轻链水平(mg/L),95
kappaLambdaRatio,κ/λ比值,Number,κ/λ轻链比值,1.9
rheumatoidFactor,类风湿因子,Number,RF水平(IU/ml),15
ANA,抗核抗体,String,抗核抗体检测,阴性 1:80
antiDNA,抗双链DNA抗体,Number,抗dsDNA抗体(IU/ml),8
antiSm,抗Sm抗体,String,抗Sm抗体检测,阴性
antiSSA,抗SSA抗体,String,抗SSA/Ro抗体,阴性
antiSSB,抗SSB抗体,String,抗SSB/La抗体,阴性
antiScl70,抗Scl-70抗体,String,抗硬皮病抗体,阴性
antiCentromere,抗着丝点抗体,String,抗着丝点抗体,阴性
antiJo1,抗Jo-1抗体,String,抗Jo-1抗体,阴性
antiCCP,抗CCP抗体,Number,抗环瓜氨酸肽抗体(U/ml),5
ANCA,抗中性粒细胞胞质抗体,String,ANCA检测,阴性
antiGBM,抗肾小球基底膜抗体,String,抗GBM抗体,阴性
antiTPO,抗甲状腺过氧化物酶抗体,Number,抗TPO抗体(IU/ml),25
antiTG,抗甲状腺球蛋白抗体,Number,抗TG抗体(IU/ml),15
antiTSHR,抗促甲状腺激素受体抗体,Number,TRAb水平(IU/L),1.2
antiGAD,抗谷氨酸脱羧酶抗体,Number,抗GAD抗体(U/ml),0.5
antiIA2,抗胰岛素瘤相关蛋白2抗体,Number,抗IA-2抗体(U/ml),0.8
antiZnT8,抗锌转运蛋白8抗体,Number,抗ZnT8抗体(U/ml),1.2
antiInsulin,抗胰岛素抗体,Number,IAA水平(U/ml),0.3
CD3,CD3+ T细胞,Number,CD3+T细胞计数(cells/μl),1200
CD4,CD4+ T细胞,Number,CD4+T细胞计数(cells/μl),800
CD8,CD8+ T细胞,Number,CD8+T细胞计数(cells/μl),400
CD4CD8Ratio,CD4/CD8比值,Number,CD4/CD8比值,2.0
CD19,CD19+ B细胞,Number,CD19+B细胞计数(cells/μl),180
CD16CD56,NK细胞,Number,CD16+CD56+NK细胞(cells/μl),220
CD25,CD25+ 活化T细胞,Number,CD25+T细胞计数(cells/μl),85
CD45RO,记忆性T细胞,Number,CD45RO+记忆T细胞(cells/μl),450
CD45RA,初始T细胞,Number,CD45RA+初始T细胞(cells/μl),350
regulatoryTcells,调节性T细胞,Number,Treg细胞计数(cells/μl),45
Th1cells,Th1细胞,Number,Th1细胞百分比(%),25
Th2cells,Th2细胞,Number,Th2细胞百分比(%),15
Th17cells,Th17细胞,Number,Th17细胞百分比(%),8
plasmaCells,浆细胞,Number,浆细胞计数(cells/μl),25
monocytes,单核细胞,Number,单核细胞计数(cells/μl),500
neutrophils,中性粒细胞,Number,中性粒细胞计数(cells/μl),4500
eosinophils,嗜酸性粒细胞,Number,嗜酸性粒细胞计数(cells/μl),150
basophils,嗜碱性粒细胞,Number,嗜碱性粒细胞计数(cells/μl),30
lymphocytes,淋巴细胞,Number,淋巴细胞计数(cells/μl),2000
neutrophilFunction,中性粒细胞功能,String,中性粒细胞功能检测,正常
phagocytosis,吞噬功能,String,细胞吞噬功能评估,正常
chemotaxis,趋化功能,String,细胞趋化功能评估,正常
oxidativeBurst,氧化爆发,String,中性粒细胞氧化爆发,正常
lymphoproliferation,淋巴细胞增殖,String,淋巴细胞增殖反应,正常
delayedHypersensitivity,迟发性过敏反应,String,皮肤迟发性过敏试验,正常
immunoglobulinProduction,免疫球蛋白产生,String,体外免疫球蛋白产生,正常
complementFunction,补体功能,String,补体溶血功能检测,正常
myeloperoxidase,髓过氧化物酶,Number,MPO活性(U/L),45
lactateDehydrogenase,乳酸脱氢酶,Number,LDH水平(U/L),180
lysozyme,溶菌酶,Number,血清溶菌酶(mg/L),8.5
lactoferrin,乳铁蛋白,Number,乳铁蛋白水平(μg/ml),85
defensins,防御素,Number,α-防御素水平(ng/ml),25
cathelicidin,抗菌肽,Number,LL-37水平(ng/ml),15
secretoryIgA,分泌型IgA,Number,sIgA水平(mg/L),280
interferonAlpha,干扰素α,Number,IFN-α水平(pg/ml),8.5
interferonBeta,干扰素β,Number,IFN-β水平(pg/ml),5.2
NKCellActivity,NK细胞活性,Number,NK细胞杀伤活性(%),35
antibodyResponse,抗体应答,String,疫苗抗体应答评估,正常
cellularImmunity,细胞免疫,String,细胞免疫功能评估,正常
humoralImmunity,体液免疫,String,体液免疫功能评估,正常
innateImmunity,先天免疫,String,先天免疫功能评估,正常
adaptiveImmunity,适应性免疫,String,适应性免疫功能评估,正常
immunosenescence,免疫衰老,String,免疫衰老标志物评估,轻度
chronicInflammation,慢性炎症,String,慢性炎症状态评估,轻度
autoimmunity,自身免疫,String,自身免疫反应评估,无明显异常
immuneComplexes,免疫复合物,String,循环免疫复合物检测,阴性
complementDeposition,补体沉积,String,组织补体沉积检测,无
tissueInflammation,组织炎症,String,组织炎症程度评估,轻度
systemicInflammation,全身炎症,String,全身炎症反应评估,轻度
metabolicInflammation,代谢性炎症,String,代谢相关炎症评估,存在
inflammatoryBurden,炎症负荷,String,整体炎症负荷评估,中等
immuneBalance,免疫平衡,String,免疫系统平衡状态,基本平衡
riskAssessment,风险评估,String,免疫炎症相关风险评估,中等风险
prognosticFactors,预后因素,String,影响预后的因素分析,炎症控制良好
treatmentResponse,治疗反应,String,抗炎治疗反应评估,良好
followUpPlan,随访计划,String,后续随访监测计划,3个月后复查
lifestyleFactors,生活方式因素,String,影响免疫炎症的生活因素,需改善饮食结构
environmentalFactors,环境因素,String,环境对免疫炎症的影响,轻度影响
geneticFactors,遗传因素,String,遗传易感性评估,中等易感性
comorbidities,合并症,String,相关合并疾病情况,糖尿病高血压
medicationEffects,药物影响,String,药物对免疫系统的影响,无明显影响
nutritionalStatus,营养状态,String,营养状况对免疫的影响,良好
exerciseImpact,运动影响,String,运动对免疫炎症的影响,有益
stressFactors,应激因素,String,心理应激对免疫的影响,轻度影响
sleepQuality,睡眠质量,String,睡眠对免疫功能的影响,基本正常
ageRelatedChanges,年龄相关变化,String,年龄对免疫系统的影响,符合年龄特点
genderFactors,性别因素,String,性别对免疫反应的影响,符合性别特点
seasonalVariation,季节变化,String,季节对免疫功能的影响,春季检测
clinicalCorrelation,临床相关性,String,检测结果与临床症状相关性,基本相符
therapeuticImplications,治疗意义,String,检测结果的治疗指导意义,建议抗炎治疗
monitoringStrategy,监测策略,String,后续监测策略建议,定期复查炎症指标
preventiveStrategy,预防策略,String,免疫炎症预防策略,生活方式干预
educationalNeeds,教育需求,String,患者健康教育需求,免疫营养知识
diagnosisImpression,诊断印象,String,初步诊断和评估结论,轻度慢性炎症伴免疫功能轻度下降
recommendation,建议,String,治疗和管理建议,抗炎治疗生活方式调整定期随访
