字段名(英文),字段名(中文),数据类型,描述,示例
staging.tnm,分期.TNM综合分期,String,"**IA**: T1N0M0,5年生存率50-70%<br>**IB**: T2N0M0<br>**IIA**: T3N0M0<br>**IIB**: T1-3N1M0<br>**III**: T4或N2<br>**IV**: M1,5年生存率<5%",IIB期(T2N1M0)

# 可切除性评估 (NCCN分类)
resectability.status,可切除性.状态,String,"**可切除**: 无血管侵犯,无转移<br>**交界可切除**: 静脉<180°受累或短段动脉接触<br>**局部晚期**: 动脉>180°包绕<br>**转移性**: 远处转移",交界可切除
resectability.sma,可切除性.肠系膜上动脉,String,"**SMA**: Superior Mesenteric Artery<br>**无接触**: 可切除<br>**>180°包绕**: 不可切除",<180°接触
resectability.celiacAxis,可切除性.腹腔干,String,"**CA**: Celiac Axis<br>**>180°包绕或短段闭塞**: 不可切除",无侵犯
resectability.hepaticArtery,可切除性.肝总动脉,String,"**CHA**: Common Hepatic Artery<br>**短段侵犯**: 可能可切除重建",无侵犯
resectability.smv,可切除性.肠系膜上静脉,String,"**SMV**: Superior Mesenteric Vein<br>**单侧狭窄<180°**: 交界可切除<br>**闭塞不能重建**: 不可切除",单侧<180°受累,可重建
resectability.pv,可切除性.门静脉,String,"**PV**: Portal Vein<br>**可行静脉切除重建**: 交界可切除",部分受累

# 治疗方案
treatment.surgery.performed,治疗.手术.是否实施,Boolean,"**根治性切除**: 唯一可能治愈的方法<br>**仅15-20%患者**: 诊断时可切除",true
treatment.surgery.type,治疗.手术.术式,String,"**Whipple(胰十二指肠切除)**: 胰头癌<br>**胰体尾+脾切除**: 胰体尾癌<br>**全胰切除**: 弥漫性病变",Whipple手术(胰十二指肠切除术)
treatment.surgery.date,治疗.手术.日期,Date,手术实施日期,2025-04-15
treatment.surgery.margin,治疗.手术.切缘状态,String,"**R0**: 切缘阴性,预后最好<br>**R1**: 镜下阳性,中位生存27月<br>**R2**: 肉眼阳性,预后差",R0切除
treatment.surgery.lymphNodes,治疗.手术.淋巴结清扫数,Number,"**建议≥15个**: 准确分期<br>**清扫数量**: 与预后相关",18
treatment.surgery.complications,治疗.手术.并发症,String,"**胰瘘**: 10-30%(最常见)<br>**出血**: 5-10%<br>**胃排空延迟**: 20-40%",无严重并发症

treatment.neoadjuvant,治疗.新辅助治疗,Boolean,"**交界可切除**: 推荐新辅助化疗±放疗<br>**目的**: 降期,提高R0切除率",true
treatment.neoadjuvant.regimen,治疗.新辅助治疗.方案,String,"**FOLFIRINOX**: mFOLFIRINOX 4-6周期<br>**Gem/Abraxane**: 吉西他滨+白蛋白紫杉醇",mFOLFIRINOX×4周期
treatment.neoadjuvant.response,治疗.新辅助治疗.疗效,String,"**PR**: 部分缓解<br>**SD**: 疾病稳定<br>**PD**: 疾病进展",PR(肿瘤缩小40%)

treatment.adjuvant,治疗.辅助治疗,Boolean,"**术后辅助化疗**: 推荐所有R0/R1切除患者<br>**开始时间**: 术后8-12周内",true
treatment.adjuvant.regimen,治疗.辅助治疗.方案,String,"**mFOLFIRINOX**: 一线推荐,6个月<br>**Gem/Capecitabine**: 吉西他滨+卡培他滨,6个月<br>**单药Gem**: 体能状态差者",mFOLFIRINOX×12周期

treatment.palliative.chemo,治疗.晚期化疗.方案,String,"**FOLFIRINOX**: 一线(体能状态好,ECOG 0-1)<br>**Gem/nab-paclitaxel**: 一线(ECOG 1-2)<br>**单药Gem**: 二线/体能状态差",FOLFIRINOX
treatment.palliative.chemo.cycles,治疗.晚期化疗.周期数,Number,已完成化疗周期数,8
treatment.palliative.chemo.response,治疗.晚期化疗.疗效评价,String,"**CR**: 完全缓解<br>**PR**: 部分缓解<br>**SD**: 疾病稳定<br>**PD**: 疾病进展",SD

treatment.palliative.biliary,治疗.姑息治疗.胆道引流,Boolean,"**ERCP支架**: 内镜下支架置入<br>**PTCD**: 经皮肝穿刺引流<br>**适应症**: 梗阻性黄疸,胆管炎",true
treatment.palliative.biliary.method,治疗.姑息治疗.引流方式,String,"**金属支架**: 开放性好,维持时间长<br>**塑料支架**: 易堵塞,需定期更换",ERCP金属支架置入
treatment.palliative.pain,治疗.姑息治疗.疼痛控制,String,"**三阶梯镇痛**: WHO方案<br>**神经丛阻滞**: 腹腔神经丛酒精注射<br>**放疗**: 局部缓解疼痛",阿片类镇痛+腹腔神经丛阻滞

# 转移情况
metastasis.liver,转移.肝转移,Boolean,"**最常见转移部位**: 50-60%晚期患者<br>**预后**: 中位生存6-11个月",false
metastasis.liver.number,转移.肝转移.病灶数,Number,肝转移灶数量,0
metastasis.peritoneal,转移.腹膜转移,Boolean,"**腹膜种植**: 20-30%晚期患者<br>**腹水**: 癌性腹水,预后差",false
metastasis.lung,转移.肺转移,Boolean,"**肺转移**: 10-20%晚期患者<br>**血行转移**: 提示晚期",false
metastasis.ascites,转移.腹水,Boolean,"**癌性腹水**: 腹膜转移常见表现<br>**细胞学检查**: 确诊",false

# 随访与预后
followUp.ca199.trend,随访.CA19-9.趋势,String,"**持续下降**: 治疗有效<br>**持续升高**: 复发/进展<br>**建议**: 每2-3月检测",下降后稳定
followUp.imaging.interval,随访.影像学.间隔,String,"**术后2年内**: 每3-6个月CT<br>**2-5年**: 每6-12个月<br>**>5年**: 每年",每3个月
followUp.recurrence,随访.复发,Boolean,"**局部复发**: 20-30%<br>**远处转移**: 40-50%<br>**中位复发时间**: 12-18个月",false
followUp.recurrence.site,随访.复发.部位,String,"**肝**: 最常见<br>**局部**: 残胰、吻合口<br>**腹膜**: 种植",无

prognosis.resectable,预后.可切除患者,String,"**R0切除**: 中位生存24-30个月,5年生存率20-30%<br>**R1切除**: 中位生存15-20个月,5年生存率10-15%",预计中位生存24个月
prognosis.borderline,预后.交界可切除患者,String,"**新辅助后切除**: 5年生存率10-20%<br>**未能切除**: 中位生存12-18个月",新辅助治疗后评估
prognosis.unresectable,预后.局部晚期患者,String,"**化疗**: 中位生存10-12个月<br>**单纯支持**: 中位生存4-6个月",计划FOLFIRINOX化疗
prognosis.metastatic,预后.转移性患者,String,"**FOLFIRINOX**: 中位生存11.1个月<br>**Gem/nab-P**: 中位生存8.5个月<br>**单药Gem**: 中位生存6.8个月<br>**5年生存率**: <5%",预计中位生存8-12个月

# 危险因素
riskFactors.smoking,危险因素.吸烟史,Boolean,"**OR 2.2**: 吸烟者风险增加<br>**戒烟10年**: 风险降至正常",true
riskFactors.smoking.packYears,危险因素.吸烟.包年,Number,吸烟包年数(每日包数×年数),30
riskFactors.diabetes,危险因素.糖尿病,Boolean,"**长期DM**: 风险增加2倍<br>**新发DM**: 可能是胰腺癌表现",true
riskFactors.diabetes.duration,危险因素.糖尿病.病程,Number,糖尿病病程(年),2
riskFactors.chronicPancreatitis,危险因素.慢性胰腺炎,Boolean,"**风险增加**: 13-16倍<br>**遗传性胰腺炎**: 风险更高",false
riskFactors.familyHistory,危险因素.家族史,Boolean,"**一级亲属**: 风险增加2-3倍<br>**≥2位亲属**: 考虑遗传性胰腺癌综合征",false
riskFactors.obesity,危险因素.肥胖,Boolean,"**BMI>30**: 风险增加<br>**中心性肥胖**: 相关性更强",true
riskFactors.bmi,危险因素.BMI,Number,体重指数(kg/m²),28.5

# 基因检测
genetics.brca,基因检测.BRCA1/2,String,"**BRCA突变**: 5-10%胰腺癌<br>**铂类敏感**: PARP抑制剂有效<br>**建议**: 所有患者检测",阴性
genetics.mismatch,基因检测.错配修复基因,String,"**dMMR/MSI-H**: 免疫治疗敏感<br>**MLH1/MSH2/MSH6/PMS2**: 检测",pMMR
genetics.kras,基因检测.KRAS,String,"**KRAS突变**: 90%胰腺癌<br>**G12C突变**: 靶向药物研发中",KRAS G12D突变
genetics.tp53,基因检测.TP53,String,"**TP53突变**: 50-75%胰腺癌<br>**预后**: 提示侵袭性强",突变
genetics.cdkn2a,基因检测.CDKN2A,String,"**CDKN2A/p16**: 95%胰腺癌失活<br>**家族性黑色素瘤**: CDKN2A种系突变",失活

# 多学科团队 (MDT)
mdt.discussion,MDT.讨论,Boolean,"**推荐**: 所有新诊断患者MDT讨论<br>**成员**: 外科、肿瘤内科、放疗科、影像科、病理科、营养科",true
mdt.date,MDT.讨论日期,Date,多学科团队讨论日期,2025-03-20
mdt.recommendation,MDT.推荐方案,String,MDT讨论后推荐治疗方案,新辅助mFOLFIRINOX 4周期后评估手术

# 营养支持
nutrition.albumin,营养.白蛋白,Number,"血清白蛋白(g/L)。<br>**<30**: 营养不良<br>**<25**: 严重营养不良",32
nutrition.support,营养.营养支持,String,"**口服**: 高蛋白高热量饮食<br>**肠内**: 鼻饲/空肠造瘘<br>**肠外**: 静脉营养<br>**胰酶替代**: 改善消化吸收",口服营养补充+胰酶替代
nutrition.pancreaticEnzyme,营养.胰酶替代,Boolean,"**外分泌功能不全**: 补充胰酶<br>**改善**: 脂肪泻、营养吸收",true

# 其他实验室指标
labs.bilirubin.total,实验室.总胆红素,Number,"总胆红素(μmol/L)。<br>**正常**: <21<br>**梗阻性黄疸**: 显著升高",180
labs.bilirubin.direct,实验室.直接胆红素,Number,"直接胆红素(μmol/L)。<br>**>17**: 升高<br>**直接/总>0.5**: 梗阻性黄疸",150
labs.alt,实验室.ALT,Number,丙氨酸转氨酶(U/L),正常<40,85
labs.ast,实验室.AST,Number,天冬氨酸转氨酶(U/L),正常<40,78
labs.alp,实验室.碱性磷酸酶,Number,"ALP(U/L)。<br>**正常**: <120<br>**胆道梗阻**: 显著升高",450
labs.ggt,实验室.GGT,Number,γ-谷氨酰转肽酶(U/L),正常<50,胆道梗阻时升高,380
labs.amylase,实验室.淀粉酶,Number,血清淀粉酶(U/L),正常25-125,可正常或轻度升高,95
labs.lipase,实验室.脂肪酶,Number,血清脂肪酶(U/L),正常13-60,可正常或轻度升高,120

performanceStatus,体能状态.ECOG评分,Number,"**0**: 完全活动<br>**1**: 限制重体力<br>**2**: 生活自理,>50%时间卧床<br>**3**: 有限自理,>50%时间卧床<br>**4**: 完全失能",1

notes,备注,String,其他重要临床信息,患者一般情况尚可,积极配合治疗
