fieldName,fieldNameCN,dataType,description,examples
nickel,镍,Number,血镍水平(μg/L),2.1
aluminum,铝,Number,血铝水平(μg/L),12.5
copper,铜,Number,血铜水平(μg/dL),95
zinc,锌,Number,血锌水平(μg/dL),88
iron,铁,Number,血铁水平(μg/dL),125
manganese,锰,Number,血锰水平(μg/L),8.5
selenium,硒,Number,血硒水平(μg/L),85
thallium,铊,Number,尿铊水平(μg/L),0.5
tin,锡,Number,血锡水平(μg/L),1.8
uranium,铀,Number,尿铀水平(μg/L),0.08
organicPollutants,有机污染物,String,有机污染物检测,有机污染物检测
pesticides,农药,String,农药残留检测,农药残留检测
organochlorides,有机氯农药,Number,有机氯农药(ng/ml),3.5
organophosphates,有机磷农药,Number,有机磷农药代谢产物(μg/L),28.5
carbamates,氨基甲酸酯,Number,氨基甲酸酯代谢产物(μg/L),15.2
pyrethroids,拟除虫菊酯,Number,拟除虫菊酯代谢产物(μg/L),8.8
triazines,三嗪类,Number,三嗪类代谢产物(μg/L),5.2
phenoxyherbicides,苯氧除草剂,Number,苯氧除草剂代谢产物(μg/L),12.5
glyphosate,草甘膦,Number,草甘膦水平(μg/L),18.5
atrazine,莠去津,Number,莠去津水平(μg/L),2.8
2_4_D,2,4-D,Number,2,4-D水平(μg/L),1.5
DDT,DDT,Number,DDT及代谢产物(ng/ml),1.8
DDE,DDE,Number,DDE水平(ng/ml),2.5
chlordane,氯丹,Number,氯丹水平(ng/ml),0.8
aldrin,艾氏剂,Number,艾氏剂水平(ng/ml),0.3
dieldrin,狄氏剂,Number,狄氏剂水平(ng/ml),0.5
endrin,异狄氏剂,Number,异狄氏剂水平(ng/ml),0.2
heptachlor,七氯,Number,七氯水平(ng/ml),0.4
mirex,灭蚁灵,Number,灭蚁灵水平(ng/ml),0.1
volatileOrganicCompounds,挥发性有机化合物,String,VOCs检测,VOCs检测
benzene,苯,Number,血苯水平(μg/L),1.2
toluene,甲苯,Number,血甲苯水平(μg/L),2.8
xylene,二甲苯,Number,血二甲苯水平(μg/L),1.8
ethylbenzene,乙苯,Number,血乙苯水平(μg/L),0.8
styrene,苯乙烯,Number,血苯乙烯水平(μg/L),0.5
formaldehyde,甲醛,Number,尿甲醛代谢产物(μg/L),25.8
acetaldehyde,乙醛,Number,血乙醛水平(μg/L),3.5
chloroform,氯仿,Number,血氯仿水平(μg/L),0.8
carbonTetrachloride,四氯化碳,Number,血四氯化碳水平(μg/L),0.3
trichloroethylene,三氯乙烯,Number,血三氯乙烯水平(μg/L),0.5
perchloroethylene,全氯乙烯,Number,血全氯乙烯水平(μg/L),0.8
dichloromethane,二氯甲烷,Number,血二氯甲烷水平(μg/L),1.2
polycyclicAromaticHydrocarbons,多环芳烃,String,PAHs检测,多环芳烃检测
benzo_a_pyrene,苯并芘,Number,尿苯并芘代谢产物(ng/L),18.5
naphthalene,萘,Number,尿萘代谢产物(ng/L),285
phenanthrene,菲,Number,尿菲代谢产物(ng/L),125
anthracene,蒽,Number,尿蒽代谢产物(ng/L),85
fluorene,芴,Number,尿芴代谢产物(ng/L),65
pyrene,芘,Number,尿芘代谢产物(ng/L),158
chrysene,屈,Number,尿屈代谢产物(ng/L),45
benz_a_anthracene,苯并蒽,Number,尿苯并蒽代谢产物(ng/L),28
fluoranthene,荧蒽,Number,尿荧蒽代谢产物(ng/L),95
polychlorinatedBiphenyls,多氯联苯,String,PCBs检测,多氯联苯检测
PCB_118,PCB-118,Number,PCB-118水平(ng/g脂),2.8
PCB_138,PCB-138,Number,PCB-138水平(ng/g脂),3.5
PCB_153,PCB-153,Number,PCB-153水平(ng/g脂),4.2
PCB_180,PCB-180,Number,PCB-180水平(ng/g脂),1.8
totalPCBs,总PCBs,Number,总PCBs水平(ng/g脂),15.8
dioxins,二噁英,String,二噁英检测,二噁英检测
TCDD,TCDD,Number,TCDD水平(pg/g脂),2.5
totalTEQ,总毒性当量,Number,总TEQ水平(pg/g脂),8.5
furans,呋喃,String,呋喃检测,呋喃检测
phthalates,邻苯二甲酸酯,String,塑化剂检测,塑化剂检测
DEHP,DEHP,Number,DEHP代谢产物(μg/L),85.5
DBP,DBP,Number,DBP代谢产物(μg/L),28.5
DEP,DEP,Number,DEP代谢产物(μg/L),15.8
BBP,BBP,Number,BBP代谢产物(μg/L),12.5
DMP,DMP,Number,DMP代谢产物(μg/L),8.8
DINP,DINP,Number,DINP代谢产物(μg/L),45.2
DIDP,DIDP,Number,DIDP代谢产物(μg/L),18.5
bisphenolA,双酚A,Number,双酚A水平(μg/L),2.8
bisphenolS,双酚S,Number,双酚S水平(μg/L),1.5
bisphenolF,双酚F,Number,双酚F水平(μg/L),0.8
parabens,对羟基苯甲酸酯,String,防腐剂检测,防腐剂检测
methylParaben,甲基对羟基苯甲酸酯,Number,甲基对羟基苯甲酸酯(μg/L),45.8
ethylParaben,乙基对羟基苯甲酸酯,Number,乙基对羟基苯甲酸酯(μg/L),18.5
propylParaben,丙基对羟基苯甲酸酯,Number,丙基对羟基苯甲酸酯(μg/L),8.5
butylParaben,丁基对羟基苯甲酸酯,Number,丁基对羟基苯甲酸酯(μg/L),3.2
triclosan,三氯生,Number,三氯生水平(μg/L),12.5
triclocarban,三氯卡班,Number,三氯卡班水平(μg/L),5.8
PFAS,全氟化合物,String,全氟化合物检测,全氟化合物检测
PFOA,全氟辛酸,Number,PFOA水平(ng/ml),3.8
PFOS,全氟辛烷磺酸,Number,PFOS水平(ng/ml),5.2
PFNA,全氟壬酸,Number,PFNA水平(ng/ml),1.8
PFHxS,全氟己烷磺酸,Number,PFHxS水平(ng/ml),2.5
PFDA,全氟癸酸,Number,PFDA水平(ng/ml),0.8
endocrineDisruptors,内分泌干扰物,String,内分泌干扰物综合评估,内分泌干扰物评估
estrogenicActivity,雌激素样活性,String,雌激素样活性评估,轻度雌激素样活性
androgenicActivity,雄激素样活性,String,雄激素样活性评估,无明显雄激素样活性
thyroidDisruption,甲状腺干扰,String,甲状腺干扰评估,轻度甲状腺干扰
adrenalDisruption,肾上腺干扰,String,肾上腺干扰评估,无明显肾上腺干扰
reproductiveHormoneDisruption,生殖激素干扰,String,生殖激素干扰评估,轻度生殖激素干扰
metabolicDisruption,代谢干扰,String,代谢干扰评估,中度代谢干扰
obesogenicEffects,致肥胖效应,String,致肥胖效应评估,轻度致肥胖效应
diabetogenicEffects,致糖尿病效应,String,致糖尿病效应评估,轻度致糖尿病效应
airPollutionExposure,空气污染暴露,String,空气污染暴露评估,中度空气污染暴露
PM2_5,PM2.5,Number,个人PM2.5暴露(μg/m³),45.8
PM10,PM10,Number,个人PM10暴露(μg/m³),85.5
ozone,臭氧,Number,臭氧暴露(μg/m³),125.8
nitrogenDioxide,二氧化氮,Number,二氧化氮暴露(μg/m³),58.5
sulfurDioxide,二氧化硫,Number,二氧化硫暴露(μg/m³),28.5
carbonMonoxide,一氧化碳,Number,一氧化碳暴露(mg/m³),8.5
blackCarbon,黑碳,Number,黑碳暴露(μg/m³),15.8
ultrafineparticles,超细颗粒,Number,超细颗粒暴露(个/cm³),25000
pollenExposure,花粉暴露,String,花粉暴露评估,春季花粉暴露
moldExposure,霉菌暴露,String,霉菌暴露评估,轻度霉菌暴露
bacterialEndotoxin,细菌内毒素,Number,内毒素暴露(EU/m³),2.5
dustMites,尘螨,String,尘螨暴露评估,轻度尘螨暴露
cockroachAllergen,蟑螂过敏原,String,蟑螂过敏原暴露,无蟑螂过敏原暴露
petDander,宠物皮屑,String,宠物皮屑暴露,无宠物皮屑暴露
indoorAirQuality,室内空气质量,String,室内空气质量评估,室内空气质量一般
ventilation,通风,String,通风情况评估,通风不足
humidity,湿度,Number,室内湿度(%),65
temperature,温度,Number,室内温度(°C),22
radon,氡,Number,氡暴露(Bq/m³),85
asbestos,石棉,String,石棉暴露评估,无石棉暴露
leadPaint,含铅油漆,String,含铅油漆暴露,无含铅油漆暴露
waterQuality,水质,String,饮用水质量评估,饮用水质量良好
chlorine,氯,Number,饮用水余氯(mg/L),0.5
fluoride,氟化物,Number,饮用水氟化物(mg/L),0.8
nitrates,硝酸盐,Number,饮用水硝酸盐(mg/L),8.5
arsenic_water,水中砷,Number,饮用水砷(μg/L),5.2
lead_water,水中铅,Number,饮用水铅(μg/L),2.8
mercury_water,水中汞,Number,饮用水汞(μg/L),0.5
pesticides_water,水中农药,String,饮用水农药残留,无检出农药残留
bacteria,细菌,String,饮用水细菌,无致病菌检出
viruses,病毒,String,饮用水病毒,无病毒检出
parasites,寄生虫,String,饮用水寄生虫,无寄生虫检出
trihalomethanes,三卤甲烷,Number,饮用水三卤甲烷(μg/L),25.8
haloacenticAcids,卤乙酸,Number,饮用水卤乙酸(μg/L),18.5
disinfectionByproducts,消毒副产物,String,消毒副产物评估,消毒副产物在安全范围
pharmaceuticals,药物残留,String,饮用水药物残留,无药物残留检出
microplastics,微塑料,String,饮用水微塑料,轻度微塑料污染
foodContaminants,食物污染物,String,食物污染物评估,食物污染物评估
foodPesticides,食物农药残留,String,食物农药残留评估,食物农药残留在安全范围
foodHeavyMetals,食物重金属,String,食物重金属评估,海鱼汞含量稍高
foodAdditives,食品添加剂,String,食品添加剂评估,食品添加剂正常
foodPackaging,食品包装,String,食品包装污染物,塑料包装使用较多
mycotoxins,霉菌毒素,String,霉菌毒素评估,无明显霉菌毒素暴露
aflatoxin,黄曲霉毒素,Number,黄曲霉毒素B1(ng/kg),0.8
ochratoxin,赭曲霉毒素,Number,赭曲霉毒素A(ng/kg),1.2
deoxynivalenol,脱氧雪腐镰刀菌烯醇,Number,DON(ng/kg),58.5
fumonisins,伏马毒素,Number,伏马毒素B1(ng/kg),125.8
zearalenone,玉米赤霉烯酮,Number,玉米赤霉烯酮(ng/kg),18.5
patulin,棒曲霉素,Number,棒曲霉素(ng/kg),8.5
organicFood,有机食品,String,有机食品摄入评估,有机食品摄入不足
processedFood,加工食品,String,加工食品摄入评估,加工食品摄入较多
fastFood,快餐,String,快餐摄入评估,快餐摄入适量
smokedFood,熏制食品,String,熏制食品摄入评估,熏制食品摄入较少
cannedFood,罐装食品,String,罐装食品摄入评估,罐装食品摄入适量
frozenFood,冷冻食品,String,冷冻食品摄入评估,冷冻食品摄入适量
seafood,海产品,String,海产品摄入评估,海产品摄入较多
meat,肉类,String,肉类摄入评估,肉类摄入适量
dairy,乳制品,String,乳制品摄入评估,乳制品摄入适量
vegetables,蔬菜,String,蔬菜摄入评估,蔬菜摄入不足
fruits,水果,String,水果摄入评估,水果摄入适量
grains,谷物,String,谷物摄入评估,谷物摄入适量
occupationalExposure职业暴露,职业暴露评估,String,职业暴露详细评估,化工职业暴露
chemicalExposure,化学品暴露,String,职业化学品暴露,有机溶剂暴露
solvents,有机溶剂,String,有机溶剂暴露,中度有机溶剂暴露
metals,金属,String,职业金属暴露,轻度金属暴露
dusts,粉尘,String,职业粉尘暴露,轻度粉尘暴露
fumes,烟雾,String,职业烟雾暴露,轻度烟雾暴露
gases,气体,String,职业有害气体暴露,轻度气体暴露
radiation,辐射,String,职业辐射暴露,无明显辐射暴露
noise,噪声,String,职业噪声暴露,中度噪声暴露
vibration,振动,String,职业振动暴露,轻度振动暴露
temperature,职业温度,String,职业温度暴露,高温暴露
ergonomicFactors,人体工学因素,String,职业人体工学因素,长期站立工作
shiftWork,倒班工作,String,倒班工作影响,无倒班工作
workStress,工作压力,String,工作压力评估,工作压力较大
personalProtectiveEquipment,个人防护设备,String,个人防护设备使用,防护设备使用不足
safetyTraining,安全培训,String,安全培训情况,安全培训不足
workplaceVentilation,工作场所通风,String,工作场所通风情况,通风不足
householdExposure,家庭暴露,String,家庭环境暴露评估,家庭环境暴露评估
cleaningProducts,清洁用品,String,清洁用品使用,常规清洁用品使用
pesticidesIndoor,室内杀虫剂,String,室内杀虫剂使用,偶尔使用杀虫剂
airFresheners,空气清新剂,String,空气清新剂使用,偶尔使用空气清新剂
furniture,家具,String,家具污染物释放,新家具甲醛释放
flooring,地板,String,地板污染物释放,复合地板甲醛释放
paint,油漆,String,油漆污染物释放,新装修油漆释放
cookingFumes,烹饪油烟,String,烹饪油烟暴露,中式烹饪油烟暴露
heatingFuel,取暖燃料,String,取暖燃料暴露,天然气取暖
tobacco,烟草,String,烟草暴露,已戒烟无被动吸烟
incense,香烟,String,香烟暴露,无香烟暴露
candles,蜡烛,String,蜡烛使用,偶尔使用蜡烛
hobbies,爱好活动,String,爱好相关暴露,园艺活动农药暴露
gardening,园艺,String,园艺活动暴露,使用农药化肥
crafts,手工艺,String,手工艺活动暴露,无手工艺暴露
automotive,汽车维修,String,汽车维修暴露,无汽车维修暴露
photography,摄影,String,摄影化学品暴露,无摄影化学品暴露
painting,绘画,String,绘画颜料暴露,偶尔使用油画颜料
woodworking,木工,String,木工活动暴露,无木工活动暴露
metabolism代谢影响,代谢影响评估,String,环境因素对代谢影响综合评估,环境因素中度影响代谢
glucoseMetabolism,糖代谢影响,String,环境因素对糖代谢影响,环境因素轻度影响糖代谢
lipidMetabolism,脂代谢影响,String,环境因素对脂代谢影响,环境因素轻度影响脂代谢
proteinMetabolism,蛋白代谢影响,String,环境因素对蛋白代谢影响,环境因素对蛋白代谢影响轻微
energyMetabolism,能量代谢影响,String,环境因素对能量代谢影响,环境因素影响能量代谢
mitochondrialFunction,线粒体功能影响,String,环境因素对线粒体功能影响,环境因素轻度影响线粒体功能
oxidativeStress,氧化应激影响,String,环境因素诱导氧化应激,环境因素诱导轻度氧化应激
inflammation,炎症影响,String,环境因素诱导炎症,环境因素诱导轻度炎症
immuneFunction,免疫功能影响,String,环境因素对免疫功能影响,环境因素轻度影响免疫功能
endocrineFunction,内分泌功能影响,String,环境因素对内分泌功能影响,环境因素中度影响内分泌功能
neurologicalFunction,神经功能影响,String,环境因素对神经功能影响,环境因素轻度影响神经功能
cardiovascularFunction,心血管功能影响,String,环境因素对心血管功能影响,环境因素轻度影响心血管功能
renalFunction,肾功能影响,String,环境因素对肾功能影响,环境因素对肾功能影响轻微
hepaticFunction,肝功能影响,String,环境因素对肝功能影响,环境因素轻度影响肝功能
reproductiveFunction,生殖功能影响,String,环境因素对生殖功能影响,环境因素轻度影响生殖功能
developmentalEffects,发育影响,String,环境因素对发育影响,无发育期暴露
carcinogenicRisk,致癌风险,String,环境致癌风险评估,低致癌风险
mutagenicity,致突变性,String,环境致突变风险,低致突变风险
teratogenicity,致畸性,String,环境致畸风险,低致畸风险
neurotoxicity,神经毒性,String,环境神经毒性风险,轻度神经毒性风险
hepatotoxicity,肝毒性,String,环境肝毒性风险,轻度肝毒性风险
nephrotoxicity,肾毒性,String,环境肾毒性风险,轻度肾毒性风险
cardiotoxicity,心脏毒性,String,环境心脏毒性风险,轻度心脏毒性风险
pulmonaryToxicity,肺毒性,String,环境肺毒性风险,轻度肺毒性风险
dermatotoxicity,皮肤毒性,String,环境皮肤毒性风险,轻度皮肤毒性风险
immunotoxicity,免疫毒性,String,环境免疫毒性风险,轻度免疫毒性风险
endocrineToxicity,内分泌毒性,String,环境内分泌毒性风险,中度内分泌毒性风险
reproductiveToxicity,生殖毒性,String,环境生殖毒性风险,轻度生殖毒性风险
detoxificationCapacity,解毒能力,String,机体解毒能力评估,解毒能力良好
phase1Detoxification,I相解毒,String,I相解毒酶活性,I相解毒酶活性正常
phase2Detoxification,II相解毒,String,II相解毒酶活性,II相解毒酶活性轻度下降
glutathioneStatus,谷胱甘肽状态,String,谷胱甘肽状态评估,谷胱甘肽水平正常
antioxidantCapacity,抗氧化能力,String,抗氧化能力评估,抗氧化能力轻度下降
methylationCapacity,甲基化能力,String,甲基化能力评估,甲基化能力正常
sulfationCapacity,硫酸化能力,String,硫酸化能力评估,硫酸化能力正常
glucuronidationCapacity,葡糖醛酸化能力,String,葡糖醛酸化能力评估,葡糖醛酸化能力正常
acetylatyionCapacity,乙酰化能力,String,乙酰化能力评估,乙酰化能力正常
geneticSusceptibility,遗传易感性,String,环境毒物遗传易感性,遗传易感性评估
CYP450Polymorphisms,CYP450多态性,String,CYP450基因多态性,CYP450多态性检测
GSTPolymorphisms,GST多态性,String,谷胱甘肽转移酶多态性,GST多态性检测
NAT2Polymorphisms,NAT2多态性,String,N-乙酰转移酶2多态性,NAT2多态性检测
PON1Polymorphisms,PON1多态性,String,对氧磷酶1多态性,PON1多态性检测
transporterPolymorphisms,转运体多态性,String,转运体基因多态性,转运体多态性检测
DNARepairGenes,DNA修复基因,String,DNA修复基因多态性,DNA修复基因多态性检测
epigeneticChanges,表观遗传学变化,String,环境诱导表观遗传学变化,表观遗传学变化评估
DNAMethylation,DNA甲基化,String,DNA甲基化模式变化,DNA甲基化轻度异常
histoneModifications,组蛋白修饰,String,组蛋白修饰变化,组蛋白修饰正常
microRNAExpression,微小RNA表达,String,微小RNA表达变化,微小RNA表达轻度异常
chromatinStructure,染色质结构,String,染色质结构变化,染色质结构正常
geneExpression,基因表达,String,环境相关基因表达变化,基因表达轻度异常
biomarkers,生物标志物,String,环境暴露生物标志物,生物标志物检测
DNADamage,DNA损伤,String,DNA损伤标志物,DNA损伤轻度增加
proteinAddructs,蛋白质加合物,String,蛋白质加合物检测,蛋白质加合物轻度增加
lipidPeroxidation,脂质过氧化,String,脂质过氧化标志物,脂质过氧化轻度增加
8_OHdG,8-羟基脱氧鸟苷,Number,8-OHdG水平(ng/mg肌酐),8.5
malondialdehyde,丙二醛,Number,MDA水平(nmol/ml),6.8
F2_isoprostanes,F2异前列腺素,Number,F2异前列腺素(pg/ml),285
micronuclei,微核,String,微核试验,微核频率轻度增加
chromosomeAberrations,染色体畸变,String,染色体畸变检测,无明显染色体畸变
SCE,姐妹染色单体交换,String,姐妹染色单体交换,SCE频率正常
cometAssay,彗星试验,String,单细胞凝胶电泳,DNA尾矩轻度增加
cellularBiomarkers,细胞生物标志物,String,细胞生物标志物检测,细胞生物标志物异常
apoptosis,细胞凋亡,String,细胞凋亡标志物,细胞凋亡轻度增加
cellProliferation,细胞增殖,String,细胞增殖标志物,细胞增殖正常
cellCycleArrest,细胞周期阻滞,String,细胞周期阻滞标志物,细胞周期正常
cellularStress,细胞应激,String,细胞应激标志物,细胞应激轻度增加
mitochondrialDamage,线粒体损伤,String,线粒体损伤标志物,线粒体轻度损伤
endoplasmicReticulumStress,内质网应激,String,内质网应激标志物,内质网应激轻度增加
exposureAssessment,暴露评估,String,综合暴露评估,中等水平环境暴露
exposurePathways,暴露途径,String,主要暴露途径,吸入皮肤摄入
exposureDuration,暴露时间,String,暴露持续时间,长期慢性暴露
exposureFrequency,暴露频率,String,暴露频率,日常持续暴露
exposureIntensity,暴露强度,String,暴露强度,中等强度暴露
cumulativeExposure,累积暴露,String,累积暴露评估,中等累积暴露
mixedExposure,混合暴露,String,多种污染物混合暴露,存在混合暴露
interactionEffects,相互作用效应,String,污染物相互作用,存在轻度协同作用
sensitivePopulation,敏感人群,String,敏感人群评估,属于敏感人群
vulnerableLifeStage,脆弱生命阶段,String,脆弱生命阶段评估,成年期暴露
existingHealthConditions,既往健康状况,String,既往健康状况影响,糖尿病增加易感性
nutritionalStatus,营养状态,String,营养状态对毒性影响,营养状态良好
lifestyleFactors,生活方式因素,String,生活方式对毒性影响,生活方式影响毒性
socioeconomicFactors,社会经济因素,String,社会经济因素影响,社会经济状况一般
environmentalJustice,环境正义,String,环境正义评估,环境暴露相对公平
communityExposure,社区暴露,String,社区环境暴露,社区环境质量一般
proximityToPollutionSources,污染源距离,String,污染源距离评估,距离污染源较近
trafficExposure,交通污染暴露,String,交通污染暴露,中度交通污染暴露
industrialExposure,工业污染暴露,String,工业污染暴露,轻度工业污染暴露
agriculturalExposure,农业污染暴露,String,农业污染暴露,轻度农业污染暴露
wasteExposure,废物污染暴露,String,废物污染暴露,无明显废物污染暴露
climateChangeEffects,气候变化影响,String,气候变化对污染物影响,气候变化轻度影响污染物分布
seasonalVariation,季节变化,String,污染物季节变化,污染物浓度季节性变化
weatherEffects,天气影响,String,天气对污染物影响,天气影响污染物浓度
geographicFactors,地理因素,String,地理因素影响,地理位置影响暴露水平
urbanVsRural,城乡差异,String,城乡暴露差异,城市暴露水平较高
indoor vs outdoor,室内外差异,String,室内外暴露差异,室内暴露时间较长
personalExposure,个人暴露,String,个人暴露评估,个人暴露水平中等
exposureVariability,暴露变异性,String,暴露变异性评估,暴露变异性较大
uncertaintyAnalysis,不确定性分析,String,暴露评估不确定性,不确定性中等
riskCharacterization,风险特征描述,String,环境健康风险特征描述,中等环境健康风险
doseResponseRelationship,剂量反应关系,String,剂量反应关系评估,存在剂量反应关系
thresholdEffects,阈值效应,String,阈值效应评估,可能存在阈值效应
nonThresholdEffects,非阈值效应,String,非阈值效应评估,部分效应无阈值
sensitiveEndpoints,敏感终点,String,敏感健康终点,代谢功能为敏感终点
adverseOutcome,不良结局,String,潜在不良健康结局,代谢功能轻度异常
margionOfSafety,安全边际,String,安全边际评估,安全边际较小
riskBenefit,风险效益,String,风险效益分析,风险效益需要平衡
regulatoryStandards,法规标准,String,相关法规标准,符合现行法规标准
guidanceValues,指导值,String,健康指导值,部分指标接近指导值
exposureLimits,暴露限值,String,暴露限值评估,暴露水平在限值范围内
safetyFactors,安全系数,String,安全系数考虑,安全系数足够
riskCommunication,风险沟通,String,风险沟通需求,需要风险沟通
publicHealthSignificance,公共卫生意义,String,公共卫生意义评估,具有一定公共卫生意义
preventionStrategies,预防策略,String,环境健康预防策略,制定综合预防策略
sourceReduction,源头减排,String,源头减排建议,加强源头控制
exposureReduction,暴露减少,String,暴露减少措施,减少个人暴露
personalProtection,个人防护,String,个人防护建议,加强个人防护
environmental remediation,环境修复,String,环境修复需求,无需特殊环境修复
policyInterventions,政策干预,String,政策干预建议,完善相关政策
communityAction,社区行动,String,社区行动建议,开展社区环境健康行动
healthSurveillance,健康监测,String,健康监测建议,建立健康监测系统
biomonitoring,生物监测,String,生物监测建议,定期生物监测
environmentalMonitoring,环境监测,String,环境监测建议,加强环境监测
earlyWarning,预警系统,String,预警系统建议,建立环境健康预警系统
researchNeeds,研究需求,String,研究需求评估,需要进一步研究
dataGaps,数据缺口,String,数据缺口识别,存在数据缺口
methodologicalLimitations,方法学局限性,String,方法学局限性,存在方法学局限性
futureDirections,未来方向,String,未来研究方向,开展长期队列研究
interdisciplinaryApproach,跨学科方法,String,跨学科研究需求,需要跨学科合作
globalHealth,全球健康,String,全球健康意义,具有全球健康意义
sustainableDevelopment,可持续发展,String,可持续发展相关性,与可持续发展相关
oneHealth,同一健康,String,同一健康概念,体现同一健康理念
environmentalHealth,环境健康,String,环境健康评估,环境健康状况需要改善
planetaryHealth,星球健康,String,星球健康相关性,与星球健康相关
ethicalConsiderations,伦理考虑,String,伦理考虑,充分考虑伦理问题
socialJustice,社会正义,String,社会正义相关性,体现社会正义
intergenerationalEquity,代际公平,String,代际公平考虑,考虑代际公平
precautionaryPrinciple,预防原则,String,预防原则应用,应用预防原则
rightToKnow,知情权,String,知情权保障,保障知情权
participatoryApproach,参与式方法,String,参与式方法应用,采用参与式方法
capacityBuilding,能力建设,String,能力建设需求,需要能力建设
technologyTransfer,技术转移,String,技术转移需求,需要技术转移
internationalCooperation,国际合作,String,国际合作需求,需要国际合作
emergingContaminants,新兴污染物,String,新兴污染物关注,关注新兴污染物
nanotechnology,纳米技术,String,纳米材料暴露,轻度纳米材料暴露
microplastics,微塑料,String,微塑料暴露评估,轻度微塑料暴露
PFAS,全氟化合物,String,PFAS暴露关注,PFAS暴露需要关注
antimicrobialResistance,抗菌药物耐药性,String,抗菌药物耐药性相关暴露,抗菌药物耐药性暴露
endocrineDisruptors,内分泌干扰物,String,内分泌干扰物综合评估,内分泌干扰物暴露中等
mixtures,混合物,String,化学混合物暴露,化学混合物暴露复杂
lowDoseEffects,低剂量效应,String,低剂量效应评估,可能存在低剂量效应
vulnerablePopulations,脆弱人群,String,脆弱人群保护,需要保护脆弱人群
cumulative risk,累积风险,String,累积风险评估,累积风险中等
lifeCourseApproach,生命历程方法,String,生命历程暴露评估,采用生命历程方法
exposome,暴露组,String,暴露组学方法,采用暴露组学方法
precision environmental health,精准环境健康,String,精准环境健康方法,发展精准环境健康
digitalEnvironmentalHealth,数字环境健康,String,数字环境健康技术,应用数字技术
artificialIntelligence,人工智能,String,人工智能应用,AI在环境健康中应用
bigData,大数据,String,大数据应用,大数据在环境健康中应用
citizenScience,公民科学,String,公民科学参与,公民科学参与环境监测
mobileHealth,移动健康,String,移动健康技术,移动健康技术应用
remoteSemsing,遥感技术,String,遥感技术应用,遥感技术环境监测
