fieldName,fieldNameCN,dataType,description,examples
freckles,雀斑,String,雀斑评估,面部轻度雀斑
hairAssessment,毛发评估,String,毛发状况评估,毛发稀疏干燥
hairLoss,脱发,String,脱发评估,轻度脱发
hirsutism,多毛症,String,多毛症评估,无多毛症
hairTexture,毛发质地,String,毛发质地评估,毛发干燥易断
scalp,头皮,String,头皮评估,头皮干燥有轻度脱屑
eyebrows,眉毛,String,眉毛评估,眉毛稀疏
eyelashes,睫毛,String,睫毛评估,睫毛正常
bodyhair,体毛,String,体毛评估,体毛稀疏
pubicHair,阴毛,String,阴毛评估,阴毛稀疏
axillaryHair,腋毛,String,腋毛评估,腋毛稀疏
nailAssessment,指甲评估,String,指甲状况评估,指甲脆薄有纵纹
fingernails,手指甲,String,手指甲评估,手指甲脆薄
toenails,脚趾甲,String,脚趾甲评估,脚趾甲增厚变色
nailColor,指甲颜色,String,指甲颜色评估,指甲发黄
nailTexture,指甲质地,String,指甲质地评估,指甲脆薄易断
nailThickness,指甲厚度,String,指甲厚度评估,指甲厚度不均
nailShape,指甲形状,String,指甲形状评估,指甲形状正常
nailGrowth,指甲生长,String,指甲生长评估,指甲生长缓慢
nailRidges,指甲纵纹,String,指甲纵纹评估,明显纵纹
nailPitting,指甲点状凹陷,String,指甲点状凹陷评估,无点状凹陷
nailClubbing,指甲杵状变,String,指甲杵状变评估,无杵状变
nailSplinter,指甲裂片样出血,String,指甲裂片样出血,无裂片样出血
cuticles,甲小皮,String,甲小皮评估,甲小皮干燥
sweatGlands,汗腺,String,汗腺功能评估,汗腺功能减退
sweating,出汗,String,出汗功能评估,出汗减少
hyperhidrosis,多汗,String,多汗评估,无多汗
anhidrosis,无汗,String,无汗评估,局部无汗
bromhidrosis,臭汗症,String,臭汗症评估,无臭汗症
thermoregulation,体温调节,String,皮肤体温调节功能,体温调节功能下降
sensoryFunction,感觉功能,String,皮肤感觉功能评估,皮肤感觉功能下降
tactileSensation,触觉,String,触觉评估,触觉轻度下降
painSensation,痛觉,String,痛觉评估,痛觉轻度下降
temperatureSensation,温度觉,String,温度觉评估,温度觉轻度下降
vibrationSensation,振动觉,String,振动觉评估,振动觉下降
pressureSensation,压觉,String,压觉评估,压觉下降
twoPointDiscrimination,两点辨别觉,String,两点辨别觉评估,两点辨别觉下降
proprioception,本体感觉,String,本体感觉评估,本体感觉轻度下降
neuropathy,神经病变,String,皮肤神经病变评估,皮肤神经病变
autonomicNeuropathy,自主神经病变,String,皮肤自主神经病变,自主神经病变
vasculopathy,血管病变,String,皮肤血管病变评估,皮肤血管病变
circulation,循环,String,皮肤循环评估,皮肤循环不良
perfusion,灌注,String,皮肤灌注评估,皮肤灌注下降
capillaryRefill,毛细血管充盈,Number,毛细血管充盈时间(秒),3.5
microcirculation,微循环,String,皮肤微循环评估,微循环障碍
vascularFragility,血管脆性,String,血管脆性评估,血管脆性增加
edema,水肿,String,皮肤水肿评估,下肢轻度水肿
lymphaticDrainage,淋巴引流,String,淋巴引流功能,淋巴引流功能正常
collagenSynthesis,胶原合成,String,胶原合成功能,胶原合成减少
elastinSynthesis,弹性蛋白合成,String,弹性蛋白合成功能,弹性蛋白合成减少
glycationProducts,糖化产物,String,皮肤糖化产物评估,糖化产物增加
advancedGlycationEndProducts,高级糖化终末产物,String,AGEs评估,AGEs明显增加
skinStiffness,皮肤僵硬度,String,皮肤僵硬度评估,皮肤僵硬度增加
skinCompliance,皮肤顺应性,String,皮肤顺应性评估,皮肤顺应性下降
skinThickness,皮肤厚度,String,皮肤厚度评估,皮肤厚度增加
subcutaneousTissue,皮下组织,String,皮下组织评估,皮下组织增厚
adiposeTissue,脂肪组织,String,脂肪组织评估,脂肪组织分布异常
connectiveTissue,结缔组织,String,结缔组织评估,结缔组织纤维化
fibrosis,纤维化,String,皮肤纤维化评估,轻度皮肤纤维化
sclerosis,硬化,String,皮肤硬化评估,无明显皮肤硬化
calcification,钙化,String,皮肤钙化评估,无皮肤钙化
ossification,骨化,String,皮肤骨化评估,无皮肤骨化
inflammatoryMarkers,炎症标志物,String,皮肤炎症标志物,皮肤炎症标志物轻度升高
oxidativeStress,氧化应激,String,皮肤氧化应激评估,皮肤氧化应激增加
immuneFuntion,免疫功能,String,皮肤免疫功能评估,皮肤免疫功能下降
allergicReactions,过敏反应,String,皮肤过敏反应评估,无过敏反应
contactDermatitis,接触性皮炎,String,接触性皮炎评估,无接触性皮炎
atopicDermatitis,特应性皮炎,String,特应性皮炎评估,无特应性皮炎
eczema,湿疹,String,湿疹评估,无湿疹
psoriasis,银屑病,String,银屑病评估,无银屑病
seborrheicDermatitis,脂溢性皮炎,String,脂溢性皮炎评估,无脂溢性皮炎
acne,痤疮,String,痤疮评估,无痤疮
rosacea,玫瑰痤疮,String,玫瑰痤疮评估,无玫瑰痤疮
urticaria,荨麻疹,String,荨麻疹评估,无荨麻疹
pruritis,瘙痒,String,瘙痒评估,轻度瘙痒
itchingIntensity,瘙痒强度,Number,瘙痒强度评分(0-10),3
itchingLocation,瘙痒部位,String,瘙痒分布部位,全身轻度瘙痒
itchingPattern,瘙痒规律,String,瘙痒时间规律,夜间瘙痒加重
scratchMarks,抓痕,String,抓痕评估,无明显抓痕
skinThickening,皮肤增厚,String,瘙痒相关皮肤增厚,无明显增厚
photoaging,光老化,String,光老化评估,面部明显光老化
sunDamage,日晒损伤,String,日晒损伤评估,面部手部日晒损伤
wrinkles,皱纹,String,皱纹评估,面部明显皱纹
fineLines,细纹,String,细纹评估,眼周细纹
elastosis,弹力纤维变性,String,弹力纤维变性评估,轻度弹力纤维变性
leatherySkin,皮革样皮肤,String,皮革样皮肤评估,无皮革样改变
actinicKeratosis,光化性角化,String,光化性角化评估,无光化性角化
skinCancer,皮肤癌,String,皮肤癌评估,无可疑皮肤癌
basalCellCarcinoma,基底细胞癌,String,基底细胞癌评估,无基底细胞癌
squamousCellCarcinoma,鳞状细胞癌,String,鳞状细胞癌评估,无鳞状细胞癌
melanoma,黑色素瘤,String,黑色素瘤评估,无黑色素瘤
dysplasticNevi,不典型痣,String,不典型痣评估,无不典型痣
seborrheicKeratosis,脂溢性角化,String,脂溢性角化评估,散在脂溢性角化
cherryAngioma,樱桃状血管瘤,String,樱桃状血管瘤评估,散在樱桃状血管瘤
spiderAngioma,蜘蛛状血管瘤,String,蜘蛛状血管瘤评估,无蜘蛛状血管瘤
skinTags,皮赘,String,皮赘评估,颈部腋下多发皮赘
moles,色素痣,String,色素痣评估,全身散在色素痣
birthmarks,胎记,String,胎记评估,无明显胎记
stretchMarks,妊娠纹,String,妊娠纹评估,腹部陈旧性妊娠纹
cellulite,橘皮组织,String,橘皮组织评估,大腿轻度橘皮组织
varicoseVeins,静脉曲张,String,静脉曲张评估,下肢轻度静脉曲张
skinHygiene,皮肤卫生,String,皮肤卫生评估,皮肤卫生良好
bathing,洗浴,String,洗浴习惯,每日洗澡
moisturizing,保湿,String,保湿护理,保湿不足
sunProtection,防晒,String,防晒措施,防晒措施不足
skincare,护肤,String,护肤习惯,基础护肤
cosmeticUse,化妆品使用,String,化妆品使用情况,基础护肤品
irritants,刺激因素,String,皮肤刺激因素,无明显刺激因素
environmentalFactors,环境因素,String,环境对皮肤影响,干燥环境影响皮肤
climateEffects,气候影响,String,气候对皮肤影响,干燥气候影响皮肤
seasonalChanges,季节变化,String,季节对皮肤影响,冬季皮肤干燥加重
airPollution,空气污染,String,空气污染对皮肤影响,轻度空气污染影响
waterQuality,水质,String,水质对皮肤影响,水质对皮肤无明显影响
dietaryFactors,饮食因素,String,饮食对皮肤影响,高糖饮食影响皮肤
hydration,水合,String,饮水对皮肤影响,饮水不足影响皮肤
vitaminStatus,维生素状态,String,维生素对皮肤影响,维生素D不足影响皮肤
mineralStatus,矿物质状态,String,矿物质对皮肤影响,锌不足可能影响皮肤
antioxidantStatus,抗氧化剂状态,String,抗氧化剂对皮肤影响,抗氧化剂不足影响皮肤
sleepQuality,睡眠质量,String,睡眠对皮肤影响,睡眠不足影响皮肤
stressLevel,压力水平,String,压力对皮肤影响,压力大影响皮肤状况
exercise,运动,String,运动对皮肤影响,缺乏运动影响皮肤循环
smoking,吸烟,String,吸烟对皮肤影响,既往吸烟影响皮肤老化
alcoholConsumption,饮酒,String,饮酒对皮肤影响,适量饮酒无明显影响
diabeticControl,糖尿病控制,String,血糖控制对皮肤影响,血糖控制不佳影响皮肤健康
glycemicIndex,血糖指数,String,血糖水平对皮肤影响,高血糖加重皮肤病变
insulinResistance,胰岛素抵抗,String,胰岛素抵抗对皮肤影响,胰岛素抵抗导致黑棘皮病
hyperinsulinemia,高胰岛素血症,String,高胰岛素血症对皮肤影响,高胰岛素血症加重黑棘皮病
metabolicSyndrome,代谢综合征,String,代谢综合征对皮肤影响,代谢综合征加重皮肤病变
obesity,肥胖,String,肥胖对皮肤影响,肥胖加重皮肤病变
hormonalChanges,激素变化,String,激素对皮肤影响,激素水平影响皮肤状况
menopause,绝经,String,绝经对皮肤影响,绝经影响皮肤老化
androgen,雄激素,String,雄激素对皮肤影响,雄激素水平影响皮肤
estrogen,雌激素,String,雌激素对皮肤影响,雌激素下降影响皮肤
thyroidFunction,甲状腺功能,String,甲状腺功能对皮肤影响,甲状腺功能影响皮肤
corticosteroids,皮质激素,String,皮质激素对皮肤影响,激素水平影响皮肤
growthHormone,生长激素,String,生长激素对皮肤影响,生长激素水平影响皮肤
immuneStatus,免疫状态,String,免疫状态对皮肤影响,免疫功能影响皮肤健康
autoimmunity,自身免疫,String,自身免疫对皮肤影响,无自身免疫性皮肤病
immunosuppression,免疫抑制,String,免疫抑制对皮肤影响,无免疫抑制
geneticFactors,遗传因素,String,遗传对皮肤影响,遗传因素影响皮肤易感性
familyHistory皮肤病,家族皮肤病史,String,家族皮肤病史,家族有糖尿病皮肤病变
ageRelatedChanges,年龄相关变化,String,年龄对皮肤影响,符合年龄的皮肤老化
genderDifferences,性别差异,String,性别对皮肤影响,性别差异影响皮肤
racialFactors,种族因素,String,种族对皮肤影响,亚洲人种皮肤特点
medicationEffects,药物影响,String,药物对皮肤影响,药物对皮肤无明显影响
topicalTreatments,局部治疗,String,局部皮肤治疗,保湿剂使用
systemicTreatments,系统治疗,String,系统皮肤治疗,无系统治疗
lightTherapy,光疗,String,光疗治疗,未进行光疗
laserTherapy,激光治疗,String,激光治疗,未进行激光治疗
chemicalPeels,化学剥脱,String,化学剥脱治疗,未进行化学剥脱
dermatologicalProcedures,皮肤科手术,String,皮肤科手术,未进行皮肤科手术
cosmeticProcedures,美容手术,String,美容手术,未进行美容手术
skinBiopsy,皮肤活检,String,皮肤活检,未进行皮肤活检
dermatoscopy,皮肤镜,String,皮肤镜检查,皮肤镜检查
woodsLampExamination,伍德灯检查,String,伍德灯检查,伍德灯检查
patchTesting,斑贴试验,String,斑贴试验,未进行斑贴试验
skinScrapings,皮肤刮片,String,皮肤刮片检查,皮肤刮片检查
fungalCulture,真菌培养,String,真菌培养,真菌培养
bacterialCulture,细菌培养,String,细菌培养,细菌培养
viralCulture,病毒培养,String,病毒培养,病毒培养
tzanckTest,Tzanck试验,String,Tzanck试验,Tzanck试验
KOHTest,KOH试验,String,KOH试验,KOH试验
directFluorescence,直接荧光,String,直接荧光检查,直接荧光检查
indirectFluorescence,间接荧光,String,间接荧光检查,间接荧光检查
immunohistochemistry,免疫组化,String,免疫组化检查,免疫组化检查
electronMicroscopy,电镜,String,电镜检查,电镜检查
geneTesting,基因检测,String,皮肤相关基因检测,基因检测
allergyTesting,过敏试验,String,皮肤过敏试验,过敏试验
photopatchTesting,光斑贴试验,String,光斑贴试验,光斑贴试验
phototesting,光试验,String,光敏感试验,光试验
skinMetabolism,皮肤代谢,String,皮肤代谢评估,皮肤代谢异常
collagenMetabolism,胶原代谢,String,胶原代谢评估,胶原代谢异常
lipidMetabolism,脂质代谢,String,皮肤脂质代谢,脂质代谢异常
proteinMetabolism,蛋白质代谢,String,皮肤蛋白质代谢,蛋白质代谢异常
carbohydrateMetabolism,碳水化合物代谢,String,皮肤糖代谢,糖代谢异常
waterMetabolism,水代谢,String,皮肤水代谢,水代谢异常
mineralMetabolism,矿物质代谢,String,皮肤矿物质代谢,矿物质代谢异常
vitaminMetabolism,维生素代谢,String,皮肤维生素代谢,维生素代谢异常
hormonalMetabolism,激素代谢,String,皮肤激素代谢,激素代谢异常
neurotransmitterMetabolism,神经递质代谢,String,皮肤神经递质代谢,神经递质代谢异常
cellularMetabolism,细胞代谢,String,皮肤细胞代谢,细胞代谢异常
energyMetabolism,能量代谢,String,皮肤能量代谢,能量代谢异常
preventiveStrategies,预防策略,String,皮肤疾病预防策略,血糖控制皮肤护理
skinCarerecommendations,护肤建议,String,护肤建议,加强保湿防晒护理
lifestyleModifications,生活方式调整,String,生活方式调整建议,控制血糖健康饮食
dietaryRecommendations,饮食建议,String,饮食建议,低糖饮食增加抗氧化食物
exerciseRecommendations,运动建议,String,运动建议,适度运动改善循环
stressManagement,压力管理,String,压力管理建议,压力管理改善皮肤
sleepHygiene,睡眠卫生,String,睡眠卫生建议,规律睡眠改善皮肤
environmentalModifications,环境调整,String,环境调整建议,保持适当湿度
treatmentPlan,治疗计划,String,皮肤治疗计划,综合治疗计划
topicalTherapy,局部治疗,String,局部治疗方案,保湿剂维A酸类
systemicTherapy,系统治疗,String,系统治疗方案,控制基础疾病
combinationTherapy,联合治疗,String,联合治疗方案,局部与系统联合治疗
maintenanceTherapy,维持治疗,String,维持治疗方案,长期护肤维持
monitoringPlan,监测计划,String,皮肤监测计划,定期皮肤检查
followUpSchedule,随访安排,String,随访时间安排,3个月后复查
progressAssessment,进展评估,String,治疗进展评估,治疗进展评估
outcomeExpectation,预期结局,String,治疗预期结局,改善皮肤病变预防并发症
prognosticFactors,预后因素,String,影响预后的因素,血糖控制依从性
complicationPrevention,并发症预防,String,皮肤并发症预防,预防感染溃疡
qualityOfLifeImpact,生活质量影响,String,皮肤病变对生活质量影响,轻度影响生活质量
psychosocialImpact,心理社会影响,String,皮肤病变心理社会影响,轻度心理影响
educationalNeeds,教育需求,String,患者教育需求,皮肤护理知识教育
supportResources,支持资源,String,支持资源,提供皮肤护理支持
costConsiderations,费用考虑,String,治疗费用考虑,治疗费用可承受
adherenceFactors,依从性因素,String,治疗依从性因素,依从性良好
barriersToCare,医疗障碍,String,医疗障碍,无明显医疗障碍
facilitatorsOfCare,医疗促进因素,String,医疗促进因素,医疗可及性良好
specialistReferral,专科转诊,String,皮肤科转诊,可考虑皮肤科会诊
multidisciplinaryCare,多学科医疗,String,多学科医疗需求,内分泌与皮肤科协作
emergencyPlan,应急预案,String,皮肤急症应急预案,制定应急预案
longTermCare,长期医疗,String,长期医疗计划,制定长期护理计划
diagnosisImpression,诊断印象,String,初步诊断和评估结论,糖尿病相关黑棘皮病伴皮肤老化
recommendation,建议,String,治疗和管理建议,控制血糖加强皮肤护理定期监测
