fieldName,fieldNameCN,dataType,description,examples
tumorNecrosisFactor,肿瘤坏死因子α,Number,TNF-α(pg/ml),16.8
interleukin8,白介素8,Number,IL-8(pg/ml),12.5
interleukin10,白介素10,Number,IL-10(pg/ml),5.8
interferonGamma,干扰素γ,Number,IFN-γ(pg/ml),18.2
neutrophilElastase,中性粒细胞弹性蛋白酶,Number,NE(ng/ml),25.8
myeloperoxidase,髓过氧化物酶,Number,MPO(ng/ml),45.2
lactoferrin,乳铁蛋白,Number,乳铁蛋白(ng/ml),85.5
α1Antitrypsin,α1抗胰蛋白酶,Number,α1-AT(mg/dl),180
clara cellProtein,Clara细胞蛋白,Number,CC16(ng/ml),12.5
surfactantProtein,肺表面活性蛋白,String,肺表面活性蛋白检测,SP检测
SPD,肺表面活性蛋白D,Number,SP-D(ng/ml),85
SPA,肺表面活性蛋白A,Number,SP-A(ng/ml),45
KL6,KL-6糖蛋白,Number,KL-6(U/ml),280
endothelialMarkers,内皮标志物,String,肺血管内皮标志物,内皮标志物检测
vonWillebrandFactor,血管性血友病因子,Number,vWF(IU/dl),125
endothelin1,内皮素1,Number,ET-1(pg/ml),2.8
nitricOxideMetabolites,一氧化氮代谢产物,Number,NOx(μmol/L),28.5
VEGF,血管内皮生长因子,Number,VEGF(pg/ml),180
angiopoietin1,血管生成素1,Number,Ang-1(ng/ml),25.8
oxidativeStressMarkers,氧化应激标志物,String,肺氧化应激标志物,氧化应激标志物检测
malondialdehyde,丙二醛,Number,MDA(nmol/ml),6.8
8isoprostane,8异前列腺素,Number,8-iso-PGF2α(pg/ml),28.5
glutathione,谷胱甘肽,Number,GSH(μmol/L),450
superoxideDismutase,超氧化物歧化酶,Number,SOD(U/ml),125
catalase,过氧化氢酶,Number,CAT(U/ml),45
glutathionePeroxidase,谷胱甘肽过氧化物酶,Number,GSH-Px(U/ml),85
totalAntioxidantCapacity,总抗氧化能力,Number,TAC(mmol/L),1.5
vitaminE,维生素E,Number,维生素E(μmol/L),28.5
vitaminC,维生素C,Number,维生素C(μmol/L),68.5
uricAcid,尿酸,Number,血尿酸(μmol/L),380
albumin,白蛋白,Number,血清白蛋白(g/L),42
fibrinogen,纤维蛋白原,Number,纤维蛋白原(g/L),3.2
D_dimer,D二聚体,Number,D-二聚体(mg/L),0.45
breathCondensateAnalysis,呼出气冷凝液分析,String,EBC分析,呼出气冷凝液分析
condensatepH,冷凝液pH,Number,EBC pH值,7.8
condensateNitrate,冷凝液硝酸盐,Number,EBC硝酸盐(μM),18.5
condensateAmmonia,冷凝液氨,Number,EBC氨(μM),25.8
condensateCysteinylLeukotrienes,冷凝液半胱氨酰白三烯,Number,EBC CysLTs(pg/ml),45.2
condensate8Isoprostane,冷凝液8异前列腺素,Number,EBC 8-iso-PGF2α(pg/ml),12.5
condensateH2O2,冷凝液过氧化氢,Number,EBC H2O2(μM),0.8
sputumAnalysis,痰液分析,String,诱导痰分析,诱导痰分析
sputumCellCount,痰细胞计数,String,痰细胞分类计数,痰细胞计数
sputumNeutrophils,痰中性粒细胞,Number,痰中性粒细胞(%),65
sputumEosinophils,痰嗜酸性粒细胞,Number,痰嗜酸性粒细胞(%),2.5
sputumMacrophages,痰巨噬细胞,Number,痰巨噬细胞(%),28
sputumLymphocytes,痰淋巴细胞,Number,痰淋巴细胞(%),4.5
sputumViability,痰细胞活性,Number,痰细胞活性(%),85
sputumTotalCellCount,痰总细胞数,Number,痰总细胞数(×10⁶/ml),2.8
sputumSquamousCells,痰鳞状上皮细胞,Number,痰鳞状上皮细胞(%),15
sputumCytokines,痰细胞因子,String,痰细胞因子检测,痰细胞因子检测
microbiologyTesting,微生物学检测,String,呼吸道微生物检测,微生物检测
sputumCulture,痰培养,String,痰细菌培养,痰培养
bloodCulture,血培养,String,血细菌培养,血培养
urineLegionellaAntigen,尿军团菌抗原,String,尿军团菌抗原检测,军团菌抗原
pneumococcalUrineAntigen,尿肺炎链球菌抗原,String,尿肺炎链球菌抗原,肺炎链球菌抗原
respiratoryViralPanel,呼吸道病毒检测,String,呼吸道病毒多重PCR,病毒检测
tuberculosisScreening,结核筛查,String,结核病筛查,结核筛查
interferonGammaReleaseAssay,干扰素γ释放试验,String,IGRA结核检测,IGRA检测
tuberculinSkinTest,结核菌素皮肤试验,String,TST检测,TST检测
chestXray,胸部X线,String,胸部X线检查,胸部X线
chestCT,胸部CT,String,胸部CT检查,胸部CT
HRCT,高分辨率CT,String,胸部HRCT,胸部HRCT
lungUltrasound,肺超声,String,肺超声检查,肺超声
echocardiography,超声心动图,String,超声心动图检查,超声心动图
pulmonaryAngiography,肺血管造影,String,肺血管造影检查,肺血管造影
ventilationPerfusionScan,通气灌注扫描,String,V/Q扫描,V/Q扫描
PETScan,PET扫描,String,胸部PET扫描,PET扫描
fibropticBronchoscopy,纤维支气管镜,String,支气管镜检查,支气管镜
bronchoalveolarLavage,支气管肺泡灌洗,String,BAL检查,BAL检查
transbronchialBiopsy,经支气管肺活检,String,经支气管活检,经支气管活检
endobronchialUltrasound,支气管内超声,String,EBUS检查,EBUS检查
pleuralFluidAnalysis,胸腔积液分析,String,胸腔积液检查,胸腔积液分析
thoracentesis,胸腔穿刺,String,胸腔穿刺术,胸腔穿刺
pleuralBiopsy,胸膜活检,String,胸膜活检术,胸膜活检
lungBiopsy,肺活检,String,肺活检术,肺活检
diabeticPulmonaryComplications,糖尿病肺部并发症,String,糖尿病相关肺部并发症,糖尿病肺部并发症评估
reducedLungElasticity,肺弹性减退,String,糖尿病相关肺弹性减退,轻度肺弹性减退
pulmonaryMicroangiopathy,肺微血管病变,String,糖尿病肺微血管病变,轻度肺微血管病变
susceptibilityToInfection,感染易感性,String,糖尿病相关感染易感性,感染易感性增加
poorWoundHealing,伤口愈合不良,String,糖尿病伤口愈合,伤口愈合延迟
glycemicControlImpact,血糖控制影响,String,血糖控制对肺功能影响,血糖控制不佳影响肺功能
diabeticAutonomicNeuropathy,糖尿病自主神经病变,String,呼吸自主神经病变,轻度自主神经病变
chronicInflammationImpact,慢性炎症影响,String,慢性炎症对肺功能影响,慢性炎症影响肺功能
obesityImpact,肥胖影响,String,肥胖对肺功能影响,肥胖影响肺功能
sleepApneaRisk,睡眠呼吸暂停风险,String,糖尿病相关睡眠呼吸暂停风险,睡眠呼吸暂停风险增加
restrictiveLungDisease,限制性肺疾病,String,糖尿病相关限制性肺疾病,轻度限制性改变
reducedDiffusionCapacity,弥散功能减退,String,糖尿病相关弥散功能减退,轻度弥散功能减退
exerciseIntolerance,运动不耐受,String,糖尿病相关运动不耐受,轻度运动不耐受
metabolicAcidosis,代谢性酸中毒,String,糖尿病酮症酸中毒,无代谢性酸中毒
respiratoryCompensation,呼吸代偿,String,代谢性酸中毒呼吸代偿,无需呼吸代偿
medicationEffects,药物影响,String,药物对肺功能影响,药物对肺功能无明显影响
ACEInhibitorCough,ACEI干咳,String,ACEI相关干咳,无ACEI干咳
metforminLacticAcidosis,二甲双胍乳酸酸中毒,String,二甲双胍相关乳酸酸中毒,无乳酸酸中毒
insulinLipodystrophy,胰岛素脂肪营养不良,String,胰岛素相关脂肪营养不良,无脂肪营养不良
comorbidityImpact,合并症影响,String,合并症对肺功能影响,合并症轻度影响肺功能
hypertensionImpact,高血压影响,String,高血压对肺功能影响,高血压轻度影响肺功能
cardiovascularDiseaseImpact,心血管疾病影响,String,心血管疾病对肺功能影响,心血管疾病影响肺功能
renalDiseaseImpact,肾脏疾病影响,String,肾脏疾病对肺功能影响,肾功能影响肺功能
neuropathyImpact,神经病变影响,String,神经病变对呼吸功能影响,神经病变影响呼吸功能
retinopathyImpact,视网膜病变影响,String,视网膜病变对生活质量影响,视网膜病变影响生活质量
ageRelatedChanges,年龄相关变化,String,年龄相关肺功能变化,符合年龄的生理性变化
smokingImpact,吸烟影响,String,吸烟对肺功能影响,既往吸烟对肺功能有影响
secondhandSmokeExposure,二手烟暴露,String,二手烟暴露情况,无明显二手烟暴露
airPollutionExposure,空气污染暴露,String,空气污染暴露情况,轻度空气污染暴露
environmentalFactors,环境因素,String,环境对肺功能影响,环境因素轻度影响
seasonalVariation,季节变化,String,季节对肺功能影响,冬季肺功能稍差
altitudeEffects,海拔影响,String,海拔对肺功能影响,无海拔影响
temperatureHumidityEffects,温湿度影响,String,温湿度对肺功能影响,温湿度轻度影响
allergenExposure,过敏原暴露,String,过敏原暴露情况,无明显过敏原暴露
viralRespiratoryInfections,病毒性呼吸道感染,String,病毒感染对肺功能影响,病毒感染轻度影响肺功能
bacterialRespiratoryInfections,细菌性呼吸道感染,String,细菌感染对肺功能影响,无细菌感染
atypicalPathogens,非典型病原体,String,非典型病原体感染,无非典型病原体感染
fungalInfections,真菌感染,String,真菌感染情况,无真菌感染
opportunisticInfections,机会性感染,String,机会性感染风险,机会性感染风险增加
vaccineStatus,疫苗接种状态,String,呼吸道疫苗接种,流感疫苗已接种
influenzaVaccination,流感疫苗,String,流感疫苗接种,已接种流感疫苗
pneumococcalVaccination,肺炎疫苗,String,肺炎球菌疫苗接种,未接种肺炎疫苗
COVID19Vaccination,新冠疫苗,String,新冠疫苗接种,已接种新冠疫苗
infectionPrevention,感染预防,String,呼吸道感染预防措施,感染预防措施良好
handHygiene,手卫生,String,手卫生习惯,手卫生习惯良好
respiratoryEtiquette,呼吸道礼仪,String,呼吸道礼仪,呼吸道礼仪良好
socialDistancing,社交距离,String,社交距离措施,社交距离措施良好
maskWearing,口罩佩戴,String,口罩佩戴习惯,口罩佩戴习惯良好
ventilationMeasures,通风措施,String,室内通风措施,通风措施良好
lifestyleFactors,生活方式因素,String,影响肺功能的生活方式,生活方式需要改善
physicalActivity,体力活动,String,体力活动水平,体力活动不足
dietaryFactors,饮食因素,String,饮食对肺功能影响,饮食结构需要改善
weightManagement,体重管理,String,体重管理情况,体重管理需要改善
stressManagement,压力管理,String,压力管理情况,压力管理需要改善
sleepHygiene,睡眠卫生,String,睡眠卫生习惯,睡眠卫生需要改善
alcoholConsumption,饮酒情况,String,饮酒对肺功能影响,适量饮酒无明显影响
drugUse,药物使用,String,娱乐性药物使用,无娱乐性药物使用
occupationalSafety,职业安全,String,职业安全措施,职业安全措施良好
preventiveStrategies,预防策略,String,肺功能保护预防策略,预防策略需要加强
earlyDetection,早期发现,String,肺功能异常早期发现,早期发现措施良好
lifestyleModification,生活方式调整,String,生活方式调整建议,戒烟增加运动控制体重
pulmonaryRehabilitation,肺康复,String,肺康复治疗,可考虑肺康复治疗
breathingExercises,呼吸锻炼,String,呼吸锻炼指导,呼吸锻炼训练
posturadraining,体位引流,String,体位引流技术,体位引流指导
chestPhysiotherapy,胸部物理治疗,String,胸部物理治疗,胸部物理治疗
oxygenTherapy,氧疗,String,氧疗需求,无需氧疗
medicationOptimization,药物优化,String,呼吸系统药物优化,药物优化
bronchodilatorTherapy,支气管扩张剂治疗,String,支气管扩张剂使用,无需支气管扩张剂
antiInflammatoryTherapy,抗炎治疗,String,抗炎治疗,无需抗炎治疗
mucusModification,化痰治疗,String,化痰药物使用,无需化痰药物
antibioticTherapy,抗生素治疗,String,抗生素使用,无需抗生素治疗
nutritionalSupport,营养支持,String,营养支持需求,营养支持良好
immuneSupport,免疫支持,String,免疫功能支持,免疫支持良好
diseaseManagement,疾病管理,String,呼吸系统疾病管理,疾病管理良好
multidisciplinaryCare,多学科医疗,String,多学科医疗需求,多学科医疗协作
specialistReferral,专科转诊,String,呼吸科转诊,无需专科转诊
emergencyPlan,应急预案,String,呼吸急症应急预案,应急预案制定
patientEducation,患者教育,String,患者教育要点,呼吸健康知识教育
smokingCessation,戒烟,String,戒烟指导,戒烟指导
vaccinationCounseling,疫苗咨询,String,疫苗接种咨询,疫苗接种咨询
selfMonitoring,自我监测,String,自我监测指导,呼吸症状自我监测
medicationCompliance,用药依从性,String,用药依从性评估,用药依从性良好
followUpPlan,随访计划,String,肺功能随访计划,6个月后复查肺功能
monitoringSchedule,监测安排,String,监测时间安排,定期肺功能监测
progressAssessment,进展评估,String,治疗进展评估,治疗进展评估
outcomeExpectation,预期结局,String,治疗预期结局,预防肺功能进一步下降
prognosticFactors,预后因素,String,影响预后的因素,血糖控制戒烟运动
qualityOfLifeAssessment,生活质量评估,String,生活质量评估,生活质量轻度影响
functionalStatusAssessment,功能状态评估,String,功能状态评估,功能状态轻度受限
workCapacityAssessment,工作能力评估,String,工作能力评估,工作能力基本正常
disabilityAssessment,残疾评估,String,残疾程度评估,无明显残疾
socialImpact,社会影响,String,社会功能影响,社会功能基本正常
economicImpact,经济影响,String,经济负担评估,经济负担较轻
familyImpact,家庭影响,String,对家庭影响,对家庭影响较小
psychologicalImpact,心理影响,String,心理影响评估,心理影响较小
copingStrategies,应对策略,String,应对策略评估,应对策略良好
supportSystems,支持系统,String,支持系统评估,支持系统良好
diagnosisImpression,诊断印象,String,初步诊断和评估结论,糖尿病相关轻度限制性肺功能异常
recommendation,建议,String,治疗和管理建议,生活方式调整定期监测预防感染控制血糖
