字段名(英文),字段名(中文),数据类型,描述,示例
treatment.surgery.complications,治疗.手术.并发症,String,"**吻合口瘘**: 3-5%<br>**腹腔感染**: 5-10%<br>**胰瘘**: 3-5%",无严重并发症

treatment.neoadjuvant,治疗.新辅助治疗,Boolean,"**局部晚期**: 推荐新辅助化疗<br>**降期**: 提高R0切除率<br>**方案**: SOX、XELOX",true
treatment.neoadjuvant.regimen,治疗.新辅助治疗.方案,String,"**SOX**: 替吉奥+奥沙利铂<br>**XELOX**: 卡培他滨+奥沙利铂<br>**FLOT**: 氟尿嘧啶+奥沙利铂+多西他赛",SOX×3周期
treatment.neoadjuvant.response,治疗.新辅助治疗.疗效,String,"**PR**: 部分缓解<br>**SD**: 疾病稳定<br>**PD**: 疾病进展",PR(肿瘤缩小35%)

treatment.adjuvant,治疗.辅助治疗,Boolean,"**术后辅助化疗**: 推荐II-III期患者<br>**开始时间**: 术后4-6周内<br>**疗程**: 6-12个月",true
treatment.adjuvant.regimen,治疗.辅助治疗.方案,String,"**XELOX**: 卡培他滨+奥沙利铂,8周期<br>**SOX**: 替吉奥+奥沙利铂,8周期<br>**单药S-1**: 替吉奥1年",XELOX×8周期

treatment.palliative.chemo,治疗.晚期化疗.方案,String,"**一线**: XELOX、SOX、FOLFOX<br>**HER2阳性**: 化疗+曲妥珠单抗<br>**二线**: 紫杉醇、伊立替康",XELOX
treatment.palliative.chemo.cycles,治疗.晚期化疗.周期数,Number,已完成化疗周期数,6
treatment.palliative.chemo.response,治疗.晚期化疗.疗效评价,String,"**CR**: 完全缓解<br>**PR**: 部分缓解<br>**SD**: 疾病稳定<br>**PD**: 疾病进展",SD

treatment.targeted,治疗.靶向治疗,Boolean,"**HER2阳性**: 曲妥珠单抗<br>**抗血管生成**: 阿帕替尼、雷莫芦单抗",false
treatment.targeted.agent,治疗.靶向治疗.药物,String,"**曲妥珠单抗**: HER2阳性,联合化疗<br>**雷莫芦单抗**: 二线抗血管治疗",无

treatment.immunotherapy,治疗.免疫治疗,Boolean,"**PD-L1阳性**: 纳武利尤单抗、帕博利珠单抗<br>**MSI-H**: 免疫治疗敏感<br>**适应证**: 三线及以上",false
treatment.immunotherapy.agent,治疗.免疫治疗.药物,String,"**纳武利尤单抗**: PD-1抑制剂<br>**帕博利珠单抗**: MSI-H/dMMR适应证",无

# 转移情况
metastasis.liver,转移.肝转移,Boolean,"**血行转移**: 最常见<br>**预后**: 中位生存9-12个月",false
metastasis.peritoneal,转移.腹膜转移,Boolean,"**腹膜种植**: 弥漫型常见<br>**Krukenberg瘤**: 卵巢转移<br>**预后**: 差",false
metastasis.lung,转移.肺转移,Boolean,"**血行转移**: 10-15%晚期患者<br>**多发结节**: 常见表现",false
metastasis.lymphNode.distant,转移.远处淋巴结,Boolean,"**Virchow淋巴结**: 左锁骨上<br>**提示**: 晚期转移",false
metastasis.ascites,转移.腹水,Boolean,"**癌性腹水**: 腹膜转移<br>**细胞学检查**: 确诊腹膜转移",false

# 肿瘤标志物
tumorMarkers.cea,肿瘤标志物.CEA,Number,"CEA水平(ng/mL)。<br>**正常值**: <5 ng/mL<br>**敏感性**: 20-40%<br>**随访**: 监测复发",15
tumorMarkers.ca199,肿瘤标志物.CA19-9,Number,"CA19-9水平(U/mL)。<br>**正常值**: <37 U/mL<br>**敏感性**: 15-30%",120
tumorMarkers.ca724,肿瘤标志物.CA72-4,Number,"CA72-4水平(U/mL)。<br>**正常值**: <6.9 U/mL<br>**胃癌特异性**: 较高<br>**敏感性**: 40-50%",25
tumorMarkers.afp,肿瘤标志物.AFP,Number,"AFP水平(ng/mL)。<br>**肝样腺癌**: AFP升高<br>**罕见**: 胃癌伴AFP升高,预后差",5

# 幽门螺杆菌
hp.status,幽门螺杆菌.感染状态,Boolean,"**HP感染**: 胃癌危险因素<br>**肠型胃癌**: 与HP强相关<br>**根除**: 降低胃癌风险",true
hp.test,幽门螺杆菌.检测方法,String,"**C13/C14呼气试验**: 非侵入性<br>**快速尿素酶试验**: 胃镜活检<br>**组织病理**: 银染或免疫组化",C13呼气试验阳性

# 随访与预后
followUp.interval,随访.随访间隔,String,"**术后2年内**: 每3-6个月<br>**2-5年**: 每6-12个月<br>**>5年**: 每年",每3个月
followUp.methods,随访.随访方法,String,"**体格检查**: 腹部触诊<br>**肿瘤标志物**: CEA、CA72-4<br>**CT**: 胸腹盆CT<br>**胃镜**: 残胃复查",腹部CT+肿瘤标志物
followUp.recurrence,随访.复发,Boolean,"**局部复发**: 残胃、吻合口<br>**远处转移**: 肝、腹膜<br>**中位复发时间**: 12-24个月",false
followUp.recurrence.site,随访.复发.部位,String,"**肝转移**: 最常见<br>**腹膜**: 第二常见<br>**局部**: 吻合口、残胃",无

prognosis.stage,预后.分期预后,String,"**IA期**: 5年生存率>90%<br>**IB期**: 80-85%<br>**II期**: 60-70%<br>**IIIA期**: 40-50%<br>**IIIB期**: 20-30%<br>**IIIC期**: 10-15%<br>**IV期**: <5%",IIIB期预计5年生存率20-30%
prognosis.factors,预后.预后因素,String,"**良好**: 早期分期、R0切除、肠型、HER2阳性(可靶向)<br>**不良**: 晚期分期、弥漫型、印戒细胞、腹膜转移",R0切除、N2、中分化肠型

# 危险因素
riskFactors.hp,危险因素.HP感染,Boolean,"**OR 3-6**: HP感染增加风险<br>**肠型胃癌**: 强相关<br>**根除**: 降低风险",true
riskFactors.diet,危险因素.饮食习惯,String,"**高盐**: 腌制食品<br>**低蔬果**: 维生素缺乏<br>**烟熏烧烤**: 致癌物暴露",高盐饮食,腌制食品
riskFactors.smoking,危险因素.吸烟史,Boolean,"**OR 1.5-2**: 吸烟增加风险<br>**贲门癌**: 相关性强",true
riskFactors.alcohol,危险因素.饮酒史,Boolean,"**OR 1.2-1.5**: 饮酒增加风险",false
riskFactors.familyHistory,危险因素.家族史,Boolean,"**遗传性弥漫型胃癌**: CDH1基因突变<br>**一级亲属**: 风险增加2-3倍",false
riskFactors.precancerous,危险因素.癌前病变,String,"**萎缩性胃炎**: HP相关<br>**肠化生**: 癌前病变<br>**异型增生**: 高级别→原位癌",中度肠化生

# 基因检测
genetics.her2,基因检测.HER2,String,"**IHC**: 免疫组化<br>**FISH**: 荧光原位杂交<br>**0/1+**: 阴性<br>**2+**: FISH确认<br>**3+**: 阳性",IHC 1+
genetics.msi,基因检测.微卫星不稳定,String,"**MSI-H**: 高度不稳定,免疫治疗敏感<br>**MSI-L**: 低度不稳定<br>**MSS**: 稳定",MSS
genetics.mmr,基因检测.错配修复,String,"**dMMR**: 错配修复缺陷,MSI-H<br>**pMMR**: 错配修复完整",pMMR
genetics.pdl1,基因检测.PD-L1,String,"**CPS≥1**: 纳武利尤单抗适应证<br>**CPS≥10**: 帕博利珠单抗单药",CPS<1
genetics.ebv,基因检测.EBV,String,"**EBV阳性**: 10%胃癌<br>**免疫治疗**: 敏感<br>**预后**: 中等",阴性

# 营养评估
nutrition.albumin,营养.白蛋白,Number,"血清白蛋白(g/L)。<br>**<30**: 营养不良<br>**<25**: 严重营养不良",28
nutrition.prealbumin,营养.前白蛋白,Number,"前白蛋白(mg/L)。<br>**<200**: 营养不良<br>**<100**: 严重营养不良",150
nutrition.bmi,营养.BMI,Number,体重指数(kg/m²),19.5
nutrition.support,营养.营养支持,String,"**术前**: 营养支持1-2周<br>**术后**: 早期肠内营养<br>**晚期**: 肠内/肠外营养",术前肠内营养支持

# 并发症
complications.bleeding,并发症.出血,Boolean,"**肿瘤出血**: 呕血、黑便<br>**急性出血**: 需内镜或手术止血",false
complications.obstruction,并发症.梗阻,Boolean,"**幽门梗阻**: 胃窦癌<br>**贲门梗阻**: 吞咽困难<br>**全身营养不良**: 长期梗阻",false
complications.perforation,并发症.穿孔,Boolean,"**肿瘤穿孔**: 急腹症<br>**急诊手术**: 需立即处理",false

performanceStatus,体能状态.ECOG评分,Number,"**0**: 完全活动<br>**1**: 限制重体力<br>**2**: 生活自理<br>**3**: 有限自理<br>**4**: 完全失能",1

notes,备注,String,其他重要临床信息,患者术前营养状态欠佳,已加强营养支持
