字段名 (英文),字段名 (中文),数据类型,描述,示例
metabolicComplications.boneDensityTScore,代谢并发症.骨密度T值,Number,"DXA骨密度T值(腰椎或髋部)。<br>单位: 分<br>**正常**: >-1.0<br>**骨量减少**: -1.0~-2.5<br>**骨质疏松**: <-2.5",-2.9
metabolicComplications.pathologicFracture,代谢并发症.病理性骨折,String,"病理性骨折史。<br>**建议值**: `无`, `椎体骨折`, `髋部骨折`, `其他部位骨折`, `多发骨折`",椎体骨折
cardiovascularComplications.coronaryArteryDisease,心血管并发症.冠心病,String,"冠心病评估。<br>**建议值**: `无`, `可疑`, `稳定型心绞痛`, `急性冠脉综合征`",可疑
cardiovascularComplications.leftVentricularHypertrophy,心血管并发症.左室肥厚,String,"左室肥厚(超声心动图)。<br>**建议值**: `无`, `轻度`, `中度`, `重度`",中度
cardiovascularComplications.dyslipidemia,心血管并发症.血脂异常,String,"血脂异常类型。<br>**建议值**: `正常`, `高LDL-C`, `高TG`, `低HDL-C`, `混合型`",高LDL-C
cardiovascularComplications.ldlCholesterol,心血管并发症.LDL-C,Number,"低密度脂蛋白胆固醇。<br>单位: mmol/L",4.2
cardiovascularComplications.vteRisk,心血管并发症.静脉血栓风险,String,"静脉血栓栓塞风险评估。<br>**建议值**: `低`, `中`, `高`, `极高(已发生VTE)`",高
cardiovascularComplications.vteHistory,心血管并发症.VTE病史,String,"静脉血栓栓塞病史。<br>**建议值**: `无`, `深静脉血栓`, `肺栓塞`, `两者均有`",无
infectiousComplications.infectionHistory,感染并发症.感染史,String,"机会性感染史。<br>**建议值**: `无`, `真菌感染`, `结核`, `其他机会性感染`, `反复感染`",反复感染
infectiousComplications.woundHealing,感染并发症.伤口愈合,String,"伤口愈合能力。<br>**建议值**: `正常`, `延迟愈合`, `不愈合`",延迟愈合
psychiatricComplications.depression,精神并发症.抑郁,String,"抑郁评估。<br>**建议值**: `无`, `轻度`, `中度`, `重度`, `伴自杀观念`",中度
psychiatricComplications.cognitiveImpairment,精神并发症.认知功能障碍,String,"认知功能评估。<br>**建议值**: `正常`, `轻度`, `中度`, `重度`",轻度
treatmentPlan.surgeryType,治疗方案.手术类型,String,"计划或已完成的手术。<br>**建议值**: `未手术`, `经蝶垂体手术`, `腹腔镜肾上腺切除`, `开放肾上腺切除`, `双侧肾上腺切除`, `垂体放疗`",计划经蝶垂体手术
treatmentPlan.surgeryDate,治疗方案.手术日期,String,手术日期(如适用),2025-06-15
treatmentPlan.surgicalOutcome,治疗方案.手术结局,String,"手术结局(如已手术)。<br>**建议值**: `未手术`, `完全切除`, `部分切除`, `未找到腺瘤`, `并发症`",未手术
treatmentPlan.medicalTherapy.mitotane,治疗方案.药物治疗.米托坦,String,"米托坦治疗。<br>**建议值**: `未使用`, `使用中(剂量Xg/日)`, `已停用`<br>**适应症**: 肾上腺癌、不能手术",未使用
treatmentPlan.medicalTherapy.ketoconazole,治疗方案.药物治疗.酮康唑,String,"酮康唑治疗。<br>**建议值**: `未使用`, `使用中(剂量Xmg/日)`, `已停用`<br>**剂量**: 400-800mg/日",使用中(600mg/日)
treatmentPlan.medicalTherapy.pasireotide,治疗方案.药物治疗.帕瑞肽,String,"帕瑞肽(生长抑素类似物)治疗。<br>**建议值**: `未使用`, `使用中(Xμg/月)`, `已停用`<br>**适应症**: 库欣病术后复发",未使用
treatmentPlan.medicalTherapy.mifepristone,治疗方案.药物治疗.米非司酮,String,"米非司酮(GR拮抗剂)治疗。<br>**建议值**: `未使用`, `使用中(Xmg/日)`, `已停用`<br>**适应症**: 伴糖尿病的库欣综合征",未使用
treatmentPlan.medicalTherapy.metyrapone,治疗方案.药物治疗.美替拉酮,String,"美替拉酮(11β-羟化酶抑制剂)治疗。<br>**建议值**: `未使用`, `使用中`, `已停用`",未使用
treatmentPlan.radiotherapy,治疗方案.放射治疗,String,"垂体放疗。<br>**建议值**: `未进行`, `常规放疗计划中`, `立体定向放射外科计划中`, `已完成放疗`",未进行
treatmentPlan.complicationManagement.antihypertensive,治疗方案.并发症管理.降压治疗,String,"降压药物方案。<br>**建议值**: `未用药`, `ACE-I/ARB`, `CCB`, `利尿剂`, `联合治疗`",ACE-I+CCB联合
treatmentPlan.complicationManagement.antidiabetic,治疗方案.并发症管理.降糖治疗,String,"降糖药物方案。<br>**建议值**: `未用药`, `二甲双胍`, `胰岛素`, `其他口服药`, `联合治疗`",胰岛素治疗
treatmentPlan.complicationManagement.antiosteoporosis,治疗方案.并发症管理.抗骨质疏松,String,"抗骨质疏松治疗。<br>**建议值**: `未治疗`, `双膦酸盐`, `地舒单抗`, `钙+VitD`, `联合治疗`",双膦酸盐+钙VitD
treatmentPlan.complicationManagement.anticoagulation,治疗方案.并发症管理.抗凝治疗,String,"抗凝/抗血小板治疗。<br>**建议值**: `未用药`, `预防性抗凝`, `治疗性抗凝`, `抗血小板`",预防性抗凝
postoperativeManagement.cortisolDay1,术后管理.术后第1天皮质醇,Number,"术后第1天晨皮质醇。<br>单位: nmol/L<br>**提示缓解**: <50-140 nmol/L",85
postoperativeManagement.cortisolDay7,术后管理.术后第7天皮质醇,Number,"术后第7天晨皮质醇。<br>单位: nmol/L",62
postoperativeManagement.remissionCriteria,术后管理.缓解判断,String,"术后缓解标准。<br>**建议值**: `完全缓解(皮质醇<140)`, `部分缓解`, `未缓解`, `待评估`",完全缓解(皮质醇<140)
postoperativeManagement.glucocorticoidReplacement,术后管理.糖皮质激素替代,String,"术后激素替代方案。<br>**建议值**: `无需替代`, `氢化可的松20mg/日`, `氢化可的松30mg/日`, `其他剂量`",氢化可的松20mg/日
postoperativeManagement.diabetesInsipidus,术后管理.尿崩症,String,"术后尿崩症。<br>**建议值**: `无`, `一过性尿崩`, `永久性尿崩`",一过性尿崩
postoperativeManagement.hypopituitarism,术后管理.垂体功能减退,String,"术后垂体功能评估。<br>**建议值**: `功能正常`, `单一激素缺乏`, `多激素缺乏`",单一激素缺乏(ACTH)
followUp.ufcMonitoring,随访监测.UFC监测,String,"UFC随访监测结果",术后6个月UFC 185 nmol/24h(正常)
followUp.recurrenceRisk,随访监测.复发风险,String,"复发风险评估。<br>**建议值**: `低`, `中`, `高`",中
followUp.recurrenceDetection,随访监测.复发检测,String,"是否检测到复发。<br>**建议值**: `无复发`, `生化复发`, `临床复发`, `影像学复发`",无复发
followUp.intervalMonths,随访监测.随访间隔,Number,"建议随访间隔。<br>单位: 月<br>**缓解后**: 3-6个月<br>**复发风险高**: 1-3个月",6
severityAssessment,病情严重程度,String,"库欣综合征严重程度。<br>**建议值**: `轻度(症状轻微)`, `中度(典型表现+代谢异常)`, `重度(严重并发症)`",中度(典型表现+代谢异常)
etiologyFinalDiagnosis,最终病因诊断,String,"病因诊断结论。<br>**建议值**: `库欣病(垂体ACTH依赖)`, `肾上腺皮质腺瘤`, `肾上腺皮质癌`, `异位ACTH综合征`, `外源性糖皮质激素`, `待定`",库欣病(垂体ACTH依赖)
diagnosisImpression,诊断/印象,String,最终临床判断,ACTH依赖型库欣综合征，高度提示库欣病(垂体微腺瘤)
recommendation,建议,String,综合管理建议,建议经蝶垂体手术，术前酮康唑控制高皮质醇血症，术后密切监测皮质醇水平评估缓解
