Category,Field_Name,Chinese_Name,Data_Type,Unit,Valid_Range,LOINC_Code,Required,Description,Clinical_Significance
Rabies,rabies_immunoglobulin,狂犬免疫球蛋白,boolean,,,,,N,HRIG/ERIG,III度暴露

Adverse_Events,adverse_event,不良反应,boolean,,,,,N,AEFI,疫苗安全性
Adverse_Events,adverse_event_type,不良反应类型,categorical,,"None,Local_Reaction,Fever,Allergic_Reaction,Seizure,Anaphylaxis",,,N,无/局部反应/发热/过敏/惊厥/过敏性休克,严重程度
Adverse_Events,adverse_event_date,不良反应日期,date,,,,,N,发生时间,时间关联
Adverse_Events,aefi_reported,AEFI上报,boolean,,,,,N,已上报,监测系统

Completion_Status,up_to_date,接种及时,boolean,,,,,Y,符合程序,免疫保护
Completion_Status,overdue_vaccines,逾期疫苗,string,,,,,N,应补种疫苗,追赶接种
Completion_Status,catch_up_schedule,追赶接种计划,boolean,,,,,N,补种方案,晚接种儿童

Special_Populations,preterm_infant,早产儿,boolean,,,,,N,<37周,按实际日龄接种
Special_Populations,immunocompromised_child,免疫缺陷儿童,boolean,,,,,N,原发/继发免疫缺陷,特殊程序
Special_Populations,chronic_disease,慢性疾病,boolean,,,,,N,心肺肾疾病,高危儿童
Special_Populations,asplenia,无脾,boolean,,,,,N,解剖性/功能性,肺炎球菌/脑膜炎球菌

International_Travel,travel_vaccines,旅行疫苗,boolean,,,,,N,黄热病/伤寒等,特殊接种
International_Travel,yellow_fever,黄热病疫苗,boolean,,,,,N,YF,前往疫区
International_Travel,typhoid,伤寒疫苗,boolean,,,,,N,伤寒,卫生条件差地区

Exemptions,exemption,免于接种,boolean,,,,,N,医学/宗教/哲学豁免,入学要求
Exemptions,exemption_type,豁免类型,categorical,,"None,Medical,Religious,Philosophical",,,N,无/医学/宗教/哲学,公共卫生风险

Report,vaccinator,接种人员,string,,,,,Y,接种者,资质认证
Report,vaccination_site,接种地点,string,,,,,Y,接种机构,追溯管理
Report,report_date,报告日期,date,,,,,Y,记录时间,免疫档案

