fieldName,fieldNameCN,dataType,description,examples
timeToMaxDilation,达最大扩张时间,Number,达最大扩张时间(秒),65
shearRate,剪切率,Number,血流剪切率(s-1),450
nitroglycerineResponse,硝酸甘油反应,Number,硝酸甘油介导扩张(%),18.5
endotheliumDependentDilation,内皮依赖性舒张,Number,内皮依赖性舒张(%),14.3
endotheliumIndependentDilation,内皮非依赖性舒张,Number,内皮非依赖性舒张(%),18.5
reactiveHyperemiaIndex,反应性充血指数,Number,RHI值,1.8
stiffnessIndex,僵硬度指数,Number,血管僵硬度指数,8.5
reflectionIndex,反射指数,Number,反射指数(%),65
elasticityIndex,弹性指数,Number,血管弹性指数,12.5
complianceIndex,顺应性指数,Number,血管顺应性指数,1.2
distensibilityIndex,扩张性指数,Number,血管扩张性指数,18.5
intima媒体厚度,内中膜厚度,Number,颈动脉IMT(mm),0.85
plaquePresence,斑块存在,Boolean,颈动脉斑块存在,true
plaqueNumber,斑块数量,Number,颈动脉斑块个数,2
plaqueThickness,斑块厚度,Number,最大斑块厚度(mm),2.8
plaqueEchotexture,斑块回声,String,斑块回声特征,混合回声
plaqueSurface,斑块表面,String,斑块表面特征,不规则
stenosisPercentage,狭窄百分比,Number,颈动脉狭窄程度(%),35
peakSystolicVelocity,收缩期峰值流速,Number,PSV(cm/s),180
endDiastolicVelocity,舒张末期流速,Number,EDV(cm/s),45
resistanceIndex,阻力指数,Number,RI值,0.75
pulsatilityIndex,搏动指数,Number,PI值,1.8
systolicUpstroke,收缩期上升支,String,收缩期上升支特征,正常
spectralBroadening,频谱增宽,String,频谱增宽情况,轻度增宽
flowPattern,血流模式,String,血流模式特征,层流
microalbuminuria,微量白蛋白尿,Number,尿微量白蛋白(mg/g肌酐),45
proteinuria,蛋白尿,Number,24小时尿蛋白(mg),180
creatinine,血肌酐,Number,血清肌酐(μmol/L),95
eGFR,估算肾小球滤过率,Number,eGFR值(ml/min/1.73m²),75
BUN,尿素氮,Number,血尿素氮(mmol/L),6.8
cystatinC,胱抑素C,Number,血清胱抑素C(mg/L),1.2
vWF,血管性血友病因子,Number,vWF活性(%),145
endothelin1,内皮素1,Number,ET-1水平(pg/ml),2.8
nitricOxide,一氧化氮,Number,NO代谢产物(μmol/L),25.8
eNOS,内皮型一氧化氮合酶,Number,eNOS活性(U/ml),18.5
ADMA,非对称二甲基精氨酸,Number,ADMA水平(μmol/L),0.65
SDMA,对称二甲基精氨酸,Number,SDMA水平(μmol/L),0.45
arginine,精氨酸,Number,L-精氨酸水平(μmol/L),85
arginineADMARatio,精氨酸ADMA比值,Number,精氨酸/ADMA比值,130
prostacyclin,前列环素,Number,PGI2代谢产物(pg/ml),45
thromboxaneA2,血栓烷A2,Number,TXA2代谢产物(pg/ml),180
prostacyclinTXA2Ratio,前列环素血栓烷比值,Number,PGI2/TXA2比值,0.25
angiotensin2,血管紧张素2,Number,Ang II水平(pg/ml),25
ACEActivity,血管紧张素转换酶活性,Number,ACE活性(U/L),35
renin,肾素,Number,血浆肾素活性(ng/ml/h),1.8
aldosterone,醛固酮,Number,血醛固酮(ng/dl),12
reninAldosteroneRatio,肾素醛固酮比值,Number,醛固酮/肾素比值,6.7
BNP,B型钠尿肽,Number,BNP水平(pg/ml),85
NT_proBNP,N末端B型钠尿肽前体,Number,NT-proBNP(pg/ml),180
VCAM1,血管细胞黏附分子1,Number,sVCAM-1(ng/ml),650
ICAM1,细胞间黏附分子1,Number,sICAM-1(ng/ml),280
Eselectin,E选择素,Number,sE-selectin(ng/ml),45
Pselectin,P选择素,Number,sP-selectin(ng/ml),38
VEcadherin,VE钙黏蛋白,Number,sVE-cadherin(ng/ml),15
PECAM1,血小板内皮细胞黏附分子1,Number,sPECAM-1(ng/ml),125
thrombospondin,血小板反应蛋白,Number,TSP-1水平(ng/ml),85
angiopoietin1,血管生成素1,Number,Ang-1水平(ng/ml),25
angiopoietin2,血管生成素2,Number,Ang-2水平(ng/ml),8.5
VEGF,血管内皮生长因子,Number,VEGF水平(pg/ml),180
PDGF,血小板源性生长因子,Number,PDGF水平(pg/ml),45
FGF,成纤维细胞生长因子,Number,bFGF水平(pg/ml),12
IGF1,胰岛素样生长因子1,Number,IGF-1水平(ng/ml),180
TGFbeta,转化生长因子β,Number,TGF-β水平(pg/ml),25
plasminogen,纤溶酶原,Number,纤溶酶原水平(%),95
tPA,组织型纤溶酶原激活剂,Number,tPA活性(IU/ml),0.8
PAI1,纤溶酶原激活剂抑制剂1,Number,PAI-1活性(U/ml),25
fibrinogen,纤维蛋白原,Number,纤维蛋白原(g/L),3.2
Ddimer,D二聚体,Number,D-二聚体(mg/L),0.45
antithrombinIII,抗凝血酶III,Number,AT-III活性(%),105
proteinC,蛋白C,Number,蛋白C活性(%),110
proteinS,蛋白S,Number,蛋白S活性(%),95
factorVIII,凝血因子VIII,Number,FVIII活性(%),125
vonWillebrandFactor,血管性血友病因子,Number,vWF抗原(%),135
plateletAggregation,血小板聚集,Number,血小板聚集率(%),65
plateletActivation,血小板活化,String,血小板活化标志物,轻度活化
thrombinGeneration,凝血酶生成,Number,凝血酶生成潜能,正常
fibrinolysis,纤溶功能,String,纤溶系统功能评估,功能正常
hypercoagulability,高凝状态,String,高凝状态评估,轻度高凝
oxidativeStress,氧化应激,String,氧化应激状态评估,中度氧化应激
superoxideDismutase,超氧化物歧化酶,Number,SOD活性(U/ml),125
catalase,过氧化氢酶,Number,CAT活性(U/ml),45
glutathionePeroxidase,谷胱甘肽过氧化物酶,Number,GSH-Px活性(U/ml),85
malondialdehyde,丙二醛,Number,MDA水平(nmol/ml),8.5
8_isoprostane,8异前列腺素,Number,8-iso-PGF2α(pg/ml),25
oxidizedLDL,氧化低密度脂蛋白,Number,ox-LDL(mg/L),65
glutathione,谷胱甘肽,Number,GSH水平(μmol/L),450
vitaminE,维生素E,Number,维生素E(μmol/L),25
vitaminC,维生素C,Number,维生素C(μmol/L),68
betaCarotene,β胡萝卜素,Number,β-胡萝卜素(μmol/L),0.85
uricAcid,尿酸,Number,血尿酸(μmol/L),380
homocysteine,同型半胱氨酸,Number,血同型半胱氨酸(μmol/L),12.5
asymmetricDimethylarginine,非对称二甲基精氨酸,Number,ADMA(μmol/L),0.65
CRP,C反应蛋白,Number,C反应蛋白(mg/L),3.2
IL6,白介素6,Number,IL-6(pg/ml),3.5
TNFalpha,肿瘤坏死因子α,Number,TNF-α(pg/ml),15.2
adiponectin,脂联素,Number,脂联素(μg/ml),8.5
leptin,瘦素,Number,瘦素(ng/ml),12.5
resistin,抵抗素,Number,抵抗素(ng/ml),6.8
visfatin,内脂素,Number,内脂素(ng/ml),3.2
omentin,网膜素,Number,网膜素(ng/ml),450
apelin,apelin,Number,apelin水平(pg/ml),85
chemerin,chemerin,Number,chemerin水平(ng/ml),125
riskStratification,危险分层,String,心血管风险分层评估,中危
endothelialDysfunction,内皮功能异常,String,内皮功能异常评估,轻度异常
arterialStiffness,动脉硬化,String,动脉硬化程度评估,中度硬化
atherosclerosis,动脉粥样硬化,String,动脉粥样硬化评估,早期病变
microvasculopathy,微血管病变,String,微血管病变评估,轻度病变
macrovasculopathy,大血管病变,String,大血管病变评估,中度病变
peripheralArterialDisease,周围动脉疾病,String,周围动脉疾病评估,轻度PAD
coronaryRisk,冠心病风险,String,冠心病风险评估,中等风险
strokeRisk,脑卒中风险,String,脑卒中风险评估,中等风险
overallVascularRisk,总体血管风险,String,总体血管病变风险,中等风险
therapeuticTarget,治疗目标,String,血管保护治疗目标,改善内皮功能
interventionStrategy,干预策略,String,血管保护干预策略,药物治疗配合生活方式
monitoringPlan,监测计划,String,血管功能监测计划,6个月后复查
prognosticAssessment,预后评估,String,血管功能预后评估,积极治疗预后良好
complicationRisk,并发症风险,String,血管并发症风险,需密切监测
diagnosisImpression,诊断印象,String,初步诊断和评估结论,血管内皮功能异常伴动脉硬化
recommendation,建议,String,治疗和管理建议,血管保护药物治疗控制危险因素定期监测
