字段名 (英文),字段名 (中文),数据类型,描述,示例
medications.sglt2i,药物.SGLT2抑制剂,String,"SGLT2抑制剂(新型肾保护药)。<br>**建议值**: `未使用`, `使用中`, `不适用`<br>**适应证**: CKD合并糖尿病或心衰，eGFR≥20",使用中
medications.sglt2iName,药物.SGLT2i名称,String,SGLT2抑制剂名称,达格列净 10mg qd
medications.mra,药物.盐皮质激素受体拮抗剂,String,"MRA(螺内酯/依普利酮/非奈利酮)。<br>**建议值**: `未使用`, `使用中`, `高钾禁用`<br>**新证据**: 非奈利酮肾保护作用",未使用
medications.diuretics,药物.利尿剂,String,"利尿剂使用。<br>**建议值**: `未使用`, `噻嗪类`, `袢利尿剂`, `联合利尿剂`<br>**G4-G5**: 需袢利尿剂",袢利尿剂(呋塞米)
medications.phosphateBinders,药物.磷结合剂,String,"磷结合剂。<br>**建议值**: `未使用`, `碳酸钙`, `醋酸钙`, `司维拉姆`, `碳酸镧`<br>**G3b-G5**: 控制高磷血症",碳酸钙
medications.activeVitaminD,药物.活性维生素D,String,"活性维生素D。<br>**建议值**: `未使用`, `骨化三醇`, `阿法骨化醇`, `帕立骨化醇`<br>**G3-G5**: 控制PTH升高",骨化三醇
medications.esa,药物.促红细胞生成素,String,"ESA(促红素)治疗。<br>**建议值**: `未使用`, `重组人EPO`, `达依泊汀α`, `罗沙司他(口服)`, `其他`<br>**适应证**: Hb<100 g/L",未使用
medications.ironSupplement,药物.铁剂,String,"铁剂补充。<br>**建议值**: `未使用`, `口服铁剂`, `静脉铁剂`<br>**指征**: 铁蛋白<100或TSAT<20%",口服铁剂
medications.statins,药物.他汀类,String,"他汀类降脂药。<br>**建议值**: `未使用`, `使用中`<br>**CKD**: 推荐使用，降低心血管风险",使用中
medications.antiplatelet,药物.抗血小板,String,"抗血小板药物。<br>**建议值**: `未使用`, `阿司匹林`, `氯吡格雷`, `联合抗血小板`",阿司匹林
medications.sodiumBicarbonate,药物.碳酸氢钠,String,"碳酸氢钠。<br>**建议值**: `未使用`, `使用中`<br>**适应证**: HCO3<22 mmol/L",使用中

# 生活方式
lifestyle.diet,生活方式.饮食,String,"饮食管理。<br>**建议值**: `未限制`, `低蛋白饮食`, `低盐饮食`, `低钾饮食`, `低磷饮食`, `综合饮食管理`<br>**CKD**: 推荐低蛋白(0.6-0.8g/kg/d)",综合饮食管理
lifestyle.proteinIntake,生活方式.蛋白质摄入,Number,"蛋白质摄入量。<br>单位: g/kg/日<br>**CKD 3-5期**: 0.6-0.8 g/kg/日",0.8
lifestyle.sodiumIntake,生活方式.钠摄入,Number,"钠摄入量。<br>单位: g/日<br>**目标**: <5g/日(食盐)",5
lifestyle.potassiumRestriction,生活方式.钾限制,String,"钾摄入限制。<br>**建议值**: `不限制`, `适度限制`, `严格限制`<br>**G4-G5或高钾**: 需限制",适度限制
lifestyle.fluidRestriction,生活方式.液体限制,String,"液体摄入限制。<br>**建议值**: `不限制`, `限制(<1500mL/日)`, `严格限制`<br>**G5或容量负荷**: 需限制",不限制
lifestyle.exercise,生活方式.运动,String,"运动情况。<br>**建议值**: `不运动`, `轻度运动`, `中度运动`, `规律运动`<br>**CKD**: 鼓励适度运动",中度运动
lifestyle.smoking,生活方式.吸烟,String,"吸烟状况。<br>**建议值**: `不吸烟`, `已戒烟`, `吸烟`<br>**危害**: 加速CKD进展",已戒烟

# 疾病进展风险
progression.riskFactors,疾病进展.危险因素,String,"CKD进展危险因素。<br>**包括**: 蛋白尿、高血压未控、糖尿病、肥胖、吸烟、AKI史、NSAIDs使用",蛋白尿、糖尿病
progression.egfrSlope,疾病进展.eGFR下降速度,Number,"eGFR年下降速度。<br>单位: mL/min/1.73m²/年<br>**正常老化**: 0.5-1<br>**快速进展**: >5",2.5
progression.progressionRate,疾病进展.进展速度,String,"进展速度评估。<br>**建议值**: `缓慢进展`, `中速进展`, `快速进展(>5/年)`",中速进展
progression.predictedEsrd,疾病进展.预测ESRD时间,String,"预测进展至ESRD(G5)时间(如可估算)",约5-8年

# 肾毒性风险
nephrotoxicity.nsaids,肾毒性.NSAIDs使用,String,"非甾体抗炎药使用。<br>**建议值**: `不使用`, `偶尔使用`, `经常使用`<br>**风险**: 加重肾损伤，CKD应避免",不使用
nephrotoxicity.contrast,肾毒性.造影剂暴露,String,"造影剂暴露史。<br>**建议值**: `无`, `近期暴露(<1月)`, `既往暴露`<br>**风险**: 造影剂肾病",无
nephrotoxicity.antibiotics,肾毒性.肾毒性抗生素,String,"肾毒性抗生素使用(氨基糖苷、万古霉素等)。<br>**建议值**: `不使用`, `使用中(需监测)`, `既往使用`",不使用
nephrotoxicity.herbals,肾毒性.中草药,String,"中草药/保健品使用。<br>**建议值**: `不使用`, `使用中`, `既往使用`<br>**风险**: 某些中草药肾毒性(马兜铃酸等)",不使用

# 综合评估
overallRiskLevel,综合风险等级,String,"综合风险等级(心血管+肾脏)。<br>**建议值**: `低风险`, `中风险`, `高风险`, `极高风险`<br>**依据**: KDOQI风险分类+心血管危险因素",高风险
qualityOfLife,生活质量,String,"生活质量评估。<br>**建议值**: `良好`, `一般`, `差`",一般
treatmentGoals,治疗目标,String,个体化治疗目标,"1. 延缓CKD进展(eGFR下降<3/年); 2. 血压<130/80; 3. UACR降低30%以上; 4. HbA1c 7-8%; 5. 预防并发症"

# 随访计划
followUp.frequency,随访.随访频率,String,"随访频率建议。<br>**G1-G2**: 6-12月<br>**G3a**: 3-6月<br>**G3b-G4**: 1-3月<br>**G5**: 1-3月或更频<br>**建议值**: `1月`, `2-3月`, `3-6月`, `6-12月`",3-6月
followUp.monitoring,随访.监测项目,String,随访需监测的项目,"eGFR、肌酐、UACR、电解质、HbA1c、血压、贫血指标、PTH、钙磷"
followUp.nextVisit,随访.下次就诊日期,String,计划下次就诊日期,2025-11-15
followUp.nephrologistReferral,随访.肾内科转诊,String,"肾内科转诊建议。<br>**建议值**: `不需要`, `建议转诊`, `已转诊`, `定期随诊中`<br>**转诊指征**: G3b及以上、进展快、蛋白尿重、病因不明",已转诊

# 患者教育
patientEducation.diseaseKnowledge,患者教育.疾病知识,String,是否已进行CKD疾病知识教育,已告知CKD分期、病因、进展风险、治疗目标
patientEducation.dietaryEducation,患者教育.饮食教育,String,是否已进行饮食教育,已详细指导低蛋白、低盐、低钾、低磷饮食
patientEducation.medicationCompliance,患者教育.用药依从性,String,用药依从性教育,已强调长期规律用药的重要性
patientEducation.avoidNephrotoxins,患者教育.避免肾毒性物质,String,避免肾毒性物质教育,已告知避免NSAIDs、某些中草药、造影剂风险

# 临床建议
clinicalRecommendation,临床建议,String,综合临床建议,"CKD 3a期(糖尿病肾病)，继续ACEI+SGLT2i肾保护治疗，严格控制血压(<130/80)和血糖(HbA1c 7-8%)，低蛋白饮食(0.8g/kg/d)，监测eGFR和UACR，3-6月复查肾功能，目标延缓CKD进展至透析"

# 报告信息
reportDate,报告日期,String,报告日期,2025-08-15
attendingPhysician,主治医师,String,主治医师,王医师肾内科
urgentFlag,紧急标识,String,"是否紧急。<br>**建议值**: `否`, `是`<br>**紧急**: 严重高钾、肺水肿、尿毒症危象",否
