fieldName,fieldNameCN,dataType,description,examples
parathyroidHormone,甲状旁腺激素,Number,PTH(pg/ml),65
calcitonin,降钙素,Number,血清降钙素(pg/ml),8.5
FGF23,成纤维细胞生长因子23,Number,FGF23(pg/ml),45
klotho,Klotho蛋白,Number,血清Klotho(pg/ml),850
sclerostin,硬化素,Number,血清硬化素(pg/ml),25
DKK1,Dickkopf1,Number,DKK1(ng/ml),2.8
muscleMetabolismMarkers,肌肉代谢标志物,String,肌肉代谢标志物检测,肌肉代谢标志物检测
creatineKinase,肌酸激酶,Number,血清CK(U/L),150
lactateDehydrogenase,乳酸脱氢酶,Number,血清LDH(U/L),180
myoglobin,肌红蛋白,Number,血清肌红蛋白(ng/ml),85
troponinI,肌钙蛋白I,Number,血清cTnI(ng/ml),0.02
aldolase,醛缩酶,Number,血清醛缩酶(U/L),3.5
aspartateAminotransferase,天冬氨酸转氨酶,Number,血清AST(U/L),28
creatinine,肌酐,Number,血清肌酐(μmol/L),85
urea,尿素,Number,血清尿素(mmol/L),5.8
uricAcid,尿酸,Number,血清尿酸(μmol/L),320
IGF1,胰岛素样生长因子1,Number,血清IGF-1(ng/ml),150
IGFBP3,胰岛素样生长因子结合蛋白3,Number,IGFBP-3(mg/L),3.2
myostatin,肌肉生长抑制素,Number,血清肌肉抑制素(ng/ml),3.8
follistatin,卵泡抑素,Number,血清卵泡抑素(ng/ml),2.5
activin,激活素,Number,血清激活素(pg/ml),180
irisin,鸢尾素,Number,血清鸢尾素(ng/ml),4.2
FGF21,成纤维细胞生长因子21,Number,FGF21(pg/ml),250
adiponectin,脂联素,Number,血清脂联素(μg/ml),8.5
leptin,瘦素,Number,血清瘦素(ng/ml),8.2
testosterone,睾酮,Number,血清睾酮(ng/ml),4.5
estradiol,雌二醇,Number,血清雌二醇(pg/ml),25
DHEAS,硫酸脱氢表雄酮,Number,DHEA-S(μg/dl),180
cortisol,皮质醇,Number,血清皮质醇(nmol/L),450
thyroxine,甲状腺素,Number,血清T4(pmol/L),105
triiodothyronine,三碘甲状腺原氨酸,Number,血清T3(pmol/L),4.8
TSH,促甲状腺激素,Number,血清TSH(mU/L),2.5
growthhormone,生长激素,Number,血清GH(ng/ml),1.8
insulinLevel,胰岛素,Number,血清胰岛素(mU/L),12.5
glucoseLevel,血糖,Number,空腹血糖(mmol/L),6.8
HbA1c,糖化血红蛋白,Number,HbA1c(%),7.2
inflammatoryMarkers,炎症标志物,String,炎症标志物检测,炎症标志物检测
CRP,C反应蛋白,Number,血清CRP(mg/L),3.5
IL6,白介素6,Number,血清IL-6(pg/ml),4.2
TNFalpha,肿瘤坏死因子α,Number,血清TNF-α(pg/ml),18.5
IL1beta,白介素1β,Number,血清IL-1β(pg/ml),2.8
IL10,白介素10,Number,血清IL-10(pg/ml),5.5
interferonGamma,干扰素γ,Number,血清IFN-γ(pg/ml),15.8
oxidativeStressMarkers,氧化应激标志物,String,氧化应激标志物检测,氧化应激标志物检测
malondialdehyde,丙二醛,Number,血清MDA(nmol/ml),6.8
superoxideDismutase,超氧化物歧化酶,Number,SOD活性(U/ml),120
catalase,过氧化氢酶,Number,CAT活性(U/ml),45
glutathionePeroxidase,谷胱甘肽过氧化物酶,Number,GSH-Px活性(U/ml),85
totalAntioxidantCapacity,总抗氧化能力,Number,TAC(mmol/L),1.5
vitaminE,维生素E,Number,血清维生素E(μmol/L),28
vitaminC,维生素C,Number,血清维生素C(μmol/L),65
proteinCarbonylation,蛋白质羰基化,Number,蛋白质羰基(nmol/mg蛋白),2.8
lipidPeroxidation,脂质过氧化,Number,脂质过氧化产物(μmol/L),8.5
DNA_damage,DNA损伤,String,DNA氧化损伤评估,轻度DNA氧化损伤
nutritionalAssessment,营养评估,String,营养状况评估,营养状况基本正常
proteinIntake,蛋白质摄入,String,蛋白质摄入评估,蛋白质摄入不足
calciumIntake,钙摄入,String,钙摄入评估,钙摄入不足
vitaminDIntake,维生素D摄入,String,维生素D摄入评估,维生素D摄入不足
magnesiumIntake,镁摄入,String,镁摄入评估,镁摄入基本充足
phosphorusIntake,磷摄入,String,磷摄入评估,磷摄入充足
vitaminKIntake,维生素K摄入,String,维生素K摄入评估,维生素K摄入不足
vitaminCIntake,维生素C摄入,String,维生素C摄入评估,维生素C摄入充足
zincIntake,锌摄入,String,锌摄入评估,锌摄入基本充足
ironIntake,铁摄入,String,铁摄入评估,铁摄入充足
functionalAssessment,功能评估,String,整体功能评估,功能轻度受限
walkingSpeed,步行速度,Number,步行速度(m/s),1.1
chairStandTest,起立测试,Number,5次起立时间(秒),12.5
timedUpAndGo,起立-行走测试,Number,TUG测试时间(秒),9.8
stairClimbingAbility,爬楼能力,String,爬楼梯能力,爬楼能力轻度受限
activitiesOfDailyLiving,日常生活活动,String,日常生活活动能力,ADL基本正常
instrumentalActivitiesOfDailyLiving,工具性日常生活活动,String,工具性日常生活活动,IADL轻度受限
physicalPerformanceBattery,体能测试组合,String,体能测试组合评分,体能测试轻度异常
exerciseCapacity,运动能力,String,运动能力评估,运动能力下降
cardiovascularFitness,心血管适能,String,心血管适能评估,心血管适能一般
fallRisk,跌倒风险,String,跌倒风险评估,跌倒风险轻度增加
fracturekr风险,骨折风险,String,骨折风险评估,骨折风险中等
qualityOfLife,生活质量,String,生活质量评估,生活质量轻度下降
painAssessment,疼痛评估,String,肌骨疼痛评估,无明显疼痛
fatigueAssessment,疲劳评估,String,疲劳程度评估,轻度疲劳
sleepQuality,睡眠质量,String,睡眠质量评估,睡眠质量一般
moodAssessment,情绪评估,String,情绪状态评估,情绪基本稳定
cognitiveFunction,认知功能,String,认知功能评估,认知功能正常
socialFunction,社会功能,String,社会功能评估,社会功能基本正常
workCapacity,工作能力,String,工作能力评估,工作能力轻度受限
recreationalActivities,娱乐活动,String,娱乐活动参与,娱乐活动参与减少
independenceLevel,独立程度,String,生活独立程度,生活基本独立
caregiverBurden,照护负担,String,家庭照护负担,无明显照护负担
healthcareUtilization,医疗服务利用,String,医疗服务利用情况,医疗服务利用适当
medicationCompliance,用药依从性,String,用药依从性评估,用药依从性良好
lifestyleFactors,生活方式因素,String,影响肌骨健康的生活方式,缺乏运动久坐
smokingImpact,吸烟影响,String,吸烟对肌骨健康影响,既往吸烟可能影响
alcoholImpact,饮酒影响,String,饮酒对肌骨健康影响,适量饮酒无明显影响
caffeineImpact,咖啡因影响,String,咖啡因对骨健康影响,咖啡因摄入适量
sunExposure,日晒情况,String,日晒和维生素D合成,日晒不足
physicalActivityLevel,体力活动水平,String,体力活动水平评估,体力活动不足
sedentaryBehavior,久坐行为,String,久坐行为评估,久坐时间过长
exerciseType,运动类型,String,参与的运动类型,缺乏抗阻运动
exerciseFrequency,运动频率,String,运动频率评估,运动频率不足
exerciseIntensity,运动强度,String,运动强度评估,运动强度不足
exerciseDuration,运动持续时间,String,单次运动持续时间,运动时间不足
resistanceTraining,抗阻训练,String,抗阻训练情况,缺乏抗阻训练
aerobicExercise,有氧运动,String,有氧运动情况,有氧运动不足
flexibilityTraining,柔韧性训练,String,柔韧性训练情况,柔韧性训练不足
balanceTraining,平衡训练,String,平衡训练情况,缺乏平衡训练
functionalTraining,功能性训练,String,功能性训练情况,缺乏功能性训练
diabeticMusculoskeletalComplicationrisk,糖尿病肌骨并发症风险,String,糖尿病相关肌骨并发症风险,中等风险
glycemicControlImpact,血糖控制影响,String,血糖控制对肌骨健康影响,血糖控制不佳影响肌骨健康
insulinResistanceImpact,胰岛素抵抗影响,String,胰岛素抵抗对肌肉影响,胰岛素抵抗影响肌肉代谢
chronicInflammationImpact,慢性炎症影响,String,慢性炎症对肌骨影响,慢性炎症影响肌骨健康
vasculopathyImpact,血管病变影响,String,血管病变对肌骨影响,血管病变影响肌骨供血
neuropathyImpact,神经病变影响,String,神经病变对肌肉影响,神经病变影响肌肉功能
medicationEffects,药物影响,String,药物对肌骨系统影响,药物对肌骨系统无明显影响
comorbidityEffects,合并症影响,String,合并症对肌骨健康影响,高血压等合并症轻度影响
ageRelatedChanges,年龄相关变化,String,年龄相关肌骨变化,符合年龄的生理性变化
genderEffects,性别影响,String,性别对肌骨健康影响,绝经后骨质疏松风险增加
hormonalEffects,激素影响,String,激素对肌骨健康影响,激素水平影响肌骨健康
menopauseEffects,绝经影响,String,绝经对骨健康影响,绝经后骨质疏松加速
geneticFactors,遗传因素,String,遗传对肌骨健康影响,家族遗传因素影响
environmentalFactors,环境因素,String,环境对肌骨健康影响,环境因素无明显影响
seasonalEffects,季节影响,String,季节对维生素D影响,冬季维生素D不足
preventionStrategies,预防策略,String,肌骨疾病预防策略,加强运动补充营养
earlyIntervention,早期干预,String,早期干预措施,早期运动干预
lifestyleModification,生活方式调整,String,生活方式调整建议,增加运动改善饮食
nutritionalIntervention,营养干预,String,营养干预建议,蛋白质钙维生素D补充
exercisePrescription,运动处方,String,个体化运动处方,抗阻有氧平衡训练
medicationTreatment,药物治疗,String,药物治疗建议,可考虑抗骨质疏松药物
supplementation,补充治疗,String,营养补充治疗,钙和维生素D补充
monitoringPlan,监测计划,String,肌骨健康监测计划,定期骨密度肌力评估
followUpSchedule,随访安排,String,随访时间安排,6个月后复查
progressAssessment,进展评估,String,治疗进展评估方法,定期功能评估
outcomeExpectation,预期结局,String,治疗预期结局,预防肌少症减缓骨质疏松
prognosticFactors,预后因素,String,影响预后的因素,依从性血糖控制
riskStratification,风险分层,String,肌骨疾病风险分层,中等风险
complicationPrevention,并发症预防,String,并发症预防措施,预防骨折跌倒
rehabilitationNeeds,康复需求,String,康复需求评估,需要功能康复训练
specializedCareNeeds,专科医疗需求,String,专科医疗需求,可能需要骨科内分泌科
multidisciplinaryCare,多学科医疗,String,多学科医疗需求,需要多学科协作
patientEducation,患者教育,String,患者教育要点,肌骨健康知识运动营养
familyEducation,家属教育,String,家属教育要点,支持患者运动营养
selfManagement,自我管理,String,自我管理能力,自我管理能力需要提高
adherenceSupport,依从性支持,String,依从性支持措施,提供依从性支持
qualityImprovement,质量改进,String,医疗质量改进措施,持续质量改进
costEffectiveness,成本效益,String,治疗成本效益,预防性干预成本效益好
diagnosisImpression,诊断印象,String,初步诊断和评估结论,糖尿病相关肌少症伴骨量减少
recommendation,建议,String,治疗和管理建议,抗阻运动营养补充药物治疗定期监测
