fieldName,fieldNameCN,dataType,description,examples
spirituality,精神信仰,String,精神信仰评估,精神支柱不足
meaningInLife,人生意义,String,人生意义感评估,人生意义感不足
valueSystem,价值体系,String,价值体系评估,价值体系传统
moralReasoning,道德推理,String,道德推理能力,道德推理正常
ethicalBeliefs,伦理信念,String,伦理信念评估,伦理信念传统
lifePhilosophy,人生哲学,String,人生哲学观,消极人生观
existentialConcerns,存在主义关注,String,存在主义关注点,对未来担忧
traumaHistory,创伤史,String,心理创伤史,无明显心理创伤
PTSD_symptoms,PTSD症状,String,创伤后应激障碍症状,无PTSD症状
dissociativeSymptoms,分离症状,String,分离症状评估,无分离症状
somaticSymptoms,躯体症状,String,躯体症状评估,轻度躯体症状
psychosomaticSymptoms,心身症状,String,心身症状评估,存在心身症状
conversionSymptoms,转换症状,String,转换症状评估,无转换症状
hypochondriacalSymptoms,疑病症状,String,疑病症状评估,轻度疑病倾向
painPerception,疼痛感知,String,疼痛感知评估,疼痛感知正常
fatigueLevel,疲劳水平,String,疲劳程度评估,中度疲劳
energyLevel,精力水平,String,精力水平评估,精力不足
vitalityAssessment,活力评估,String,活力评估,活力下降
motivationalState,动机状态,String,动机状态评估,动机不足
pleasureCapacity,愉悦能力,String,愉悦能力评估,愉悦感下降
interestLevel,兴趣水平,String,兴趣水平评估,兴趣下降
engagementCapacity,参与能力,String,参与能力评估,参与能力下降
socialWithdrawal,社交退缩,String,社交退缩评估,轻度社交退缩
isolationTendency,孤独倾向,String,孤独倾向评估,孤独感较强
lonelinessLevel,孤独水平,String,孤独水平评估,中度孤独
belongingNeed,归属需求,String,归属需求评估,归属需求未满足
intimacyCapacity,亲密能力,String,亲密关系能力,亲密能力一般
trustIssues,信任问题,String,信任问题评估,存在信任问题
attachmentStyle,依恋风格,String,依恋风格评估,焦虑型依恋
boundaryIssues,边界问题,String,人际边界问题,边界不清
codependency,共依存,String,共依存关系评估,无明显共依存
enablementBehavior,促成行为,String,促成行为评估,无促成行为
psychoeducationNeeds,心理教育需求,String,心理教育需求评估,需要糖尿病心理教育
counselingRecommendation,咨询建议,String,心理咨询建议,建议心理咨询
therapyIndication,治疗适应症,String,心理治疗适应症,抑郁症状需要治疗
therapyType,治疗类型,String,推荐心理治疗类型,认知行为治疗
therapyGoals,治疗目标,String,心理治疗目标,改善情绪提高生活质量
treatmentPriorityting,治疗优先级,String,治疗优先级排序,情绪症状优先
interventionStrategy,干预策略,String,心理干预策略,综合心理干预
preventionStrategy,预防策略,String,心理问题预防策略,压力管理技能训练
supportGroupRecommendation,支持小组建议,String,支持小组参与建议,建议参加糖尿病支持小组
peerSupportNeeds,同伴支持需求,String,同伴支持需求评估,需要同伴支持
familyTherapyIndication,家庭治疗适应症,String,家庭治疗适应症,家庭关系需要改善
coupleTherapyIndication,夫妻治疗适应症,String,夫妻治疗适应症,婚姻关系需要改善
medicationConsideration,药物治疗考虑,String,精神科药物治疗考虑,可考虑抗抑郁药物
psychiatricReferral,精神科转诊,String,精神科转诊建议,建议精神科会诊
riskFactors,危险因素,String,心理问题危险因素,慢性疾病经济压力
protectiveFactors,保护因素,String,心理保护因素,家庭支持治疗依从性
prognosticFactors,预后因素,String,影响预后的因素,治疗态度基础疾病控制
copingResourcesAssessment,应对资源评估,String,应对资源评估,应对资源不足
strengthsAssessment,优势评估,String,个人优势评估,责任心强求治欲望
challengesIdentification,挑战识别,String,面临挑战识别,经济压力疾病管理
barriersToCare,治疗障碍,String,接受治疗的障碍,经济因素时间安排
facilitatorsOfCare,治疗促进因素,String,促进治疗的因素,家庭支持医疗保险
outcomePrediction,结局预测,String,治疗结局预测,积极治疗预后良好
recoveryPotential,康复潜力,String,康复潜力评估,康复潜力较好
relapsePrevention,复发预防,String,复发预防策略,建立长期支持系统
maintenanceStrategy,维持策略,String,维持治疗策略,定期心理评估
followUpPlan,随访计划,String,心理随访计划,4周后复评
monitoringStrategy,监测策略,String,心理状态监测策略,定期量表评估
assessmentFrequency,评估频率,String,心理评估频率,每月评估一次
emergencyPlan,应急预案,String,心理危机应急预案,24小时危机干预
crisisIntervention,危机干预,String,危机干预措施,建立危机干预机制
saftyPlanning,安全计划,String,安全计划制定,制定详细安全计划
resourceCoordination,资源协调,String,心理资源协调,协调多学科资源
holisticApproach,整体方法,String,整体治疗方法,生物心理社会模式
integratedCare,整合医疗,String,整合医疗模式,心理生理整合治疗
continuumOfCare,连续性医疗,String,连续性医疗保障,建立连续性医疗
qualityOfCareIndicators,医疗质量指标,String,心理医疗质量指标,满意度功能改善
outcomeMe asures,结局指标,String,治疗结局指标,症状改善生活质量
effectivenessEvaluation,有效性评估,String,治疗有效性评估,定期疗效评估
costEffectivenessAnalysis,成本效益分析,String,成本效益分析,心理治疗成本效益
patientSatisfaction,患者满意度,String,患者满意度评估,治疗满意度调查
familySatisfaction,家属满意度,String,家属满意度评估,家属满意度调查
qualityImprovement,质量改进,String,质量改进措施,持续质量改进
diagnosisImpression,诊断印象,String,初步诊断和评估结论,中度抑郁发作伴糖尿病困扰
recommendation,建议,String,治疗和管理建议,心理治疗药物治疗生活方式调整家庭支持
