字段名 (英文),字段名 (中文),数据类型,描述,示例
cea.falsePositiveCauses,CEA.假阳性原因,String,"CEA假阳性升高的常见原因。<br>**建议值**: `吸烟(最常见)`, `消化性溃疡`, `炎症性肠病`, `胰腺炎`, `肝硬化`, `慢性肾衰竭`, `甲状腺功能减退`",吸烟相关性升高
cea.recommendation,CEA.建议,String,"基于CEA结果的临床建议。<br>**CEA <5**: 定期体检<br>**CEA 5-10**: 排除吸烟因素,3个月复查<br>**CEA 10-20**: 消化道/肺部CT检查<br>**CEA >20**: 全面肿瘤排查(消化道镜+胸腹CT)",建议3个月后戒烟复查

ca199.value,CA199.数值,Number,"糖类抗原19-9(Carbohydrate Antigen 19-9)数值。<br>单位: U/mL<br>**正常参考值**: <37 U/mL<br>**临床意义**: 胰腺癌和胆管癌最敏感标志物",28.5
ca199.referenceRange,CA199.参考范围,String,实验室提供的CA199参考范围,0-37 U/mL
ca199.interpretation,CA199.结果判读,String,"CA199结果判读。<br>**建议值**: `正常(<37)`, `轻度升高(37-100)`, `中度升高(100-1000)`, `显著升高(>1000，高度提示胰腺癌)`, `极度升高(>10000)`<br>**诊断价值**: CA199 >1000 U/mL时胰腺癌可能性极大(>90%)",正常(<37)
ca199.clinicalSignificance,CA199.临床意义,String,"CA199升高的临床意义。<br>**恶性肿瘤**: 胰腺癌(80-90%敏感性)、胆管癌、胃癌、结直肠癌<br>**良性疾病**: 肝硬化、胆汁淤积、胆管炎、胰腺炎(通常<1000 U/mL)<br>**特殊人群**: 5-10%人群Lewis血型阴性,无法产生CA199(终生为0)",胰腺癌/胆管癌最重要标志物
ca199.falsePositiveCauses,CA199.假阳性原因,String,"CA199假阳性升高的常见原因。<br>**建议值**: `肝硬化`, `胆汁淤积`, `胆管炎`, `急性胰腺炎`, `慢性胰腺炎`, `胆囊炎`, `胆石症`",无
ca199.lewisAntigenStatus,CA199.Lewis抗原状态,String,"Lewis抗原表达状态。<br>**建议值**: `未检测`, `Lewis阳性(可产生CA199)`, `Lewis阴性(无法产生CA199)`<br>**临床意义**: 5-10%人群Lewis阴性,CA199始终为0,无法用于监测",未检测
ca199.recommendation,CA199.建议,String,"基于CA199结果的临床建议。<br>**CA199 <37**: 定期体检<br>**CA199 37-100**: 排除胆囊炎/胰腺炎,3-6个月复查<br>**CA199 100-1000**: 胰腺/胆管增强CT/MRI+肝胆外科就诊<br>**CA199 >1000**: 强烈建议胰腺增强CT/MRI+肿瘤科就诊",定期体检即可

ca125.value,CA125.数值,Number,"糖类抗原125(Cancer Antigen 125)数值。<br>单位: U/mL<br>**正常参考值**: 女性<35 U/mL, 男性<20 U/mL<br>**临床意义**: 卵巢上皮癌最重要标志物",42.0
ca125.referenceRange,CA125.参考范围,String,实验室提供的CA125参考范围,0-35 U/mL
ca125.interpretation,CA125.结果判读,String,"CA125结果判读。<br>**建议值**: `正常(女性<35/男性<20)`, `轻度升高(35-100)`, `中度升高(100-500)`, `显著升高(>500，高度提示卵巢癌)`, `极度升高(>1000)`<br>**诊断价值**: CA125 >65 U/mL时恶性风险显著增加",轻度升高(35-100)
ca125.menstrualStatus,CA125.月经状态,String,"月经状态(女性)。<br>**建议值**: `月经期`, `非月经期`, `绝经前`, `绝经后`, `妊娠期`, `产褥期`, `不适用(男性)`<br>**重要性**: CA125在月经期可生理性升高至50-100 U/mL",非月经期
ca125.clinicalSignificance,CA125.临床意义,String,"CA125升高的临床意义。<br>**恶性肿瘤**: 卵巢上皮癌(80-85%敏感性)、子宫内膜癌、输卵管癌、乳腺癌、肺癌、胰腺癌<br>**良性疾病**: 子宫内膜异位症、盆腔炎、卵巢囊肿、月经期、妊娠早期、肝硬化、腹水",卵巢癌筛查标志物(敏感性80-85%)
ca125.falsePositiveCauses,CA125.假阳性原因,String,"CA125假阳性升高的常见原因。<br>**建议值**: `月经期`, `妊娠早期`, `子宫内膜异位症`, `卵巢囊肿`, `盆腔炎`, `肝硬化伴腹水`, `胸腔积液`, `腹膜炎`",可能月经期影响
ca125.recommendation,CA125.建议,String,"基于CA125结果的临床建议。<br>**CA125 <35**: 定期体检<br>**CA125 35-100**: 非月经期复查+盆腔超声<br>**CA125 100-500**: 盆腔增强CT/MRI+妇科肿瘤专科就诊<br>**CA125 >500**: 强烈建议妇科肿瘤专科就诊+排除卵巢癌",建议非月经期复查+盆腔超声

ca153.value,CA153.数值,Number,"糖类抗原15-3(Cancer Antigen 15-3)数值。<br>单位: U/mL<br>**正常参考值**: <25-30 U/mL<br>**临床意义**: 乳腺癌监测最常用标志物",18.5
ca153.referenceRange,CA153.参考范围,String,实验室提供的CA153参考范围,0-25 U/mL
ca153.interpretation,CA153.结果判读,String,"CA153结果判读。<br>**建议值**: `正常(<25)`, `轻度升高(25-50)`, `中度升高(50-100)`, `显著升高(>100，提示晚期乳腺癌或转移)`, `极度升高(>200)`<br>**注意**: CA153对早期乳腺癌敏感性低(20-30%),主要用于监测",正常(<25)
ca153.clinicalSignificance,CA153.临床意义,String,"CA153升高的临床意义。<br>**恶性肿瘤**: 乳腺癌(晚期60-80%敏感性,早期仅20-30%)、卵巢癌、肺癌、胰腺癌<br>**良性疾病**: 乳腺良性病变、肝硬化、结核、系统性红斑狼疮<br>**最佳用途**: 已知乳腺癌患者的治疗监测和复发监测",乳腺癌治疗监测标志物(不适合早期筛查)
ca153.falsePositiveCauses,CA153.假阳性原因,String,"CA153假阳性升高的常见原因。<br>**建议值**: `乳腺良性病变`, `肝硬化`, `慢性肝炎`, `肺结核`, `系统性红斑狼疮`, `妊娠晚期`",无
ca153.recommendation,CA153.建议,String,"基于CA153结果的临床建议。<br>**CA153 <25**: 定期体检,乳腺钼靶/超声筛查<br>**CA153 25-50**: 乳腺超声/钼靶检查,3-6个月复查<br>**CA153 50-100**: 乳腺超声+钼靶+乳腺外科就诊<br>**CA153 >100**: 乳腺增强MRI+肿瘤科就诊",定期乳腺影像学筛查

psa.total,PSA.总PSA,Number,"总前列腺特异性抗原(Total Prostate-Specific Antigen)数值。<br>单位: ng/mL<br>**正常参考值**: <4.0 ng/mL<br>**临床意义**: 前列腺癌筛查最重要标志物",2.8
psa.free,PSA.游离PSA,Number,"游离前列腺特异性抗原(Free PSA)数值。<br>单位: ng/mL<br>**临床意义**: 用于计算f/t PSA比值,鉴别良恶性",0.56
psa.freeToTotalRatio,PSA.游离PSA/总PSA比值,Number,"游离PSA/总PSA比值(f/t PSA)。<br>单位: %<br>**诊断价值**: f/t PSA <10%提示前列腺癌可能性大, >25%提示良性增生可能性大<br>**关键阈值**: f/t PSA 10-25%为灰区,需进一步检查",20
psa.referenceRange,PSA.参考范围,String,实验室提供的总PSA参考范围,0-4.0 ng/mL
psa.ageAdjusted,PSA.年龄校正参考值,String,"年龄校正的PSA参考值。<br>**建议值**: `40-49岁: <2.5 ng/mL`, `50-59岁: <3.5 ng/mL`, `60-69岁: <4.5 ng/mL`, `70-79岁: <6.5 ng/mL`<br>**意义**: 年龄增加,前列腺体积增大,PSA生理性升高",50-59岁: <3.5 ng/mL
psa.interpretation,PSA.结果判读,String,"PSA结果判读。<br>**建议值**: `正常(<4.0)`, `轻度升高(4-10，灰区)`, `中度升高(10-20)`, `显著升高(>20，高度提示前列腺癌)`, `极度升高(>100)`<br>**4-10 ng/mL灰区**: 前列腺癌概率25%,需结合f/t PSA、DRE、前列腺MRI决策",正常(<4.0)
psa.clinicalSignificance,PSA.临床意义,String,"PSA升高的临床意义。<br>**恶性肿瘤**: 前列腺癌(PSA >4 ng/mL敏感性70-80%,特异性60-70%)<br>**良性疾病**: 前列腺增生(BPH,最常见)、前列腺炎、尿潴留、前列腺按摩/活检后、射精后<br>**注意**: PSA >10 ng/mL时前列腺癌可能性50%,>20 ng/mL时>80%",前列腺癌筛查标志物(推荐50岁以上男性年检)
psa.falsePositiveCauses,PSA.假阳性原因,String,"PSA假阳性升高的常见原因。<br>**建议值**: `前列腺增生(BPH)`, `前列腺炎`, `尿潴留`, `前列腺按摩`, `前列腺活检(3周内)`, `射精(48小时内)`, `剧烈运动(骑车)`, `导尿`",可能前列腺增生
psa.recommendation,PSA.建议,String,"基于PSA结果的临床建议。<br>**PSA <4**: 年度复查(50岁以上男性)<br>**PSA 4-10 + f/t >25%**: 观察,3-6个月复查<br>**PSA 4-10 + f/t <10%**: 前列腺MRI+泌尿外科就诊<br>**PSA >10**: 前列腺MRI+穿刺活检+泌尿外科就诊",建议每年复查

nse.value,NSE.数值,Number,"神经元特异性烯醇化酶(Neuron-Specific Enolase)数值。<br>单位: ng/mL<br>**正常参考值**: <16.3 ng/mL<br>**临床意义**: 小细胞肺癌(SCLC)最敏感标志物",12.5
nse.referenceRange,NSE.参考范围,String,实验室提供的NSE参考范围,0-16.3 ng/mL
nse.interpretation,NSE.结果判读,String,"NSE结果判读。<br>**建议值**: `正常(<16.3)`, `轻度升高(16.3-25)`, `中度升高(25-50)`, `显著升高(>50，高度提示SCLC)`, `极度升高(>100)`<br>**诊断价值**: NSE >25 ng/mL时SCLC可能性大",正常(<16.3)
nse.clinicalSignificance,NSE.临床意义,String,"NSE升高的临床意义。<br>**恶性肿瘤**: 小细胞肺癌(SCLC,80-90%敏感性)、神经母细胞瘤、神经内分泌肿瘤<br>**良性疾病**: 肺部良性病变、溶血样本(假性升高)、脑梗死、癫痫<br>**最佳用途**: SCLC的诊断、疗效监测和预后评估",小细胞肺癌(SCLC)标志物
nse.falsePositiveCauses,NSE.假阳性原因,String,"NSE假阳性升高的常见原因。<br>**建议值**: `溶血样本(最常见)`, `肺部良性病变`, `脑梗死`, `癫痫发作`, `神经系统疾病`",无
nse.recommendation,NSE.建议,String,"基于NSE结果的临床建议。<br>**NSE <16.3**: 定期体检<br>**NSE 16.3-25**: 胸部CT检查,3-6个月复查<br>**NSE 25-50**: 胸部增强CT+呼吸科/肿瘤科就诊<br>**NSE >50**: 强烈建议胸部增强CT+支气管镜+肿瘤科就诊",定期体检即可

cyfra211.value,CYFRA211.数值,Number,"细胞角蛋白19片段(Cytokeratin Fragment 21-1)数值。<br>单位: ng/mL<br>**正常参考值**: <3.3 ng/mL<br>**临床意义**: 非小细胞肺癌(NSCLC)标志物,尤其鳞癌",1.8
cyfra211.referenceRange,CYFRA211.参考范围,String,实验室提供的CYFRA211参考范围,0-3.3 ng/mL
cyfra211.interpretation,CYFRA211.结果判读,String,"CYFRA211结果判读。<br>**建议值**: `正常(<3.3)`, `轻度升高(3.3-10)`, `中度升高(10-30)`, `显著升高(>30，高度提示NSCLC)`, `极度升高(>100)`<br>**诊断价值**: CYFRA211对NSCLC敏感性60-70%,鳞癌更高(70-80%)",正常(<3.3)
cyfra211.clinicalSignificance,CYFRA211.临床意义,String,"CYFRA211升高的临床意义。<br>**恶性肿瘤**: 非小细胞肺癌(NSCLC,尤其鳞癌)、膀胱癌、食管癌、头颈部肿瘤<br>**良性疾病**: 肺部感染、间质性肺病、肾功能不全<br>**最佳用途**: NSCLC的诊断辅助和疗效监测",非小细胞肺癌(NSCLC)标志物
cyfra211.falsePositiveCauses,CYFRA211.假阳性原因,String,"CYFRA211假阳性升高的常见原因。<br>**建议值**: `肺部感染`, `间质性肺病`, `慢性肾功能不全`, `肝硬化`",无
cyfra211.recommendation,CYFRA211.建议,String,"基于CYFRA211结果的临床建议。<br>**CYFRA211 <3.3**: 定期体检<br>**CYFRA211 3.3-10**: 胸部CT检查,排除肺部疾病<br>**CYFRA211 10-30**: 胸部增强CT+呼吸科就诊<br>**CYFRA211 >30**: 胸部增强CT+支气管镜+肿瘤科就诊",定期体检即可

scc.value,SCC.数值,Number,"鳞状细胞癌抗原(Squamous Cell Carcinoma Antigen)数值。<br>单位: ng/mL<br>**正常参考值**: <1.5 ng/mL<br>**临床意义**: 鳞状细胞癌标志物(宫颈/肺/食管/头颈部)",0.9
scc.referenceRange,SCC.参考范围,String,实验室提供的SCC参考范围,0-1.5 ng/mL
scc.interpretation,SCC.结果判读,String,"SCC结果判读。<br>**建议值**: `正常(<1.5)`, `轻度升高(1.5-3.0)`, `中度升高(3.0-10)`, `显著升高(>10，高度提示鳞癌)`, `极度升高(>30)`<br>**诊断价值**: SCC >2.0 ng/mL时鳞癌可能性增加",正常(<1.5)
scc.clinicalSignificance,SCC.临床意义,String,"SCC升高的临床意义。<br>**恶性肿瘤**: 宫颈鳞癌(60-80%敏感性)、肺鳞癌、食管鳞癌、头颈部鳞癌<br>**良性疾病**: 皮肤疾病(湿疹、银屑病)、肾功能不全、肺部良性病变<br>**最佳用途**: 鳞癌的疗效监测和复发监测",鳞状细胞癌标志物
scc.falsePositiveCauses,SCC.假阳性原因,String,"SCC假阳性升高的常见原因。<br>**建议值**: `皮肤疾病(湿疹/银屑病)`, `慢性肾功能不全`, `肺部良性病变`, `肝脏疾病`",无
scc.recommendation,SCC.建议,String,"基于SCC结果的临床建议。<br>**SCC <1.5**: 定期体检<br>**SCC 1.5-3.0**: 根据临床症状进一步检查<br>**SCC 3.0-10**: 相应部位影像学检查(胸部/宫颈/食管)<br>**SCC >10**: 肿瘤专科就诊+针对性检查",定期体检即可

ca724.value,CA724.数值,Number,"糖类抗原72-4(Cancer Antigen 72-4)数值。<br>单位: U/mL<br>**正常参考值**: <6.9 U/mL<br>**临床意义**: 胃癌和卵巢癌辅助标志物",3.2
ca724.referenceRange,CA724.参考范围,String,实验室提供的CA724参考范围,0-6.9 U/mL
ca724.interpretation,CA724.结果判读,String,"CA724结果判读。<br>**建议值**: `正常(<6.9)`, `轻度升高(6.9-20)`, `中度升高(20-50)`, `显著升高(>50，提示胃癌或卵巢癌)`, `极度升高(>100)`<br>**诊断价值**: CA724对胃癌特异性优于CEA和CA199",正常(<6.9)
ca724.clinicalSignificance,CA724.临床意义,String,"CA724升高的临床意义。<br>**恶性肿瘤**: 胃癌(40-50%敏感性,特异性较高)、卵巢癌、胰腺癌、结直肠癌<br>**良性疾病**: 良性卵巢囊肿、肝硬化、胃炎、胰腺炎(通常<20 U/mL)<br>**最佳用途**: 与CEA/CA199联合提高胃癌检出率",胃癌辅助诊断标志物(特异性高)
ca724.falsePositiveCauses,CA724.假阳性原因,String,"CA724假阳性升高的常见原因。<br>**建议值**: `良性卵巢囊肿`, `肝硬化`, `胃炎`, `胰腺炎`, `胆囊炎`",无
ca724.recommendation,CA724.建议,String,"基于CA724结果的临床建议。<br>**CA724 <6.9**: 定期体检<br>**CA724 6.9-20**: 胃镜检查+复查<br>**CA724 20-50**: 胃镜+腹部增强CT+消化科就诊<br>**CA724 >50**: 胃镜+腹部增强CT+肿瘤科就诊",定期体检即可

he4.value,HE4.数值,Number,"人附睾蛋白4(Human Epididymis Protein 4)数值。<br>单位: pmol/L<br>**正常参考值**: 绝经前 <70 pmol/L, 绝经后 <140 pmol/L<br>**临床意义**: 卵巢癌标志物,敏感性和特异性优于CA125",48.5
he4.referenceRange,HE4.参考范围,String,实验室提供的HE4参考范围,绝经前 <70 pmol/L
he4.interpretation,HE4.结果判读,String,"HE4结果判读。<br>**建议值**: `正常(绝经前<70/绝经后<140)`, `轻度升高(70-150/140-300)`, `中度升高(150-500/>300)`, `显著升高(>500，高度提示卵巢癌)`, `极度升高(>1000)`<br>**诊断价值**: HE4对早期卵巢癌敏感性优于CA125(75% vs 65%)",正常(绝经前<70)
he4.clinicalSignificance,HE4.临床意义,String,"HE4升高的临床意义。<br>**恶性肿瘤**: 卵巢上皮癌(尤其浆液性和子宫内膜样癌,75-80%敏感性)、子宫内膜癌<br>**良性疾病**: 肾功能不全(最常见假阳性原因)、肝硬化、子宫内膜异位症(较CA125少见)<br>**优势**: 受月经周期影响小,假阳性率低于CA125",卵巢癌标志物(特异性优于CA125)
he4.falsePositiveCauses,HE4.假阳性原因,String,"HE4假阳性升高的常见原因。<br>**建议值**: `慢性肾功能不全(最常见)`, `肝硬化`, `肺纤维化`, `心力衰竭`, `胸腔积液`",无
he4.recommendation,HE4.建议,String,"基于HE4结果的临床建议。<br>**HE4正常**: 定期妇科体检<br>**HE4轻度升高**: 检查肾功能+盆腔超声+3-6个月复查<br>**HE4中度升高**: 盆腔增强CT/MRI+妇科肿瘤专科就诊<br>**HE4 >500**: 强烈建议妇科肿瘤专科就诊",定期妇科体检

roma.index,ROMA指数.数值,Number,"卵巢恶性肿瘤风险评估指数(Risk of Ovarian Malignancy Algorithm)。<br>单位: %<br>**计算公式**: 基于CA125和HE4的预测模型<br>**临床意义**: 综合评估卵巢癌风险",8.5
roma.interpretation,ROMA指数.判读,String,"ROMA指数判读。<br>**建议值**: `低风险(绝经前<11.4%/绝经后<29.9%)`, `高风险(绝经前≥11.4%/绝经后≥29.9%)`<br>**诊断价值**: ROMA高风险时卵巢癌概率增加,需进一步检查",低风险(绝经前<11.4%)
roma.recommendation,ROMA指数.建议,String,"基于ROMA指数的临床建议。<br>**低风险**: 定期妇科超声随访<br>**高风险**: 妇科肿瘤专科就诊+盆腔增强MRI+必要时腹腔镜探查",定期妇科超声随访

combinedInterpretation.panelSummary,联合解读.组合总结,String,"多个肿瘤标志物的联合判读总结。<br>**示例模式**:<br>- 肝癌高危组合: AFP↑ + CEA正常<br>- 胰腺癌高危组合: CA199↑↑ + CEA↑<br>- 结直肠癌高危组合: CEA↑↑ + CA199↑ + CA724↑<br>- 肺癌高危组合: CEA↑ + NSE↑(SCLC) 或 CYFRA211↑(NSCLC)<br>- 卵巢癌高危组合: CA125↑ + HE4↑ + ROMA高风险",所有肿瘤标志物在正常范围内
combinedInterpretation.suspectedCancerType,联合解读.疑似肿瘤类型,String,"基于多标志物组合提示的疑似肿瘤类型。<br>**建议值**: `未见异常`, `肝癌风险`, `胰腺癌风险`, `结直肠癌风险`, `胃癌风险`, `肺癌风险(SCLC)`, `肺癌风险(NSCLC)`, `乳腺癌风险`, `卵巢癌风险`, `前列腺癌风险`, `多种可能需进一步鉴别`",未见异常
combinedInterpretation.riskLevel,联合解读.风险等级,String,"基于联合判读的总体恶性肿瘤风险等级。<br>**建议值**: `低风险(所有指标正常)`, `中风险(1-2项轻度升高)`, `高风险(多项升高或单项显著升高)`, `极高风险(多项显著升高)`<br>**风险分层意义**: 指导后续检查的紧迫性和方案",低风险(所有指标正常)
combinedInterpretation.nextSteps,联合解读.下一步建议,String,"基于联合判读的综合建议。<br>**低风险**: 定期体检,1年后复查<br>**中风险**: 3-6个月复查+针对性影像学检查<br>**高风险**: 尽快完善影像学检查(CT/MRI)+专科就诊<br>**极高风险**: 立即肿瘤专科就诊+全面检查",建议保持健康生活方式，12个月后常规体检复查肿瘤标志物

limitations.screening,局限性.筛查局限性,String,"肿瘤标志物用于筛查的局限性说明。<br>**关键信息**: 除PSA外,其他肿瘤标志物敏感性和特异性不足,不推荐用于无症状人群的肿瘤筛查。肿瘤标志物主要用于: ①高危人群筛查 ②已知肿瘤患者的疗效监测 ③术后复发监测",肿瘤标志物升高不等于确诊癌症，正常也不能完全排除癌症
limitations.falseNegative,局限性.假阴性说明,String,"肿瘤标志物假阴性的可能性说明。<br>**关键信息**: 早期肿瘤患者可能肿瘤标志物正常(如早期乳腺癌CA153仅20-30%敏感性)。某些肿瘤类型不产生特定标志物(如Lewis阴性人群CA199为0)。肿瘤标志物正常不能排除癌症,需结合影像学和病理检查",早期癌症可能肿瘤标志物正常
limitations.falsePositive,局限性.假阳性说明,String,"肿瘤标志物假阳性的可能性说明。<br>**关键信息**: 多种良性疾病可导致肿瘤标志物升高,如吸烟(CEA)、月经期(CA125)、肝硬化(AFP/CEA/CA199)、前列腺增生(PSA)等。轻度升高时良性原因更常见,需动态观察和排除良性疾病",良性疾病也可能导致肿瘤标志物升高

diagnosisImpression,诊断/印象,String,基于肿瘤标志物结果的初步印象。建议结合临床症状、影像学检查和病理诊断综合判断,所有肿瘤标志物均在正常参考范围内，提示当前无明显肿瘤标志物异常。建议定期体检随访。
recommendation,建议,String,"基于肿瘤标志物结果的综合建议,包括复查时间、需要的影像学检查、专科就诊建议等。",建议保持健康生活方式(戒烟限酒、均衡饮食、规律运动)，12个月后常规体检时复查肿瘤标志物。如出现不适症状请及时就医。
