fieldName,fieldNameCN,dataType,description,examples
ventilatoryThreshold1,通气阈值1,Number,VT1时摄氧量(ml/kg/min),18.5
ventilatoryThreshold2,通气阈值2,Number,VT2时摄氧量(ml/kg/min),24.5
anaerobicThreshold,无氧阈值,Number,AT时摄氧量(ml/kg/min),20.2
respiratoryCompensationPoint,呼吸代偿点,Number,RCP时摄氧量(ml/kg/min),26.8
heartRateAtVT1,通气阈值1心率,Number,VT1时心率(次/分),115
heartRateAtVT2,通气阈值2心率,Number,VT2时心率(次/分),140
heartRateAtAT,无氧阈值心率,Number,AT时心率(次/分),120
oxygenPulse,氧脉搏,Number,峰值氧脉搏(ml/beat),18.4
ventilation,通气量,Number,峰值通气量(L/min),85
respiratoryRate,运动呼吸频率,Number,峰值呼吸频率(次/分),42
tidalVolume,潮气量,Number,峰值潮气量(ml),2024
deadSpaceVentilation,死腔通气,Number,死腔通气比例(%),28
ventilationCO2Slope,通气二氧化碳斜率,Number,VE/VCO2斜率,32
ventilationEfficiency,通气效率,String,通气效率评估,正常
carbonDioxideProduction,二氧化碳产生,Number,峰值VCO2(L/min),1.94
endTidalCO2,呼气末二氧化碳,Number,PETCO2值(mmHg),38
oxygenSaturationExercise,运动氧饱和度,Number,运动时SpO2(%),95
arterialOxygenPressure,动脉氧分压,Number,运动时PaO2(mmHg),85
arterialCO2Pressure,动脉二氧化碳分压,Number,运动时PaCO2(mmHg),42
pHValue,血液pH值,Number,运动时血pH值,7.35
bicarbonate,碳酸氢根,Number,运动时HCO3-(mmol/L),22
baseExcess,碱剩余,Number,运动时BE(mmol/L),-2.5
exerciseGlucoseResponse,运动血糖反应,String,运动中血糖变化,轻度下降
glucoseAtVT1,通气阈值1血糖,Number,VT1时血糖(mmol/L),7.2
glucoseAtVT2,通气阈值2血糖,Number,VT2时血糖(mmol/L),6.8
glucoseAtPeak,峰值血糖,Number,运动峰值血糖(mmol/L),6.5
postExerciseGlucose,运动后血糖,Number,运动后血糖(mmol/L),5.8
glucoseRecovery,血糖恢复,String,运动后血糖恢复,恢复正常
lactateAtRest,静息乳酸,Number,静息血乳酸(mmol/L),1.2
lactateAtVT1,通气阈值1乳酸,Number,VT1时血乳酸(mmol/L),2.5
lactateAtVT2,通气阈值2乳酸,Number,VT2时血乳酸(mmol/L),4.8
lactateAtPeak,峰值乳酸,Number,运动峰值血乳酸(mmol/L),8.5
lactateThreshold,乳酸阈值,Number,乳酸阈值时摄氧量(ml/kg/min),19.8
lactateRecovery,乳酸清除,String,运动后乳酸清除,清除正常
fatOxidationRate,脂肪氧化率,Number,峰值脂肪氧化率(g/min),0.35
carbohydrateOxidationRate,碳水化合物氧化率,Number,峰值糖氧化率(g/min),2.8
crossoverPoint,交叉点,Number,糖脂代谢交叉点(%VO2max),65
metabolicFlexibility,代谢灵活性,String,代谢灵活性评估,代谢灵活性降低
substrateutilization,底物利用,String,运动底物利用评估,主要依赖糖类
energyExpenditure,能量消耗,Number,运动总能量消耗(kcal),280
oxygenDeficit,氧亏,Number,运动氧亏值(L),1.8
excessPostExerciseOxygen,运动后过量耗氧,Number,EPOC值(L),2.5
metabolicEquivalent,代谢当量,Number,峰值METs值,8.1
functionalCapacity,功能能力,String,心肺功能分级,中等功能能力
cardiacOutput,心输出量,Number,估算心输出量(L/min),18.5
strokeVolume,每搏量,Number,估算每搏量(ml),119
systolicBPIndex,收缩压指数,Number,收缩压/功率指数,1.1
doubleProduct,双乘积,Number,心率血压乘积,25575
exerciseECGResponse,运动心电图反应,String,运动中心电图变化,无明显缺血性改变
STSegmentChanges,ST段改变,String,ST段改变情况,无明显ST段偏移
arrhythmias,心律失常,String,运动中心律失常,偶发室性早搏
heartRateRecovery,心率恢复,Number,运动后1分钟心率恢复,25
heartRateRecovery2min,2分钟心率恢复,Number,运动后2分钟心率恢复,45
bloodPressureRecovery,血压恢复,String,运动后血压恢复,恢复正常
symptoms,症状表现,String,运动中症状表现,轻度气短无胸痛
chestPain,胸痛,String,运动中胸痛情况,无胸痛
dyspnea,呼吸困难,String,运动中呼吸困难,轻度气短
fatigue,疲劳,String,运动中疲劳程度,中度疲劳
dizziness,头晕,String,运动中头晕情况,无头晕
legDiscomfort,腿部不适,String,运动中腿部不适,轻度酸胀
adverseEvents,不良事件,String,运动试验不良事件,无不良事件
exerciseCapacity,运动能力,String,整体运动能力评估,中等偏下
cardiorespiratoryfitness,心肺适能,String,心肺适能评估,需要改善
metabolicFitness,代谢适能,String,代谢适能评估,代谢功能降低
glucoseResponse,血糖反应,String,运动血糖反应评估,反应良好
insulinSensitivity,胰岛素敏感性,String,运动胰岛素敏感性,敏感性降低
exerciseTolerance,运动耐受性,String,运动耐受性评估,耐受性一般
functionalLimitation,功能限制,String,运动功能限制因素,心肺功能限制
trainingZone1,训练区间1,String,有氧基础训练区间,110-130次/分
trainingZone2,训练区间2,String,有氧耐力训练区间,130-145次/分
trainingZone3,训练区间3,String,乳酸阈值训练区间,145-160次/分
trainingZone4,训练区间4,String,无氧耐力训练区间,160-175次/分
recommendedIntensity,推荐强度,String,推荐运动强度范围,中等强度40-60%HRR
exerciseFrequency,运动频率,String,推荐运动频率,每周4-5次
exerciseDurationRecommendation,运动持续时间推荐,String,推荐单次运动时间,30-45分钟
exerciseType,运动类型,String,推荐运动类型,有氧运动为主
progressionPlan,进阶计划,String,运动量递增计划,每2周增加5-10%
safetyConsiderations,安全注意事项,String,运动安全注意事项,避免空腹运动监测血糖
glucoseManagement,血糖管理,String,运动前后血糖管理,运动前后监测血糖
hydrationStrategy,补水策略,String,运动补水建议,运动前中后适量补水
nutritionGuidance,营养指导,String,运动营养指导,运动前适量加餐
monitoringParameters,监测参数,String,运动中需监测参数,心率血糖症状
warningSign,警告征象,String,需要停止运动的征象,胸痛气短头晕
contraindications运动禁忌,运动禁忌症,String,特定情况下运动禁忌,血糖过高或过低时
followUpPlan,随访计划,String,运动处方随访计划,4周后复评
reassessmentTiming,重新评估时机,String,重新评估运动能力时机,3个月后
functionalImprovement,功能改善,String,预期功能改善目标,提高10%运动能力
metabolicImprovement,代谢改善,String,预期代谢改善目标,改善血糖控制
qualityOfLife,生活质量,String,对生活质量的影响,预期改善生活质量
adherenceStrategy,依从性策略,String,提高运动依从性策略,制定个性化计划
motivationalFactors,激励因素,String,运动激励因素,健康改善目标
barrierIdentification,障碍识别,String,运动障碍因素识别,时间安排天气因素
supportSystem,支持系统,String,运动支持系统建立,家庭医疗团队支持
educationalNeeds,教育需求,String,运动教育需求,运动安全知识
riskStratification,风险分层,String,运动风险分层,中等风险
prognosticFactors,预后因素,String,影响运动预后因素,基础疾病控制
complicationRisk,并发症风险,String,运动相关并发症风险,低风险
benefitRiskRatio,获益风险比,String,运动获益风险比评估,获益大于风险
diagnosisImpression,诊断印象,String,初步诊断和评估结论,心肺功能轻度下降代谢功能异常
recommendation,建议,String,治疗和管理建议,制定个体化运动处方循序渐进加强监测
