Category,Field_Name,Chinese_Name,Data_Type,Unit,Valid_Range,LOINC_Code,Required,Description,Clinical_Significance
Labs_Coagulation,aptt,活化部分凝血活酶时间,decimal,s,0-200,3173-2,,Y,APTT,内源性凝血
Labs_Coagulation,fibrinogen,纤维蛋白原,decimal,g/L,0-10,3255-7,,N,Fib,<1提示DIC
Labs_Coagulation,d_dimer,D-二聚体,decimal,mg/L,0-50,48065-7,,N,D-Dimer,>1升高

ABG,ph,pH值,decimal,,6.8-7.8,2744-1,,Y,酸碱度,7.35-7.45正常
ABG,pao2,动脉血氧分压,decimal,mmHg,0-600,2703-7,,Y,PaO2,氧合
ABG,paco2,动脉二氧化碳分压,decimal,mmHg,0-150,2019-8,,Y,PaCO2,通气
ABG,hco3,碳酸氢根,decimal,mmol/L,0-50,1959-6,,Y,HCO3-,代谢性酸中毒
ABG,base_excess,剩余碱,decimal,mmol/L,-30-30,1925-7,,N,BE,代谢成分
ABG,pao2_fio2_ratio,氧合指数,decimal,,0-600,50984-4,,Y,PaO2/FiO2,<300急性呼吸窘迫

Microbiology,blood_culture,血培养,boolean,,,,,Y,血培养采集,病原学诊断
Microbiology,blood_culture_result,血培养结果,categorical,,Negative,Gram_Positive_Cocci,Gram_Negative_Bacilli,Fungal,Polymicrobial,Pending,,,N,阴性/G+球菌/G-杆菌/真菌/混合/待定,病原体
Microbiology,culture_site,其他培养部位,string,,,,,N,痰/尿/引流液/脑脊液,感染源
Microbiology,antibiotic_susceptibility,药敏试验,categorical,,Not_Done,Sensitive,Resistant,MDR,XDR,,,N,未做/敏感/耐药/多重耐药/广泛耐药,抗生素调整

Imaging,chest_xray,胸部X线,categorical,,Normal,Infiltrates,Effusion,Consolidation,ARDS,Not_Done,,,Y,正常/渗出/积液/实变/ARDS,肺部感染
Imaging,ct_scan,CT扫描,categorical,,Not_Done,Lung,Abdomen,Brain,Other,,,N,未做/肺部/腹部/颅脑/其他,感染灶定位
Imaging,ultrasound,超声检查,categorical,,Not_Done,Cardiac,Abdominal,Renal,Vascular,,,N,未做/心脏/腹部/肾脏/血管,液体评估

Bundle_Hour1,bundle_lactate_measured,1h乳酸测定,boolean,,,,,Y,入院1h内,集束化治疗
Bundle_Hour1,bundle_blood_culture,1h血培养,boolean,,,,,Y,抗生素前,病原学
Bundle_Hour1,bundle_antibiotics_given,1h抗生素,boolean,,,,,Y,1h内给药,时间窗
Bundle_Hour1,bundle_fluid_bolus,1h液体复苏,boolean,,,,,Y,30mL/kg晶体液,低血压/Lac>4

Antibiotics,empiric_antibiotics,经验性抗生素,string,,,,,Y,初始抗生素方案,广谱覆盖
Antibiotics,antibiotic_start_time,抗生素开始时间,datetime,,,,,Y,给药时间,1h内目标
Antibiotics,antibiotic_regimen,抗生素方案,categorical,,Beta_Lactam,Carbapenem,Fluoroquinolone,Vancomycin,Combination,,,Y,β内酰胺/碳青霉烯/氟喹诺酮/万古霉素/联合,具体方案
Antibiotics,source_control,感染源控制,boolean,,,,,N,引流/清创/去除感染装置,外科干预

Fluid_Resuscitation,initial_fluid_volume,初始液体量,integer,mL,0-10000,,,Y,30mL/kg晶体液,低血压/Lac>4
Fluid_Resuscitation,fluid_type,液体类型,categorical,,Crystalloid,Colloid,Balanced,Normal_Saline,,,Y,晶体液/胶体液/平衡液/生理盐水,液体选择
Fluid_Resuscitation,total_fluid_24h,24h总液体量,integer,mL,0-20000,,,Y,24h液体平衡,容量状态
Fluid_Resuscitation,fluid_balance,液体平衡,integer,mL,-10000-10000,,,Y,入量-出量,容量过负荷

Vasopressors,vasopressor_used,血管活性药,boolean,,,,,Y,MAP<65 mmHg,休克治疗
Vasopressors,norepinephrine,去甲肾上腺素,boolean,,,,,N,NE,一线血管加压药
Vasopressors,norepinephrine_dose,NE剂量,decimal,μg/kg/min,0-5,,,N,NE剂量,滴定至MAP≥65
Vasopressors,vasopressin,血管加压素,boolean,,,,,N,AVP,辅助用药
Vasopressors,epinephrine,肾上腺素,boolean,,,,,N,E,难治性休克
Vasopressors,dopamine,多巴胺,boolean,,,,,N,DA,不推荐首选
Vasopressors,dobutamine,多巴酚丁胺,boolean,,,,,N,Dob,心功能不全

Respiratory_Support,oxygen_therapy,氧疗,categorical,,Room_Air,Nasal_Cannula,Face_Mask,HFNC,NIV,Mechanical_Ventilation,,,Y,空气/鼻导管/面罩/高流量/无创通气/有创通气,呼吸支持
Respiratory_Support,fio2,吸氧浓度,decimal,%,21-100,3150-0,,Y,FiO2,氧合目标
Respiratory_Support,peep,呼气末正压,integer,cmH2O,0-25,,,N,PEEP,ARDS肺保护
Respiratory_Support,tidal_volume,潮气量,integer,mL,0-1000,,,N,VT,6mL/kg IBW
Respiratory_Support,plateau_pressure,平台压,integer,cmH2O,0-50,,,N,Pplat,<30 cmH2O

Hemodynamic_Monitoring,cvp,中心静脉压,integer,mmHg,0-30,60985-9,,N,CVP,容量评估
Hemodynamic_Monitoring,scvo2,中心静脉血氧饱和度,decimal,%,0-100,2712-8,,N,ScvO2,组织氧合
Hemodynamic_Monitoring,cardiac_output,心输出量,decimal,L/min,0-15,8741-1,,N,CO,血流动力学
Hemodynamic_Monitoring,svv,每搏量变异度,decimal,%,0-30,,,N,SVV,容量反应性

Steroids,hydrocortisone,氢化可的松,boolean,,,,,N,难治性休克,200mg/d
Steroids,steroid_indication,激素指征,categorical,,NA,Refractory_Shock,Relative_Adrenal_Insufficiency,,,N,难治性休克/相对肾上腺功能不全,激素治疗

Complications,acute_kidney_injury,急性肾损伤,boolean,,,,,Y,AKI,肾替代治疗
Complications,ards,急性呼吸窘迫综合征,boolean,,,,,N,ARDS,肺保护通气
Complications,dic,弥散性血管内凝血,boolean,,,,,N,DIC,凝血功能障碍
Complications,myocardial_dysfunction,心肌功能障碍,boolean,,,,,N,脓毒症心肌病,正性肌力药
Complications,hepatic_dysfunction,肝功能障碍,boolean,,,,,N,肝损伤,多器官衰竭

CRRT,crrt_initiated,CRRT启动,boolean,,,,,N,连续肾替代治疗,严重AKI/容量过负荷
CRRT,crrt_indication,CRRT指征,categorical,,NA,Severe_AKI,Fluid_Overload,Hyperkalemia,Severe_Acidosis,,,N,严重AKI/容量过负荷/高钾血症/严重酸中毒,指征

Prognosis,apache_ii_score,APACHE II评分,integer,,0-71,9279-1,,N,急性生理与慢性健康评分,病情严重度
Prognosis,predicted_mortality,预测死亡率,decimal,%,0-100,,,N,基于评分,预后评估
Prognosis,length_of_stay,住院天数,integer,days,0-365,,,N,LOS,医疗资源消耗
Prognosis,icu_admission,ICU入住,boolean,,,,,Y,重症监护,器官支持
Prognosis,outcome,结局,categorical,,Improved,Stable,Deteriorated,Death,,,Y,好转/稳定/恶化/死亡,临床结局

Report,physician,接诊医师,string,,,,,Y,责任医师,急诊/ICU
Report,report_date,报告日期,date,,,,,Y,报告时间,文档记录
