字段名(英文),字段名(中文),数据类型,描述,示例
symptoms.onset,症状.起病方式,String,"**典型肺炎**: 急性起病,高热寒战,咳铁锈色痰(肺炎链球菌/克雷伯菌)。<br>**非典型肺炎**: 隐匿起病,干咳,全身症状(支原体/衣原体/病毒)。<br>**建议值**: `急性起病(典型)`, `亚急性/隐匿起病(非典型)`,急性起病
symptoms.duration,症状.病程,Number,"症状持续时间。<br>单位: 天",3

physicalExam.temp,体格检查.体温,Number,"体温。<br>单位: ℃",39.2
physicalExam.rr,体格检查.呼吸频率,Number,"呼吸频率。<br>单位: 次/分<br>**≥30**: 重症肺炎指标",24
physicalExam.hr,体格检查.心率,Number,"心率。<br>单位: 次/分<br>**≥125**: 重症指标",95
physicalExam.bp,体格检查.血压,String,"血压。<br>单位: mmHg<br>**SBP<90**: 重症肺炎/脓毒性休克",110/70
physicalExam.spo2,体格检查.SpO2,Number,"脉搏血氧饱和度。<br>单位: %<br>**≤90%(室内空气)**: 重症指标",92

physicalExam.inspection,体格检查.视诊,String,"**示例**: `呼吸平稳`, `呼吸急促`, `鼻翼扇动`, `三凹征(重症)`, `发绀`,呼吸急促
physicalExam.palpation,体格检查.触诊,String,"**语音震颤**: 实变时增强。<br>**建议值**: `语音震颤正常`, `右下肺语音震颤增强`,右下肺语音震颤增强
physicalExam.percussion,体格检查.叩诊,String,"**实变**: 浊音。<br>**胸腔积液**: 实音。<br>**建议值**: `清音`, `右下肺浊音(实变)`, `右侧胸腔实音(胸腔积液)`,右下肺浊音
physicalExam.auscultation,体格检查.听诊,String,"**湿啰音**: 肺泡内渗出。<br>**支气管呼吸音**: 实变。<br>**示例**: `呼吸音清`, `右下肺湿啰音`, `右下肺支气管呼吸音+湿啰音`, `呼吸音减弱(胸腔积液)`,右下肺湿啰音+支气管呼吸音

labs.wbc,实验室.白细胞,Number,"白细胞计数。<br>单位: ×10⁹/L<br>**细菌性肺炎**: 常>10<br>**病毒/支原体**: 正常或↓<br>**<4或>20**: 重症指标",15.8
labs.neutrophil,实验室.中性粒细胞百分比,Number,"中性粒细胞百分比。<br>单位: %<br>**细菌感染**: >80%,核左移",88
labs.lymphocyte,实验室.淋巴细胞百分比,Number,"淋巴细胞百分比。<br>单位: %<br>**病毒感染**: 淋巴细胞↑",10

labs.crp,实验室.CRP,Number,"C反应蛋白。<br>单位: mg/L<br>**细菌感染**: ↑↑(常>100)<br>**病毒感染**: 轻度↑或正常<br>**正常**: <10",180
labs.pct,实验室.降钙素原,Number,"降钙素原。<br>单位: ng/mL<br>**细菌性肺炎**: >0.5,重症>2.0<br>**病毒/支原体**: <0.5<br>**正常**: <0.05",3.5

labs.abg.ph,实验室.动脉血气.pH,Number,"**I型呼吸衰竭**: pH正常或呼吸性碱中毒<br>**II型呼吸衰竭**: 呼吸性酸中毒<br>**正常**: 7.35-7.45",7.42
labs.abg.pao2,实验室.动脉血气.PaO2,Number,"动脉血氧分压。<br>单位: mmHg<br>**<60(室内空气)**: I型呼吸衰竭<br>**正常**: 80-100",65
labs.abg.paco2,实验室.动脉血气.PaCO2,Number,"动脉血二氧化碳分压。<br>单位: mmHg<br>**>50**: II型呼吸衰竭<br>**正常**: 35-45",38
labs.abg.paofi,实验室.动脉血气.PaO2/FiO2,Number,"氧合指数。<br>PaO2/FiO2(mmHg)<br>**<300**: 急性肺损伤(ALI)<br>**<200**: ARDS<br>**<100**: 重度ARDS<br>**正常**: >400",280
labs.abg.lactate,实验室.动脉血气.乳酸,Number,"血乳酸。<br>单位: mmol/L<br>**>2**: 组织低灌注/脓毒症<br>**>4**: 脓毒性休克<br>**正常**: <2",2.8

labs.renal.creatinine,实验室.肾功能.肌酐,Number,"血清肌酐。<br>单位: μmol/L<br>**升高**: 脓毒症相关AKI<br>**正常**: 44-133",88
labs.renal.bun,实验室.肾功能.尿素氮,Number,"血尿素氮。<br>单位: mmol/L<br>**≥7(≥20 mg/dL)**: CURB-65评分1分<br>**正常**: 2.9-8.2",6.5

labs.liver.alt,实验室.肝功能.ALT,Number,"丙氨酸转氨酶。<br>单位: U/L<br>**正常**: <40",35
labs.liver.ast,实验室.肝功能.AST,Number,"天冬氨酸转氨酶。<br>单位: U/L<br>**正常**: <40",42

labs.albumin,实验室.白蛋白,Number,"白蛋白。<br>单位: g/L<br>**<30**: 营养不良/重症感染<br>**正常**: 35-50",35
labs.glucose,实验室.血糖,Number,"血糖。<br>单位: mmol/L<br>**应激性高血糖**: 常见",8.5

imaging.cxr.findings,影像学.胸片.主要表现,String,"**典型肺炎**: 大叶性实变/节段性实变。<br>**支气管肺炎**: 斑片状阴影。<br>**间质性肺炎**: 网格状/毛玻璃影(病毒/支原体)。<br>**示例**: `右下肺大叶性实变`, `双肺斑片状阴影`, `左下肺毛玻璃影`, `右侧胸腔积液`,右下肺大叶性实变
imaging.cxr.location,影像学.胸片.病变部位,String,"**好发部位**: 下叶多见(重力/引流)。<br>**误吸性肺炎**: 右下叶/后基底段。<br>**示例**: `右下肺`, `左下肺`, `右上肺`, `双肺`, `右中肺`,右下肺
imaging.cxr.distribution,影像学.胸片.分布,String,"**建议值**: `单侧单叶`, `单侧多叶`, `双侧`, `弥漫性`,单侧单叶
imaging.cxr.effusion,影像学.胸片.胸腔积液,String,"**旁肺炎性胸腔积液**: 30%肺炎,多为渗出液。<br>**脓胸**: 胸腔积液pH<7.2,葡萄糖<2.2,LDH>1000。<br>**建议值**: `无`, `少量胸腔积液`, `中-大量胸腔积液`,少量胸腔积液
imaging.cxr.cavitation,影像学.胸片.空洞,String,"**空洞形成**: 金黄色葡萄球菌/克雷伯菌/厌氧菌/结核。<br>**建议值**: `无`, `单发空洞`, `多发空洞`,无

imaging.ct.performed,影像学.CT.是否完成,String,"**适应证**: 胸片不明确,怀疑并发症(脓肿/脓胸),免疫抑制宿主,治疗无效。<br>**建议值**: `已完成`, `未完成`, `计划检查`",已完成
imaging.ct.findings,影像学.CT.主要表现,String,"**高分辨率CT**: 识别间质性肺炎,早期病变(胸片阴性)。<br>**示例**: `右下肺实变+支气管充气征`, `毛玻璃影+小叶中心结节(病毒)`, `空洞形成+周围渗出`, `肺脓肿`,右下肺实变
imaging.ct.complications,影像学.CT.并发症,String,"**示例**: `无`, `脓胸`, `肺脓肿`, `坏死性肺炎`, `ARDS`,无

microbiology.sputum.quality,微生物学.痰培养.痰标本质量,String,"**合格痰标本**: 低倍镜(×100)鳞状上皮细胞<10个/HP,白细胞>25个/HP。<br>**建议值**: `合格`, `不合格(唾液污染)`, `未送检`,合格
microbiology.sputum.gram,微生物学.痰培养.革兰染色,String,"**快速诊断**: G+球菌(肺炎链球菌),G-杆菌(克雷伯菌/铜绿假单胞菌),G+球菌成串(葡萄球菌)。<br>**示例**: `G+球菌成双排列(肺炎链球菌)`, `G-杆菌`, `未做`,G+球菌成双
microbiology.sputum.culture,微生物学.痰培养.培养结果,String,"**常见病原**: 肺炎链球菌(35%),流感嗜血杆菌(10%),金黄色葡萄球菌(2%),克雷伯菌(3%),铜绿假单胞菌(4%,HAP/VAP常见)。<br>**示例**: `肺炎链球菌`, `流感嗜血杆菌`, `金黄色葡萄球菌(MRSA)`, `肺炎克雷伯菌`, `铜绿假单胞菌`, `阴性`, `污染`,肺炎链球菌
microbiology.sputum.sensitivity,微生物学.痰培养.药敏,String,"**示例**: `未做`, `青霉素敏感`, `青霉素耐药(需万古霉素/利奈唑胺)`, `碳青霉烯耐药(CRE)`,青霉素敏感

microbiology.blood.culture,微生物学.血培养.结果,String,"**阳性率**: CAP 5-14%,重症肺炎20-30%。<br>**真菌血培养**: 免疫抑制患者。<br>**示例**: `阴性`, `肺炎链球菌`, `金黄色葡萄球菌`, `大肠杆菌(误吸)`, `真菌(念珠菌/曲霉)`,阴性
microbiology.blood.sets,微生物学.血培养.套数,Number,"**标准**: 抗生素前采集2-3套(不同部位),每套需氧+厌氧瓶。",2

microbiology.urineAntigen,微生物学.尿抗原检测,String,"**肺炎链球菌尿抗原**: 敏感性50-80%,特异性>90%,阳性可持续数月。<br>**军团菌尿抗原**: 敏感性70-90%(仅检测血清型1)。<br>**示例**: `未检测`, `肺炎链球菌尿抗原阳性`, `军团菌尿抗原阳性`, `阴性`,肺炎链球菌阳性

microbiology.respiratory.pcr,微生物学.呼吸道病原.PCR检测,String,"**多重PCR**: 同时检测病毒(流感/RSV/腺病毒/新冠)、非典型病原(支原体/衣原体/军团菌)。<br>**示例**: `未检测`, `流感A`, `RSV`, `支原体`, `新冠病毒`, `阴性`,未检测
microbiology.mycoplasma,微生物学.支原体,String,"**支原体肺炎**: 儿童/青年常见,冷凝集试验(不特异),IgM抗体(1:160阳性),PCR。<br>**建议值**: `未检测`, `支原体IgM阳性`, `支原体PCR阳性`, `阴性`,未检测
microbiology.legionella,微生物学.军团菌,String,"**军团菌肺炎**: 空调/热水系统传播,低钠/肝功能异常,尿抗原快速诊断。<br>**建议值**: `未检测`, `军团菌尿抗原阳性`, `阴性`,未检测

microbiology.tb.smear,微生物学.结核.抗酸染色,String,"**抗酸杆菌涂片**: 快速诊断结核,但敏感性低(30-60%)。<br>**建议值**: `未检测`, `抗酸杆菌阳性`, `阴性`,未检测
microbiology.tb.culture,微生物学.结核.培养,String,"**结核培养**: 金标准,但需4-8周。<br>**建议值**: `未送检`, `培养中`, `结核分枝杆菌阳性`, `阴性`,未送检
microbiology.tb.genexpert,微生物学.结核.GeneXpert,String,"**Xpert MTB/RIF**: 2小时快速诊断结核+利福平耐药,敏感性90%。<br>**建议值**: `未检测`, `结核阳性(利福平敏感)`, `结核阳性(利福平耐药)`, `阴性`,未检测

microbiology.fungal,微生物学.真菌,String,"**侵袭性真菌感染**: 免疫抑制(HIV/器官移植/化疗/激素),曲霉/隐球菌/毛霉。<br>**血清学**: (1→3)-β-D-葡聚糖(G试验),半乳甘露聚糖(GM试验-曲霉)。<br>**示例**: `未检测`, `痰培养曲霉`, `隐球菌抗原阳性`, `GM试验阳性(曲霉)`, `阴性`,未检测

etiology.presumed,病原学.推测病原,String,"**经验性判断**: 基于临床特征/影像/初步微生物学。<br>**典型肺炎**: 肺炎链球菌。<br>**非典型肺炎**: 支原体/衣原体/病毒。<br>**HAP/VAP**: 铜绿假单胞菌/MRSA/肠杆菌。<br>**示例**: `肺炎链球菌(最可能)`, `支原体肺炎`, `流感病毒肺炎`, `铜绿假单胞菌(VAP)`, `混合感染`,肺炎链球菌
etiology.confirmed,病原学.确诊病原,String,"**微生物学确诊**: 血培养/合格痰培养/尿抗原/PCR阳性。<br>**示例**: `未确诊`, `肺炎链球菌(血培养阳性)`, `流感A(PCR阳性)`, `军团菌(尿抗原阳性)`,肺炎链球菌(尿抗原阳性)

severity.curb65.score,严重程度.CURB-65.总分,Number,"CURB-65评分(预测CAP死亡率)。<br>**C**: Confusion意识障碍(1分)<br>**U**: Urea尿素氮≥7 mmol/L(1分)<br>**R**: Respiratory rate呼吸频率≥30次/分(1分)<br>**B**: Blood pressure收缩压<90或舒张压≤60 mmHg(1分)<br>**65**: 年龄≥65岁(1分)<br>**0-1分**: 低危(死亡率<3%),门诊治疗<br>**2分**: 中危(死亡率9%),住院或密切门诊观察<br>**3-5分**: 高危(死亡率15-40%),住院,≥3分考虑ICU",2
severity.curb65.confusion,严重程度.CURB-65.意识障碍,Number,"**0**: 无<br>**1**: 意识障碍(定向力障碍/嗜睡/昏迷)",0
severity.curb65.urea,严重程度.CURB-65.尿素氮,Number,"**0**: <7 mmol/L(<20 mg/dL)<br>**1**: ≥7",0
severity.curb65.rr,严重程度.CURB-65.呼吸频率,Number,"**0**: <30次/分<br>**1**: ≥30",0
severity.curb65.bp,严重程度.CURB-65.血压,Number,"**0**: SBP≥90且DBP>60<br>**1**: SBP<90或DBP≤60",0
severity.curb65.age,严重程度.CURB-65.年龄,Number,"**0**: <65岁<br>**1**: ≥65岁",1

severity.psi.class,严重程度.PSI分级.分级,String,"**肺炎严重度指数**(Pneumonia Severity Index)。<br>**I级**: <50岁+无基础疾病+生命体征正常,死亡率0.1%<br>**II级**: ≤70分,0.6%<br>**III级**: 71-90分,2.8%<br>**IV级**: 91-130分,8.2%<br>**V级**: >130分,29.2%<br>**I-III级**: 门诊,**IV-V级**: 住院<br>**建议值**: `I级`, `II级`, `III级`, `IV级`, `V级`",III级
severity.psi.score,严重程度.PSI分级.评分,Number,"PSI评分: 人口学+合并症+体征+实验室+影像学。<br>**示例**: 年龄(+实际年龄分,女性-10),肿瘤/肝病/心衰/脑血管病/肾病(各+10),意识改变(+20),呼吸≥30(+20),SBP<90(+20),体温<35或≥40(+15),脉搏≥125(+10),pH<7.35(+30),BUN≥11(+20),钠<130(+20),葡萄糖≥14(+10),Hct<30%(+10),PaO2<60(+10),胸腔积液(+10)",75

severity.ats.majorCriteria,严重程度.ATS重症标准.主要标准,String,"**ATS/IDSA重症肺炎标准**(符合1条主要标准或≥3条次要标准→ICU)。<br>**主要标准**(2条):<br>**需要有创机械通气**<br>**脓毒性休克需血管活性药物**<br>**示例**: `无主要标准`, `需有创机械通气`, `脓毒性休克`, `两条均符合`,无主要标准
severity.ats.minorCriteria,严重程度.ATS重症标准.次要标准数量,Number,"**次要标准**(9条,≥3条→ICU):<br>1. 呼吸频率≥30次/分<br>2. PaO2/FiO2≤250<br>3. 多肺叶浸润<br>4. 意识障碍<br>5. 尿素氮≥7 mmol/L<br>6. 白细胞<4×10⁹/L<br>7. 血小板<100×10⁹/L<br>8. 体温<36℃<br>9. 低血压需积极液体复苏",2
severity.ats.icu,严重程度.ATS重症标准.ICU指征,String,"**建议值**: `无ICU指征`, `符合ICU指征(≥1主要标准或≥3次要标准)`",无ICU指征

severity.smart.cop,严重程度.SMART-COP.评分,Number,"SMART-COP评分(预测需呼吸支持/血管活性药物)。<br>**S**: SBP<90 mmHg(2分)<br>**M**: 多肺叶浸润(1分)<br>**A**: 白蛋白<35 g/L(1分)<br>**R**: 呼吸频率≥25(年龄<50)或≥30(≥50)(1分)<br>**T**: 心动过速≥125(1分)<br>**C**: 意识障碍(1分)<br>**O**: 氧合PaO2<70或SaO2≤93%或PaO2/FiO2<333(2分)<br>**P**: pH<7.35(2分)<br>**≥3分**: 高危需强化治疗/ICU监护",3

complications.respiratoryFailure,并发症.呼吸衰竭,String,"**I型**: PaO2<60(低氧),肺炎/ARDS。<br>**II型**: PaCO2>50(高碳酸),COPD基础+肺炎。<br>**建议值**: `无`, `I型呼吸衰竭`, `II型呼吸衰竭`, `I+II型`,I型呼吸衰竭
complications.ards,并发症.ARDS,String,"**急性呼吸窘迫综合征**: 急性起病(<1周),双肺浸润,PaO2/FiO2<300,非心源性。<br>**建议值**: `无`, `轻度ARDS(200-300)`, `中度ARDS(100-200)`, `重度ARDS(<100)`,无
complications.sepsis,并发症.脓毒症,String,"**脓毒症**: 感染+器官功能障碍(SOFA评分≥2)。<br>**脓毒性休克**: 脓毒症+低血压(MAP<65)+乳酸>2 mmol/L。<br>**建议值**: `无`, `脓毒症`, `脓毒性休克`,脓毒症
complications.pleuralEffusion,并发症.胸腔积液/脓胸,String,"**旁肺炎性胸腔积液**: 非复杂性(pH>7.2,葡萄糖>2.2,LDH正常,Gram染色阴性),抗生素治疗。<br>**复杂性胸腔积液**: pH 7.0-7.2或LDH>1000,需引流。<br>**脓胸**: pH<7.0,Gram染色/培养阳性,需胸腔引流。<br>**建议值**: `无`, `少量非复杂性积液`, `复杂性胸腔积液`, `脓胸`,少量积液
complications.abscess,并发症.肺脓肿,String,"**肺脓肿**: 金黄色葡萄球菌/克雷伯菌/厌氧菌,空洞形成+气液平。<br>**建议值**: `无`, `肺脓肿`,无
complications.necrotizing,并发症.坏死性肺炎,String,"**坏死性肺炎**: 肺实质坏死,多发小空洞,金黄色葡萄球菌/肺炎链球菌血清型3。<br>**建议值**: `无`, `坏死性肺炎`,无

treatment.location,治疗.治疗场所,String,"**门诊**: CURB-65 0-1分,PSI I-III级。<br>**普通病房**: CURB-65 2分,PSI IV级。<br>**ICU**: CURB-65≥3分,PSI V级,ATS重症标准。<br>**建议值**: `门诊`, `急诊留观`, `普通病房`, `ICU`",普通病房

treatment.antibiotics.empiric,治疗.抗生素.经验性治疗,String,"**CAP门诊**: 阿莫西林或大环内酯类(阿奇霉素)。<br>**CAP住院**: β-内酰胺类(头孢曲松/阿莫西林克拉维酸)+大环内酯类,或氟喹诺酮(左氧氟沙星/莫西沙星)。<br>**CAP重症**: β-内酰胺类(头孢曲松)+大环内酯类,或β-内酰胺类+氟喹诺酮。<br>**HAP/VAP**: 抗铜绿假单胞菌(哌拉西林他唑巴坦/头孢吡肟/美罗培南)+覆盖MRSA(万古霉素/利奈唑胺)。<br>**示例**: `阿莫西林1g tid`, `头孢曲松2g qd+阿奇霉素500mg qd`, `左氧氟沙星750mg qd`, `哌拉西林他唑巴坦4.5g q6h+万古霉素`,头孢曲松2g qd+阿奇霉素500mg qd
treatment.antibiotics.targeted,治疗.抗生素.目标治疗,String,"**病原明确后降阶梯**: 肺炎链球菌(青霉素/阿莫西林),流感嗜血杆菌(阿莫西林克拉维酸),MRSA(万古霉素),铜绿假单胞菌(抗假单胞菌β-内酰胺类)。<br>**示例**: `未调整(病原未明)`, `降阶梯至青霉素G(肺炎链球菌)`, `万古霉素(MRSA)`,降阶梯至阿莫西林
treatment.antibiotics.duration,治疗.抗生素.疗程,Number,"治疗天数。<br>单位: 天<br>**CAP**: 5-7天(病情稳定后)<br>**HAP/VAP**: 7-8天<br>**并发症**: 延长至14-21天(脓胸/肺脓肿/菌血症)",7

treatment.oxygenTherapy,治疗.氧疗,String,"**目标**: SpO2≥90%(COPD患者88-92%)。<br>**示例**: `不需要`, `鼻导管吸氧(2 L/min)`, `面罩吸氧(40%)`, `高流量鼻导管(HFNC)`, `无创通气(NIV)`, `有创机械通气`,鼻导管吸氧(3 L/min)
treatment.mechanicalVentilation,治疗.机械通气,String,"**适应证**: 严重低氧血症(PaO2/FiO2<200),高碳酸血症(pH<7.25),呼吸肌疲劳,意识障碍。<br>**建议值**: `无`, `NIV(无创)`, `有创机械通气`, `ECMO`,无

treatment.fluidResuscitation,治疗.液体复苏,String,"**脓毒性休克**: 30 mL/kg晶体液1小时内快速输注。<br>**建议值**: `不需要`, `晶体液复苏(30 mL/kg)`, `维持性补液`,维持性补液
treatment.vasopressors,治疗.血管活性药物,String,"**脓毒性休克**: 液体复苏后MAP<65 mmHg,去甲肾上腺素首选。<br>**示例**: `不需要`, `去甲肾上腺素`, `去甲肾上腺素+血管加压素`,不需要

treatment.adjuvant.corticosteroids,治疗.辅助治疗.糖皮质激素,String,"**重症CAP**: 甲泼尼龙40 mg q12h×5天(降低死亡率,CAPE COD研究)。<br>**流感重症**: 不推荐(增加死亡率)。<br>**示例**: `未使用`, `甲泼尼龙40mg q12h(重症肺炎)`, `地塞米松6mg qd(ARDS)`,未使用
treatment.adjuvant.antiviral,治疗.辅助治疗.抗病毒药,String,"**流感肺炎**: 奥司他韦75 mg bid×5天(发病48h内启动)。<br>**新冠肺炎**: 瑞德西韦/Paxlovid。<br>**示例**: `不需要`, `奥司他韦75mg bid`, `瑞德西韦`,不需要

treatment.chestTubeInsert,治疗.胸腔引流,String,"**适应证**: 脓胸,复杂性胸腔积液(pH<7.2)。<br>**建议值**: `不需要`, `已置胸腔引流管`, `计划引流`,不需要

response.clinicalStability,治疗反应.临床稳定,String,"**临床稳定标准**(符合全部):<br>1. 体温≤37.8℃<br>2. 心率≤100次/分<br>3. 呼吸频率≤24次/分<br>4. SBP≥90 mmHg<br>5. SpO2≥90%(室内空气)<br>6. 能够口服<br>7. 意识正常<br>**建议值**: `未达标`, `部分达标`, `完全稳定(满足全部标准)`,部分达标
response.timeToStability,治疗反应.临床稳定时间,Number,"达到临床稳定的时间。<br>单位: 天<br>**中位时间**: 3天",4
response.defervescence,治疗反应.退热时间,Number,"体温恢复正常的时间。<br>单位: 天<br>**肺炎链球菌**: 2-3天<br>**延迟退热**: >3天,考虑并发症/耐药/非细菌",3

response.failureToImprove,治疗反应.治疗失败,String,"**治疗无效**(3-5天无改善): 考虑耐药菌/非细菌病原/并发症/免疫抑制/药物热。<br>**建议值**: `治疗有效`, `治疗失败(病情进展)`, `治疗失败(持续发热)`,治疗有效

prognosis.outcome,预后.结局,String,"**CAP死亡率**: 门诊<1%,住院5-15%,ICU 30-50%。<br>**建议值**: `治愈出院`, `好转出院`, `转院`, `死亡`, `自动出院`,治愈出院
prognosis.lengthOfStay,预后.住院天数,Number,"住院天数。<br>单位: 天<br>**CAP平均**: 5-7天",6
prognosis.icuStay,预后.ICU天数,Number,"ICU住院天数。<br>单位: 天",0
prognosis.mortality,预后.死亡,String,"**建议值**: `否`, `是(肺炎直接导致)`, `是(并发症)`, `是(基础疾病)`,否

followUp.cxrResolution,随访.胸片复查,String,"**影像学恢复**: 年轻无基础疾病4-6周,老年/COPD 12周。<br>**持续阴影**: 排除肺癌/结核/机化性肺炎。<br>**建议值**: `4-6周复查胸片`, `已复查(阴影吸收)`, `已复查(持续阴影,需进一步检查)`,4-6周复查胸片
followUp.plan,随访.随访计划,String,"**出院后**: 2-4周门诊复查,胸片评估吸收情况。<br>**示例**: `2周后门诊复查`, `4周后复查胸片`, `不需要随访(完全恢复)`,2周后门诊复查

clinicianNotes,临床医生备注,String,自由文本备注栏,患者为68岁男性,3天前受凉后出现发热(39.5℃)、寒战、咳嗽、咳黄脓痰、右侧胸痛。体检:T 39.2℃,RR 24次/分,SpO2 92%(室内空气),右下肺叩诊浊音,闻及湿啰音+支气管呼吸音。WBC 15.8×10⁹/L,中性粒细胞88%,CRP 180 mg/L,PCT 3.5 ng/mL。胸片:右下肺大叶性实变。痰培养G+球菌成双排列,肺炎链球菌尿抗原阳性。CURB-65评分2分(年龄≥65+呼吸频率≥30),PSI III级,住院治疗。诊断:社区获得性肺炎(右下叶),肺炎链球菌,中度。治疗:头孢曲松2g qd+阿奇霉素500mg qd,鼻导管吸氧3 L/min。第4天体温降至正常,SpO2升至95%,临床稳定。抗生素疗程7天,出院后4周复查胸片。
dataSource,数据来源,String,"**建议值**: `门诊`, `急诊`, `住院`, `ICU`",住院
