fieldName,fieldNameCN,dataType,description,examples
jugularVeins,颈静脉,String,颈静脉检查,颈静脉充盈正常
carotidPulse,颈动脉搏动,String,颈动脉搏动触诊,颈动脉搏动正常
carotidBruit,颈动脉杂音,String,颈动脉杂音听诊,无颈动脉杂音
thyroidGland,甲状腺,String,甲状腺检查总述,甲状腺检查结果
thyroidSize,甲状腺大小,String,甲状腺大小评估,甲状腺大小正常
thyroidShape,甲状腺形状,String,甲状腺形状观察,甲状腺形状正常
thyroidConsistency,甲状腺质地,String,甲状腺质地触诊,甲状腺质地正常
thyroidMobility,甲状腺活动度,String,甲状腺活动度检查,甲状腺活动度正常
thyroidNodules,甲状腺结节,String,甲状腺结节触诊,未触及甲状腺结节
thyroidBruit,甲状腺杂音,String,甲状腺杂音听诊,无甲状腺杂音
thyroidTenderness,甲状腺压痛,String,甲状腺压痛检查,甲状腺无压痛
isthmus,甲状腺峡部,String,甲状腺峡部检查,峡部正常
lateralLobes,甲状腺侧叶,String,甲状腺侧叶检查,双侧叶正常
swallowingMovement,吞咽活动,String,吞咽时甲状腺活动,吞咽活动正常
chestExamination,胸部检查,String,胸部检查总述,胸部检查正常
chestShape,胸廓形状,String,胸廓形状观察,胸廓形状正常
chestSymmetry,胸廓对称性,String,胸廓对称性观察,胸廓对称
chestExpansion,胸廓扩张度,String,胸廓扩张度检查,胸廓扩张度正常
breathingPattern,呼吸模式,String,呼吸模式观察,呼吸模式正常
respiratoryEffort,呼吸费力程度,String,呼吸费力程度评估,呼吸无费力
accessoryMuscles,辅助呼吸肌,String,辅助呼吸肌使用,未使用辅助呼吸肌
intercostalRetraction,肋间凹陷,String,肋间凹陷观察,无肋间凹陷
chestWallPalpation,胸壁触诊,String,胸壁触诊检查,胸壁触诊正常
tactileFremitus,触觉语颤,String,触觉语颤检查,触觉语颤正常
chestPercussion,胸部叩诊,String,胸部叩诊总述,胸部叩诊正常
lungBorders,肺边界,String,肺边界叩诊,肺边界正常
diaphragmaticMovement,膈肌运动,String,膈肌运动度检查,膈肌运动正常
lungAuscultation,肺部听诊,String,肺部听诊总述,肺部听诊正常
breathSounds,呼吸音,String,呼吸音性质,呼吸音清晰
adventitialSounds,附加音,String,附加音检查,无附加音
rales,啰音,String,啰音检查,无啰音
rhonchi,鼾音,String,鼾音检查,无鼾音
wheeze,哮鸣音,String,哮鸣音检查,无哮鸣音
stridor,喘鸣音,String,喘鸣音检查,无喘鸣音
pleuralFrictionRub,胸膜摩擦音,String,胸膜摩擦音检查,无胸膜摩擦音
heartExamination,心脏检查,String,心脏检查总述,心脏检查正常
heartInspection,心脏视诊,String,心脏视诊检查,心前区无异常
apicalImpulse,心尖搏动,String,心尖搏动观察,心尖搏动正常
heartPalpation,心脏触诊,String,心脏触诊检查,心脏触诊正常
heartPercussion,心脏叩诊,String,心脏叩诊检查,心界正常
heartAuscultation,心脏听诊,String,心脏听诊总述,心脏听诊正常
heartRate,心率,Number,心率每分钟,78
heartRhythm,心律,String,心律规整性,心律规整
heartSounds,心音,String,心音性质,心音正常
S1,第一心音,String,第一心音,S1正常
S2,第二心音,String,第二心音,S2正常
S3,第三心音,String,第三心音,无S3
S4,第四心音,String,第四心音,无S4
murmurs,杂音,String,心脏杂音,无杂音
gallop,奔马律,String,奔马律,无奔马律
pericardialFrictionRub,心包摩擦音,String,心包摩擦音,无心包摩擦音
abdominalExamination,腹部检查,String,腹部检查总述,腹部检查正常
abdominalInspection,腹部视诊,String,腹部视诊检查,腹部外形正常
abdominalShape,腹部外形,String,腹部外形描述,腹部平坦
skinChanges,皮肤改变,String,腹部皮肤改变,无皮肤改变
scars,手术瘢痕,String,手术瘢痕检查,无手术瘢痕
striae,妊娠纹,String,妊娠纹检查,腹部轻度妊娠纹
hernias,疝,String,疝气检查,无疝气
visiblePeristalsis,可见蠕动,String,可见肠蠕动,无可见蠕动
abdominalAuscultation,腹部听诊,String,腹部听诊总述,腹部听诊正常
bowelSounds,肠鸣音,String,肠鸣音,肠鸣音正常
vascularBruits,血管杂音,String,腹部血管杂音,无血管杂音
abdominalPalpation,腹部触诊,String,腹部触诊总述,腹部触诊正常
abdominalTenderness,腹部压痛,String,腹部压痛检查,无腹部压痛
reboundTenderness,反跳痛,String,反跳痛检查,无反跳痛
guarding,腹肌紧张,String,腹肌紧张检查,腹肌松软
masses,腹部肿块,String,腹部肿块触诊,未触及腹部肿块
organomegaly,脏器肿大,String,腹部脏器肿大,无脏器肿大
liverPalpation,肝脏触诊,String,肝脏触诊检查,肝脏未触及
liverSize,肝脏大小,String,肝脏大小评估,肝脏大小正常
liverConsistency,肝脏质地,String,肝脏质地触诊,肝脏质地正常
liverTenderness,肝脏压痛,String,肝脏压痛检查,肝脏无压痛
liverEdge,肝脏边缘,String,肝脏边缘特点,肝脏边缘正常
splenoPalpation,脾脏触诊,String,脾脏触诊检查,脾脏未触及
spleenSize,脾脏大小,String,脾脏大小评估,脾脏大小正常
kidneyPalpation,肾脏触诊,String,肾脏触诊检查,双肾未触及
abdominalPercussion,腹部叩诊,String,腹部叩诊总述,腹部叩诊正常
liverDullness,肝浊音界,String,肝浊音界叩诊,肝浊音界正常
spleenDullness,脾浊音界,String,脾浊音界叩诊,脾浊音界正常
shiftingDullness,移动性浊音,String,移动性浊音检查,无移动性浊音
bladderDistension,膀胱膨胀,String,膀胱膨胀检查,无膀胱膨胀
extremitiesExamination,四肢检查,String,四肢检查总述,四肢检查正常
upperExtremities,上肢检查,String,上肢检查,上肢检查正常
lowerExtremities,下肢检查,String,下肢检查,下肢检查正常
muscleStrength,肌力,String,肌力检查,肌力正常
muscleTone,肌张力,String,肌张力检查,肌张力正常
muscleAtrophy,肌肉萎缩,String,肌肉萎缩检查,无肌肉萎缩
jointDeformity,关节畸形,String,关节畸形检查,无关节畸形
jointSwelling,关节肿胀,String,关节肿胀检查,无关节肿胀
jointTenderness,关节压痛,String,关节压痛检查,无关节压痛
rangeOfMotion,关节活动度,String,关节活动度检查,关节活动度正常
edema,水肿,String,四肢水肿检查,无四肢水肿
cyanosis,发绀,String,四肢发绀检查,无四肢发绀
clubbing,杵状指,String,杵状指检查,无杵状指
capillaryRefill,毛细血管充盈,String,毛细血管充盈时间,毛细血管充盈正常
peripheralPulses,周围动脉搏动,String,周围动脉搏动检查,周围动脉搏动正常
radialPulse,桡动脉搏动,String,桡动脉搏动,桡动脉搏动正常
ulnarPulse,尺动脉搏动,String,尺动脉搏动,尺动脉搏动正常
brachialPulse,肱动脉搏动,String,肱动脉搏动,肱动脉搏动正常
femorałPulse,股动脉搏动,String,股动脉搏动,股动脉搏动正常
poplitealPulse,腘动脉搏动,String,腘动脉搏动,腘动脉搏动正常
dorsalisPedisPulse,足背动脉搏动,String,足背动脉搏动,足背动脉搏动正常
posteriorTibialPulse,胫后动脉搏动,String,胫后动脉搏动,胫后动脉搏动正常
varicoseVeins,静脉曲张,String,静脉曲张检查,无静脉曲张
neurologicalExamination,神经系统检查,String,神经系统检查总述,神经系统检查正常
mentalStatus,精神状态,String,精神状态评估,精神状态正常
orientation,定向力,String,定向力检查,定向力正常
attention,注意力,String,注意力检查,注意力正常
memory,记忆力,String,记忆力检查,记忆力正常
cranialNerves,颅神经,String,颅神经检查,颅神经检查正常
motorFunction,运动功能,String,运动功能检查,运动功能正常
sensoryFunction,感觉功能,String,感觉功能检查,感觉功能正常
reflexes,反射,String,反射检查,反射正常
coordinationBallance,协调平衡,String,协调平衡检查,协调平衡正常
pathologicalReflexes,病理反射,String,病理反射检查,无病理反射
meningealSigns,脑膜刺激征,String,脑膜刺激征检查,脑膜刺激征阴性
genitourinaryExamination,泌尿生殖系统检查,String,泌尿生殖系统检查,泌尿生殖系统检查正常
externalGenitalia,外生殖器,String,外生殖器检查,外生殖器正常
digitalRectalExam,直肠指检,String,直肠指检,未行直肠指检
prostate,前列腺,String,前列腺检查,前列腺检查正常
rectalExamination,直肠检查,String,直肠检查,直肠检查正常
anusInspection,肛门视诊,String,肛门视诊,肛门正常
hemorrhoids,痔疮,String,痔疮检查,无痔疮
specialEndocrineExamination,内分泌专科检查,String,内分泌专科体格检查,内分泌专科检查
acromegalicFeatures,肢端肥大症体征,String,肢端肥大症体征检查,无肢端肥大症体征
cushingoidFeatures,库欣综合征体征,String,库欣综合征体征检查,无库欣综合征体征
hyperthyroidFeatures,甲亢体征,String,甲状腺功能亢进体征,无甲亢体征
hypothyroidFeatures,甲减体征,String,甲状腺功能减退体征,无甲减体征
diabeticComplicationsExam,糖尿病并发症检查,String,糖尿病并发症体征检查,糖尿病并发症检查
diabeticFootExam,糖尿病足检查,String,糖尿病足专项检查,糖尿病足检查正常
footInspection,足部视诊,String,足部外观检查,足部外观正常
footPalpation,足部触诊,String,足部触诊检查,足部触诊正常
footSkinCondition,足部皮肤状况,String,足部皮肤状况,足部皮肤正常
footUlcers,足部溃疡,String,足部溃疡检查,无足部溃疡
footDeformities,足部畸形,String,足部畸形检查,无足部畸形
footSensation,足部感觉,String,足部感觉检查,足部感觉正常
monofilamentTest,单丝检查,String,10g单丝检查,单丝检查正常
vibrationSense,振动觉,String,振动觉检查,振动觉正常
positionSense,位置觉,String,位置觉检查,位置觉正常
ankleReflexes,踝反射,String,踝反射检查,踝反射正常
dorsalisPedisPeripheral,足背动脉检查,String,足背动脉检查,足背动脉搏动正常
posteriorTibialPeripheral,胫后动脉检查,String,胫后动脉检查,胫后动脉搏动正常
nailCondition,指甲状况,String,足部指甲状况,指甲状况正常
interdigitalAreas,趾间检查,String,趾间区域检查,趾间正常
calluses,胼胝,String,胼胝检查,无胼胝
corns,鸡眼,String,鸡眼检查,无鸡眼
additionalFindings,其他发现,String,其他体格检查发现,无其他异常发现
overallAssessment,总体评估,String,体格检查总体评估,体格检查基本正常
abnormalFindings,异常发现汇总,String,异常发现汇总,轻度肥胖颈部黑棘皮病
normalFindings,正常发现汇总,String,正常发现汇总,其余各系统检查正常
clinicalSignificance,临床意义,String,体格检查临床意义,符合代谢综合征表现
followUpNeeded,随访需要,String,需要随访的体征,黑棘皮病需要随访
additionalExamsNeeded,需要追加检查,String,需要追加的检查,建议完善血糖血脂检查
riskFactorsIdentified,识别的危险因素,String,体格检查识别的危险因素,肥胖胰岛素抵抗
protectiveFactorsIdentified,识别的保护因素,String,体格检查识别的保护因素,无明显保护因素
patientEducationNeeds,患者教育需求,String,基于体格检查的教育需求,需要减重和生活方式指导
diagnosisImpression,诊断印象,String,基于体格检查的初步诊断印象,肥胖症代谢综合征可能
recommendation,建议,String,体格检查后的建议,完善相关检查制定减重计划定期随访
