字段名 (英文),字段名 (中文),数据类型,描述,示例
gnrhTest.interpretation,GnRH兴奋试验.解读,String,"GnRH兴奋试验结果解读。<br>**建议值**: `CPP(LH峰值>5)`, `PPP(LH峰值<5)`, `青春期前`, `青春期反应`",CPP(LH峰值>5)
boneAge.performed,骨龄.已评估,Boolean,是否完成骨龄评估(左手腕X线),true
boneAge.value,骨龄.骨龄,Number,"骨龄(Greulich-Pyle图谱法)。<br>单位: 岁",10
boneAge.chronologicalAge,骨龄.实际年龄,Number,"实际年龄。<br>单位: 岁",7.5
boneAge.difference,骨龄.骨龄差值,Number,"骨龄-实际年龄。<br>单位: 岁<br>**性早熟**: ≥+2岁<br>**青春期延迟**: ≤-2岁",+2.5
boneAge.interpretation,骨龄.解读,String,"骨龄解读。<br>**建议值**: `正常(±1岁)`, `轻度超前(+1至+2岁)`, `显著超前(≥+2岁)`, `延迟(≤-2岁)`",显著超前(≥+2岁)
predictedAdultHeight,预测成年身高,Number,"基于当前骨龄和身高预测的成年身高(Bayley-Pinneau表)。<br>单位: cm<br>**说明**: 性早熟时可能受损",148
imaging.pelvicUltrasound,影像学.盆腔超声,Boolean,"是否完成盆腔超声(女孩)",true
imaging.uterineVolume,影像学.子宫容积,Number,"子宫容积。<br>单位: mL<br>**青春期前**: <2 mL<br>**CPP**: ↑",3.5
imaging.endometrialEcho,影像学.内膜回声,Boolean,是否有子宫内膜回声(雌激素作用),true
imaging.ovarianVolume,影像学.卵巢容积,Number,"单侧卵巢容积。<br>单位: mL<br>**青春期前**: <1 mL<br>**CPP**: >1 mL/侧",1.8
imaging.ovarianCyst,影像学.卵巢囊肿,String,"卵巢囊肿/肿瘤(PPP)。<br>**建议值**: `无`, `单纯囊肿`, `复杂囊肿`, `实性肿块(疑肿瘤)`",无
imaging.testicularUltrasound,影像学.睾丸超声,Boolean,"是否完成睾丸超声(男孩，排除间质细胞瘤)",false
imaging.testicularMass,影像学.睾丸肿块,String,"睾丸肿块。<br>**建议值**: `无`, `间质细胞瘤`, `其他肿瘤`",不适用
imaging.adrenalCt,影像学.肾上腺CT/MRI,Boolean,"是否完成肾上腺影像(怀疑肾上腺源性时)",false
imaging.adrenalMass,影像学.肾上腺肿块,String,"肾上腺肿块/肿瘤。<br>**建议值**: `无`, `腺瘤`, `肾上腺皮质癌`, `其他`",未检查
imaging.brainMri,影像学.头颅MRI,Boolean,"是否完成头颅MRI(性早熟男孩必做，女孩选择性做；青春期延迟HH必做)",true
imaging.hypothalamicHamartoma,影像学.下丘脑错构瘤,Boolean,"是否发现下丘脑错构瘤(T1/T2等信号，不强化)",false
imaging.cnsLesion,影像学.中枢神经系统病变,String,"CNS病变。<br>**建议值**: `未见异常`, `下丘脑错构瘤`, `胶质瘤`, `生殖细胞瘤`, `颅咽管瘤`, `垂体腺瘤`, `嗅球/嗅束缺如(KS)`, `其他`",未见异常
karyotype.performed,核型分析.已完成,Boolean,"是否完成染色体核型分析(青春期延迟必查)",false
karyotype.result,核型分析.结果,String,"核型结果。<br>**建议值**: `46,XX(正常女性)`, `46,XY(正常男性)`, `45,X0(Turner综合征)`, `47,XXY(Klinefelter综合征)`, `嵌合体`, `其他异常`",未完成
genetics.performed,基因检测.已完成,Boolean,"是否完成基因检测(先天性HH、特殊综合征)",false
genetics.panel,基因检测.检测Panel,String,"基因检测Panel。<br>**HH相关**: KISS1R、GNRHR、KAL1(Kallmann)、FGFR1、FGF8等<br>**其他**: GNAS(MAS)、LHCGR(FMPP)等<br>**建议值**: `未检测`, `HH Panel`, `性早熟Panel`, `全外显子测序`, `特定基因`",未检测
genetics.result,基因检测.结果,String,"基因检测结果。<br>**建议值**: `未检测`, `未发现致病突变`, `KISS1R突变`, `KAL1突变(Kallmann)`, `GNAS突变(MAS)`, `LHCGR突变(FMPP)`, `其他`",未检测
diagnosis.precocity.type,诊断.性早熟类型,String,"性早熟最终诊断类型。<br>**建议值**: `中枢性性早熟(CPP-特发性)`, `CPP-器质性(下丘脑错构瘤)`, `CPP-器质性(CNS肿瘤)`, `外周性性早熟-卵巢源性`, `PPP-睾丸源性`, `PPP-肾上腺源性(CAH)`, `PPP-外源性`, `McCune-Albright综合征(MAS)`, `家族性男性性早熟(FMPP)`, `单纯乳房早发育`, `单纯阴毛早现`, `非性早熟`",中枢性性早熟(CPP-特发性)
diagnosis.delay.type,诊断.青春期延迟类型,String,"青春期延迟最终诊断类型。<br>**建议值**: `体质性青春期生长延迟(CDGP)`, `Kallmann综合征`, `低促性腺激素性性腺功能减退(HH-其他)`, `Turner综合征(45,X0)`, `Klinefelter综合征(47,XXY)`, `高促性腺激素性性腺功能减退-其他`, `垂体肿瘤/颅咽管瘤`, `非延迟`",非延迟
diagnosis.certainty,诊断.诊断确定性,String,"诊断确定性。<br>**建议值**: `确诊`, `临床诊断(高度可能)`, `疑似(需进一步评估)`, `待诊`",确诊
complications.heightLoss,并发症.身高受损,Boolean,成年身高是否可能受损(性早熟骨龄超前),true
complications.psychosocial,并发症.心理社交问题,Boolean,是否存在心理社交问题,true
complications.lowBoneDensity,并发症.骨密度降低,Boolean,是否有骨密度降低(青春期延迟),false
complications.infertility,并发症.生育力受损,Boolean,是否有成年生育力受损风险,false
treatment.indication,治疗.治疗指征,Boolean,"是否有治疗指征",true
treatment.approach,治疗.治疗方案,String,"治疗方案。<br>**性早熟**: GnRHa、手术、病因治疗<br>**青春期延迟**: 观察、短期性激素、终身替代<br>**建议值**: `GnRHa治疗`, `病因治疗(手术/糖皮质激素)`, `芳香化酶抑制剂`, `抗雄激素`, `观察随访`, `短期性激素诱导`, `终身性激素替代`, `生长激素联合治疗`, `无需治疗`",GnRHa治疗
treatment.gnrha.drug,GnRHa治疗.药物,String,"GnRH类似物药物。<br>**建议值**: `未用`, `Leuprolide(亮丙瑞林)3.75mg q4w`, `Leuprolide 11.25mg q12w`, `Triptorelin(曲普瑞林)3.75mg q4w`, `Goserelin(戈舍瑞林)3.6mg q4w`",Leuprolide(亮丙瑞林)3.75mg q4w
treatment.gnrha.startDate,GnRHa治疗.开始日期,String,GnRHa治疗开始日期,2025-10-15
treatment.gnrha.plannedDuration,GnRHa治疗.计划疗程,String,"GnRHa计划疗程。<br>**目标**: 至骨龄女孩12-13岁、男孩13-14岁",至骨龄12-13岁
treatment.gnrha.monitoring,GnRHa治疗.监测计划,String,"GnRHa治疗监测。<br>**建议**: 每3-6月Tanner分期、身高、骨龄、LH抑制试验",每3-6月监测
treatment.surgery.performed,手术治疗.已完成,Boolean,"是否完成手术(肿瘤切除)",false
treatment.surgery.type,手术治疗.手术类型,String,"手术类型。<br>**建议值**: `未手术`, `卵巢肿瘤切除`, `睾丸肿瘤切除`, `肾上腺肿瘤切除`, `颅内肿瘤切除`",未手术
treatment.hormoneReplacement,激素替代治疗.方案,String,"性激素替代治疗(青春期延迟-HH)。<br>**男孩**: 睾酮<br>**女孩**: 雌激素→加孕激素<br>**建议值**: `无`, `睾酮(50-100mg q2-4w逐增)`, `雌激素(0.3mg/天起逐增)`, `雌激素+孕激素`, `短期诱导(CDGP)`",无
treatment.gh.indicated,生长激素治疗.指征,Boolean,"是否有生长激素联合治疗指征(改善成年身高)",false
treatment.gh.regimen,生长激素治疗.方案,String,"生长激素治疗方案。<br>**建议值**: `无`, `GH单独`, `GH+GnRHa联合`",无
followUp.frequency,随访.频率,String,"随访频率。<br>**GnRHa治疗期**: 每3-6月<br>**观察期**: 每6-12月<br>**建议值**: `每3月`, `每6月`, `每年`, `治疗结束`",每3月
followUp.monitoringItems,随访.监测项目,String,"随访监测项目。<br>**包括**: Tanner分期、身高/体重、骨龄、性激素、超声等",Tanner分期、身高、骨龄、LH抑制试验
followUp.stopCriteria,随访.停药标准,Boolean,"是否达到停药标准(骨龄达标或实际年龄适当)",false
prognosis.adultHeight,预后.预测成年身高,Number,"经治疗后预测的成年身高。<br>单位: cm<br>**说明**: GnRHa可改善3-10cm",158
prognosis.fertility,预后.生育力,String,"成年生育力预后。<br>**建议值**: `正常`, `可能降低`, `不育风险高`",正常
prognosis.psychologicalOutcome,预后.心理预后,String,"心理社交预后。<br>**建议值**: `良好`, `需心理支持`, `长期随访`",良好
specialSyndromes.mas,特殊综合征.McCune-Albright综合征,Boolean,"是否为MAS(PPP+咖啡斑+多骨纤维性发育不良)",false
specialSyndromes.fmpp,特殊综合征.家族性男性性早熟,Boolean,"是否为FMPP(LH受体突变，仅男性)",false
specialSyndromes.kallmann,特殊综合征.Kallmann综合征,Boolean,"是否为Kallmann综合征(HH+嗅觉缺失)",false
specialSyndromes.turner,特殊综合征.Turner综合征,Boolean,"是否为Turner综合征(45,X0，女孩矮身材+性腺发育不全)",false
specialSyndromes.klinefelter,特殊综合征.Klinefelter综合征,Boolean,"是否为Klinefelter综合征(47,XXY，男孩高身材+小睾丸)",false
patientEducation.completed,患者教育.已完成,Boolean,是否完成患者和家属疾病教育,true
patientEducation.topics,患者教育.教育内容,String,"教育内容。<br>**包括**: 疾病性质、治疗方案、预期效果、用药依从性、心理支持等",疾病性质、GnRHa治疗、预期身高改善、心理支持
diagnosisImpression,诊断印象,String,综合诊断结果和临床印象,7.5岁女孩，中枢性性早熟(特发性)，乳房发育B3期伴阴毛PH2，骨龄10岁(超前2.5岁)，GnRH兴奋试验LH峰值12.5 IU/L(>5确诊CPP)，头颅MRI未见异常，预测成年身高148 cm(受损)，有治疗指征
recommendation,建议,String,治疗建议和随访计划,1. GnRHa治疗(Leuprolide 3.75mg q4w肌注)至骨龄12-13岁; 2. 每3-6月监测: Tanner分期、身高生长速度、骨龄进展、LH抑制试验; 3. 目标: 延缓骨龄进展，改善成年身高(预期增加5-8cm至153-156cm)，延迟初潮; 4. 心理支持和患者教育; 5. 治疗期间避免肥胖; 6. 治疗结束后6-18月自然恢复青春期; 7. 定期评估疗效和不良反应
