Category,Field_Name,Chinese_Name,Data_Type,Unit,Valid_Range,LOINC_Code,Required,Description,Clinical_Significance
Microbiology,polymicrobial,多菌感染,boolean,,,,,N,混合菌,糖尿病足/临近病灶

Imaging_Xray,xray,X线,boolean,,,,,Y,X线平片,初步评估
Imaging_Xray,xray_findings,X线表现,categorical,,Normal,Soft_Tissue_Swelling,Periosteal_Reaction,Bone_Destruction,Sequestrum,,,N,正常/软组织肿胀/骨膜反应/骨破坏/死骨,骨髓炎
Imaging_Xray,probe_to_bone,探针触骨试验,boolean,,,,,N,PTB阳性,糖尿病足OM敏感性高

Imaging_MRI,mri,MRI,boolean,,,,,Y,磁共振,诊断金标准
Imaging_MRI,mri_findings,MRI表现,categorical,,Normal,Bone_Marrow_Edema,Abscess,Sequestrum,Soft_Tissue_Involvement,,,N,正常/骨髓水肿/脓肿/死骨/软组织累及,敏感性90-100%

Imaging_Other,ct_scan,CT扫描,boolean,,,,,N,CT,死骨/脊柱
Imaging_Other,bone_scan,骨扫描,boolean,,,,,N,Tc-99m,敏感非特异
Imaging_Other,pet_ct,PET-CT,boolean,,,,,N,FDG-PET,脊柱OM/PJI

PJI_Criteria,pjI_diagnosis,PJI诊断,boolean,,,,,Y,人工关节感染,MSIS标准
PJI_Criteria,sinus_tract,窦道,boolean,,,,,N,与假体相通,主要标准
PJI_Criteria,pji_timeline,PJI时间,categorical,,None,Early_LT_3mo,Delayed_3_24mo,Late_GT_24mo,,,N,早期<3月/延迟3-24月/晚期>24月,病原不同

Treatment_Antibiotics,empiric_therapy,经验治疗,boolean,,,,,Y,经验性抗生素,培养前
Treatment_Antibiotics,vancomycin,万古霉素,boolean,,,,,Y,15-20mg/kg q8-12h,MRSA
Treatment_Antibiotics,cefazolin,头孢唑林,boolean,,,,,Y,2g q8h,MSSA
Treatment_Antibiotics,ceftriaxone,头孢曲松,boolean,,,,,Y,2g qd,淋球菌
Treatment_Antibiotics,fluoroquinolone,氟喹诺酮,boolean,,,,,Y,口服骨穿透,慢性OM
Treatment_Antibiotics,rifampin,利福平,boolean,,,,,N,300-450mg bid,生物膜/葡萄球菌
Treatment_Antibiotics,duration_om,OM抗生素疗程,integer,weeks,0-24,,,Y,4-6周,长疗程
Treatment_Antibiotics,duration_sa,SA抗生素疗程,integer,weeks,0-8,,,Y,2-4周,关节炎疗程
Treatment_Antibiotics,duration_pji,PJI抗生素疗程,integer,weeks,0-24,,,N,3-6月,假体保留需长疗程

Surgical_Treatment,surgical_intervention,外科治疗,boolean,,,,,Y,手术干预,源控制
Surgical_Treatment,arthrotomy_washout,关节切开冲洗,boolean,,,,,Y,关节清创引流,化脓性关节炎
Surgical_Treatment,debridement,清创,boolean,,,,,Y,坏死组织清除,骨髓炎
Surgical_Treatment,sequestrectomy,死骨切除,boolean,,,,,N,移除死骨,慢性OM
Surgical_Treatment,prosthesis_removal,假体移除,boolean,,,,,N,取出假体,PJI
Surgical_Treatment,two_stage_exchange,二期翻修,boolean,,,,,N,移除+抗生素骨水泥+再植入,PJI金标准

Outcome,clinical_cure,临床治愈,boolean,,,,,Y,症状消失,疗效
Outcome,relapse,复发,boolean,,,,,Y,治疗后再发,慢性OM
Outcome,joint_destruction,关节破坏,boolean,,,,,N,软骨损伤,SA后遗症
Outcome,chronic_pain,慢性疼痛,boolean,,,,,N,持续疼痛,后遗症

Report,provider,诊疗医师,string,,,,,Y,医师姓名,责任医师
Report,report_date,报告日期,date,,,,,Y,报告时间,文档记录
