时间,值
2025-04-12 16:20:00,5.1
2025-04-12 16:35:00,4.9
2025-04-12 16:50:00,4.9
2025-04-12 17:05:00,4.8
2025-04-12 17:20:00,4.6
2025-04-12 17:35:00,4.2
2025-04-12 17:50:00,5.2
2025-04-12 18:05:00,6.2
2025-04-12 18:20:00,7.2
2025-04-12 18:35:00,8.2
2025-04-12 18:50:00,8.8
2025-04-12 19:05:00,8.8
2025-04-12 19:20:00,8.3
2025-04-12 19:35:00,6.9
2025-04-12 19:50:00,5.7
2025-04-12 20:05:00,5.9
2025-04-12 20:20:00,6.4
2025-04-12 20:35:00,7.4
2025-04-12 20:50:00,8.4
2025-04-12 21:05:00,8.6
2025-04-12 21:20:00,8.1
2025-04-12 21:35:00,7.6
2025-04-12 21:50:00,6.8
2025-04-12 22:05:00,6.2
2025-04-12 22:20:00,5.9
2025-04-12 22:35:00,5.6
2025-04-12 22:50:00,5.4
2025-04-12 23:05:00,5.3
2025-04-12 23:20:00,4.8
2025-04-12 23:35:00,4.4
2025-04-12 23:50:00,4.0
2025-04-13 00:05:00,3.8
2025-04-13 00:20:00,3.7
2025-04-13 00:35:00,3.1
2025-04-13 00:50:00,2.8
2025-04-13 01:05:00,2.8
2025-04-13 01:20:00,2.9
2025-04-13 01:35:00,3.0
2025-04-13 01:50:00,3.0
2025-04-13 02:05:00,2.9
2025-04-13 02:20:00,3.0
2025-04-13 02:35:00,3.1
2025-04-13 02:50:00,2.9
2025-04-13 03:05:00,3.0
2025-04-13 03:20:00,3.1
2025-04-13 03:35:00,3.1
2025-04-13 03:50:00,3.0
2025-04-13 04:05:00,3.1
2025-04-13 04:20:00,3.2
2025-04-13 04:35:00,3.3
2025-04-13 04:50:00,3.6
2025-04-13 05:05:00,3.6
2025-04-13 05:20:00,3.2
2025-04-13 05:35:00,3.4
2025-04-13 05:50:00,3.4
2025-04-13 06:05:00,3.8
2025-04-13 06:20:00,5.1
2025-04-13 06:35:00,6.6
2025-04-13 06:50:00,7.6
2025-04-13 07:05:00,8.4
2025-04-13 07:20:00,8.7
2025-04-13 07:35:00,8.8
2025-04-13 07:50:00,10.1
2025-04-13 08:05:00,9.8
2025-04-13 08:20:00,9.7
2025-04-13 08:35:00,8.4
2025-04-13 08:50:00,6.5
2025-04-13 09:05:00,5.9
2025-04-13 09:20:00,7.4
2025-04-13 09:35:00,8.6
2025-04-13 09:50:00,9.1
2025-04-13 10:05:00,9.1
2025-04-13 10:20:00,8.2
2025-04-13 10:35:00,6.4
2025-04-13 10:50:00,5.6
2025-04-13 11:05:00,5.9
2025-04-13 11:20:00,7.1
2025-04-13 11:35:00,7.9
2025-04-13 11:50:00,8.1
2025-04-13 12:05:00,8.1
2025-04-13 12:20:00,8.4
2025-04-13 12:35:00,8.9
2025-04-13 12:50:00,9.1
2025-04-13 13:05:00,9.1
2025-04-13 13:20:00,9.2
2025-04-13 13:35:00,8.8
2025-04-13 13:50:00,8.4
2025-04-13 14:05:00,8.2
2025-04-13 14:20:00,8.1
2025-04-13 14:35:00,7.9
2025-04-13 14:50:00,7.9
2025-04-13 15:05:00,7.9
2025-04-13 15:20:00,7.9
2025-04-13 15:35:00,7.7
2025-04-13 15:50:00,7.7
2025-04-13 16:05:00,8.0
2025-04-13 16:20:00,7.9
2025-04-13 16:35:00,7.9
2025-04-13 16:50:00,7.9
2025-04-13 17:05:00,8.2
2025-04-13 17:20:00,8.6
2025-04-13 17:35:00,8.1
2025-04-13 17:50:00,8.2
2025-04-13 18:05:00,8.1
2025-04-13 18:20:00,7.8
2025-04-13 18:35:00,8.3
2025-04-13 18:50:00,8.8
2025-04-13 19:05:00,9.6
2025-04-13 19:20:00,10.0
2025-04-13 19:35:00,10.3
2025-04-13 19:50:00,10.1
2025-04-13 20:05:00,9.4
2025-04-13 20:20:00,8.4
2025-04-13 20:35:00,9.7
2025-04-13 20:50:00,10.9
2025-04-13 21:05:00,12.3
2025-04-13 21:20:00,13.2
2025-04-13 21:35:00,12.9
2025-04-13 21:50:00,12.0
2025-04-13 22:05:00,11.2
2025-04-13 22:20:00,10.6
2025-04-13 22:35:00,10.3
2025-04-13 22:50:00,10.1
2025-04-13 23:05:00,9.7
2025-04-13 23:20:00,9.5
2025-04-13 23:35:00,9.2
2025-04-13 23:50:00,8.8
2025-04-14 00:05:00,8.3
2025-04-14 00:20:00,7.6
2025-04-14 00:35:00,7.2
2025-04-14 00:50:00,6.8
2025-04-14 01:05:00,6.6
2025-04-14 01:20:00,6.7
2025-04-14 01:35:00,6.8
2025-04-14 01:50:00,6.7
2025-04-14 02:05:00,6.6
2025-04-14 02:20:00,6.6
2025-04-14 02:35:00,5.9
2025-04-14 02:50:00,5.5
2025-04-14 03:05:00,5.7
2025-04-14 03:20:00,5.8
2025-04-14 03:35:00,5.9
2025-04-14 03:50:00,5.4
2025-04-14 04:05:00,5.7
2025-04-14 04:20:00,5.9
2025-04-14 04:35:00,5.7
2025-04-14 04:50:00,5.7
2025-04-14 05:05:00,5.6
2025-04-14 05:20:00,5.7
2025-04-14 05:35:00,5.7
2025-04-14 05:50:00,6.3
2025-04-14 06:05:00,7.1
2025-04-14 06:20:00,6.8
2025-04-14 06:35:00,6.8
2025-04-14 06:50:00,8.0
2025-04-14 07:05:00,9.1
2025-04-14 07:20:00,10.0
2025-04-14 07:35:00,9.6
2025-04-14 07:50:00,8.6
2025-04-14 08:05:00,8.3
2025-04-14 08:20:00,9.1
2025-04-14 08:35:00,9.7
2025-04-14 08:50:00,10.1
2025-04-14 09:05:00,9.7
2025-04-14 09:20:00,8.9
2025-04-14 09:35:00,8.3
2025-04-14 09:50:00,7.3
2025-04-14 10:05:00,6.7
2025-04-14 10:20:00,7.2
2025-04-14 10:35:00,8.3
2025-04-14 10:50:00,8.1
2025-04-14 11:05:00,8.0
2025-04-14 11:20:00,8.0
2025-04-14 11:35:00,7.7
2025-04-14 11:50:00,7.4
2025-04-14 12:05:00,7.4
2025-04-14 12:20:00,7.7
2025-04-14 12:35:00,7.9
2025-04-14 12:50:00,8.8
2025-04-14 13:05:00,10.3
2025-04-14 13:20:00,11.1
2025-04-14 13:35:00,11.2
2025-04-14 13:50:00,11.4
2025-04-14 14:05:00,11.3
2025-04-14 14:20:00,11.2
2025-04-14 14:35:00,11.8
2025-04-14 14:50:00,11.1
2025-04-14 15:05:00,10.4
2025-04-14 15:20:00,10.1
2025-04-14 15:35:00,10.3
2025-04-14 15:50:00,10.3
2025-04-14 16:05:00,9.8
2025-04-14 16:20:00,9.7
2025-04-14 16:35:00,9.4
2025-04-14 16:50:00,9.0
2025-04-14 17:05:00,8.4
2025-04-14 17:20:00,7.5
2025-04-14 17:35:00,7.5
2025-04-14 17:50:00,7.6
2025-04-14 18:05:00,8.4
2025-04-14 18:20:00,10.3
2025-04-14 18:35:00,12.7
2025-04-14 18:50:00,10.7
2025-04-14 19:05:00,9.1
2025-04-14 19:20:00,7.9
2025-04-14 19:35:00,7.4
2025-04-14 19:50:00,8.4
2025-04-14 20:05:00,9.7
2025-04-14 20:20:00,9.7
2025-04-14 20:35:00,9.7
2025-04-14 20:50:00,9.7
2025-04-14 21:05:00,9.8
2025-04-14 21:20:00,9.4
2025-04-14 21:35:00,8.9
2025-04-14 21:50:00,8.5
2025-04-14 22:05:00,8.4
2025-04-14 22:20:00,8.4
2025-04-14 22:35:00,8.3
2025-04-14 22:50:00,8.2
2025-04-14 23:05:00,8.2
2025-04-14 23:20:00,8.1
2025-04-14 23:35:00,7.9
2025-04-14 23:50:00,7.7
2025-04-15 00:05:00,7.6
2025-04-15 00:20:00,7.6
2025-04-15 00:35:00,7.3
2025-04-15 00:50:00,6.9
2025-04-15 01:05:00,6.6
2025-04-15 01:20:00,6.4
2025-04-15 01:35:00,6.4
2025-04-15 01:50:00,6.4
2025-04-15 02:05:00,6.3
2025-04-15 02:20:00,6.2
2025-04-15 02:35:00,6.3
2025-04-15 02:50:00,6.8
2025-04-15 03:05:00,6.7
2025-04-15 03:20:00,6.6
2025-04-15 03:35:00,6.4
2025-04-15 03:50:00,6.2
2025-04-15 04:05:00,6.0
2025-04-15 04:20:00,6.5
2025-04-15 04:35:00,6.3
2025-04-15 04:50:00,6.3
2025-04-15 05:05:00,6.4
2025-04-15 05:20:00,6.2
2025-04-15 05:35:00,6.5
2025-04-15 05:50:00,6.5
2025-04-15 06:05:00,6.9
2025-04-15 06:20:00,7.0
2025-04-15 06:35:00,6.7
2025-04-15 06:50:00,8.2
2025-04-15 07:05:00,9.4
2025-04-15 07:20:00,9.6
2025-04-15 07:35:00,9.6
2025-04-15 07:50:00,9.9
2025-04-15 08:05:00,10.8
2025-04-15 08:20:00,11.1
2025-04-15 08:35:00,10.6
2025-04-15 08:50:00,10.3
2025-04-15 09:05:00,10.2
2025-04-15 09:20:00,9.6
2025-04-15 09:35:00,8.6
2025-04-15 09:50:00,8.1
2025-04-15 10:05:00,7.8
2025-04-15 10:20:00,7.3
2025-04-15 10:35:00,6.5
2025-04-15 10:50:00,6.3
2025-04-15 11:05:00,6.9
2025-04-15 11:20:00,6.7
2025-04-15 11:35:00,6.6
2025-04-15 11:50:00,6.3
2025-04-15 12:05:00,6.1
2025-04-15 12:20:00,5.8
2025-04-15 12:35:00,5.7
2025-04-15 12:50:00,7.1
2025-04-15 13:05:00,7.8
2025-04-15 13:20:00,8.7
2025-04-15 13:35:00,9.8
2025-04-15 13:50:00,10.3
2025-04-15 14:05:00,10.7
2025-04-15 14:20:00,10.9
2025-04-15 14:35:00,11.5
2025-04-15 14:50:00,12.0
2025-04-15 15:05:00,11.9
2025-04-15 15:20:00,11.4
2025-04-15 15:35:00,11.2
2025-04-15 15:50:00,10.9
2025-04-15 16:05:00,9.5
2025-04-15 16:20:00,9.2
2025-04-15 16:35:00,9.1
2025-04-15 16:50:00,8.4
2025-04-15 17:05:00,7.6
2025-04-15 17:20:00,6.7
2025-04-15 17:35:00,6.3
2025-04-15 17:50:00,6.6
2025-04-15 18:05:00,7.6
2025-04-15 18:20:00,8.4
2025-04-15 18:35:00,8.2
2025-04-15 18:50:00,8.0
2025-04-15 19:05:00,8.7
2025-04-15 19:20:00,9.5
2025-04-15 19:35:00,9.4
2025-04-15 19:50:00,8.1
2025-04-15 20:05:00,7.7
2025-04-15 20:20:00,7.9
2025-04-15 20:35:00,8.9
2025-04-15 20:50:00,10.2
2025-04-15 21:05:00,11.1
2025-04-15 21:20:00,11.2
2025-04-15 21:35:00,10.5
2025-04-15 21:50:00,9.9
2025-04-15 22:05:00,9.4
2025-04-15 22:20:00,9.1
2025-04-15 22:35:00,8.9
2025-04-15 22:50:00,8.7
2025-04-15 23:05:00,8.6
2025-04-15 23:20:00,8.4
2025-04-15 23:35:00,8.2
2025-04-15 23:50:00,7.9
2025-04-16 00:05:00,7.4
2025-04-16 00:20:00,7.2
2025-04-16 00:35:00,7.2
2025-04-16 00:50:00,7.0
2025-04-16 01:05:00,6.7
2025-04-16 01:20:00,6.6
2025-04-16 01:35:00,6.3
2025-04-16 01:50:00,6.3
2025-04-16 02:05:00,6.2
2025-04-16 02:20:00,6.1
2025-04-16 02:35:00,6.2
2025-04-16 02:50:00,6.2
2025-04-16 03:05:00,5.6
2025-04-16 03:20:00,5.6
2025-04-16 03:35:00,5.8
2025-04-16 03:50:00,5.9
2025-04-16 04:05:00,6.1
2025-04-16 04:20:00,6.3
2025-04-16 04:35:00,6.4
2025-04-16 04:50:00,6.4
2025-04-16 05:05:00,6.5
2025-04-16 05:20:00,6.4
2025-04-16 05:35:00,6.1
2025-04-16 05:50:00,6.1
2025-04-16 06:05:00,6.3
2025-04-16 06:20:00,6.6
2025-04-16 06:35:00,6.9
2025-04-16 06:50:00,7.1
2025-04-16 07:05:00,7.3
2025-04-16 07:20:00,7.3
2025-04-16 07:35:00,7.1
2025-04-16 07:50:00,7.2
2025-04-16 08:05:00,7.3
2025-04-16 08:20:00,7.1
2025-04-16 08:35:00,7.2
2025-04-16 08:50:00,8.4
2025-04-16 09:05:00,9.7
2025-04-16 09:20:00,10.3
2025-04-16 09:35:00,10.9
2025-04-16 09:50:00,11.3
2025-04-16 10:05:00,11.2
2025-04-16 10:20:00,10.6
2025-04-16 10:35:00,10.3
2025-04-16 10:50:00,9.7
2025-04-16 11:05:00,8.5
2025-04-16 11:20:00,7.9
2025-04-16 11:35:00,7.6
2025-04-16 11:50:00,7.1
2025-04-16 12:05:00,6.6
2025-04-16 12:20:00,7.6
2025-04-16 12:35:00,8.6
2025-04-16 12:50:00,8.6
2025-04-16 13:05:00,8.7
2025-04-16 13:20:00,9.5
2025-04-16 13:35:00,10.7
2025-04-16 13:50:00,11.6
2025-04-16 14:05:00,10.9
2025-04-16 14:20:00,10.3
2025-04-16 14:35:00,9.8
2025-04-16 14:50:00,9.5
2025-04-16 15:05:00,9.6
2025-04-16 15:20:00,9.4
2025-04-16 15:35:00,8.8
2025-04-16 15:50:00,8.4
2025-04-16 16:05:00,8.5
2025-04-16 16:20:00,8.4
2025-04-16 16:35:00,8.0
2025-04-16 16:50:00,7.7
2025-04-16 17:05:00,7.4
2025-04-16 17:20:00,7.3
2025-04-16 17:35:00,7.8
2025-04-16 17:50:00,8.1
2025-04-16 18:05:00,7.9
2025-04-16 18:20:00,7.6
2025-04-16 18:35:00,7.6
2025-04-16 18:50:00,8.2
2025-04-16 19:05:00,8.9
2025-04-16 19:20:00,9.7
2025-04-16 19:35:00,10.3
2025-04-16 19:50:00,10.6
2025-04-16 20:05:00,10.2
2025-04-16 20:20:00,10.3
2025-04-16 20:35:00,10.9
2025-04-16 20:50:00,11.1
2025-04-16 21:05:00,11.0
2025-04-16 21:20:00,10.7
2025-04-16 21:35:00,10.4
2025-04-16 21:50:00,10.1
2025-04-16 22:05:00,9.7
2025-04-16 22:20:00,9.3
2025-04-16 22:35:00,8.7
2025-04-16 22:50:00,7.9
2025-04-16 23:05:00,7.0
2025-04-16 23:20:00,5.8
2025-04-16 23:35:00,5.2
2025-04-16 23:50:00,5.2
2025-04-17 00:05:00,5.2
2025-04-17 00:20:00,5.2
2025-04-17 00:35:00,5.4
2025-04-17 00:50:00,5.7
2025-04-17 01:05:00,5.6
2025-04-17 01:20:00,5.5
2025-04-17 01:35:00,5.4
2025-04-17 01:50:00,5.3
2025-04-17 02:05:00,5.3
2025-04-17 02:20:00,5.2
2025-04-17 02:35:00,5.3
2025-04-17 02:50:00,5.6
2025-04-17 03:05:00,5.9
2025-04-17 03:20:00,5.6
2025-04-17 03:35:00,5.5
2025-04-17 03:50:00,5.7
2025-04-17 04:05:00,6.1
2025-04-17 04:20:00,6.2
2025-04-17 04:35:00,6.1
2025-04-17 04:50:00,6.3
2025-04-17 05:05:00,6.4
2025-04-17 05:20:00,6.6
2025-04-17 05:35:00,6.5
2025-04-17 05:50:00,6.2
2025-04-17 06:05:00,6.4
